"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","localhost.localdomain",,,,"User:","barreira"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-13_14:43:36.csv 60",,,,"Date:","13 Jun 2019 14:43:36 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
13-06 14:43:36,377794560.0,2158592.0,1620340736.0,1953890304.0,20.452,1.048,78.455,0.019,0.0,0.026,0.0,0.0,50176.052,142809.858
13-06 14:44:36,955142144.0,2158592.0,1673027584.0,1323855872.0,72.133,2.212,25.536,0.009,0.0,0.111,66.233,383.633,0.0,876569.600
13-06 14:45:36,973373440.0,2158592.0,1699053568.0,1279598592.0,72.894,1.771,25.233,0.0,0.0,0.102,32.133,90.533,0.0,443255.467
13-06 14:46:36,989532160.0,2158592.0,1725079552.0,1237413888.0,75.365,1.946,22.630,0.0,0.0,0.058,33.233,161.733,0.0,441395.200
13-06 14:47:36,1006247936.0,2158592.0,1751105536.0,1194672128.0,71.660,1.974,26.282,0.008,0.0,0.075,32.133,90.400,0.0,441292.800
13-06 14:48:36,1020694528.0,2158592.0,1751359488.0,1179971584.0,68.595,1.495,29.851,0.0,0.0,0.059,33.233,98.233,0.0,871244.800
13-06 14:49:36,1037283328.0,2158592.0,1751363584.0,1163378688.0,67.934,1.481,30.509,0.0,0.0,0.076,29.833,78.033,0.0,441915.733
13-06 14:50:36,1039687680.0,2158592.0,1751613440.0,1160724480.0,70.034,1.411,28.488,0.008,0.0,0.058,12.333,29.400,0.0,442052.267
13-06 14:51:36,1056223232.0,2158592.0,1751871488.0,1143930880.0,69.891,1.444,28.616,0.0,0.0,0.050,42.767,193.900,0.0,871244.800
13-06 14:52:36,1073807360.0,2158592.0,1752125440.0,1126092800.0,69.470,1.578,28.902,0.0,0.0,0.050,32.133,90.533,0.0,871816.533
13-06 14:53:36,1088065536.0,2158592.0,1752383488.0,1111576576.0,68.734,1.327,29.897,0.0,0.0,0.042,40.533,98.333,0.0,871586.133
