"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","localhost.localdomain",,,,"User:","barreira"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-13_15:55:57.csv 60",,,,"Date:","13 Jun 2019 15:55:57 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
13-06 15:55:57,418181120.0,167936.0,2682650624.0,853184512.0,30.391,1.309,68.252,0.016,0.0,0.032,0.0,0.0,39271.617,232361.837
13-06 15:56:57,996708352.0,167936.0,2745589760.0,211718144.0,73.637,3.714,22.549,0.017,0.0,0.084,70.133,384.800,168482.133,446549.333
13-06 15:57:57,1012973568.0,167936.0,2771615744.0,169426944.0,72.903,2.693,24.337,0.0,0.0,0.067,34.333,96.600,0.0,444364.800
13-06 15:58:57,1031557120.0,167936.0,2759802880.0,162656256.0,73.127,2.460,24.354,0.0,0.0,0.059,34.333,96.467,0.0,441617.067
13-06 15:59:57,1046372352.0,167936.0,2751000576.0,156643328.0,69.950,2.772,27.228,0.008,0.0,0.042,44.333,205.333,45806.933,443221.333
13-06 16:00:57,1046659072.0,167936.0,2751000576.0,156356608.0,72.127,2.143,25.688,0.0,0.0,0.042,12.333,29.800,0.0,442257.067
13-06 16:01:57,1060257792.0,167936.0,2751660032.0,142098432.0,72.394,2.520,25.027,0.008,0.0,0.050,33.233,94.367,6553.600,441489.067
13-06 16:02:57,1074532352.0,167936.0,2724294656.0,155189248.0,70.882,2.195,26.873,0.0,0.0,0.050,32.133,86.0,0.0,871773.867
13-06 16:03:57,1085198336.0,167936.0,2724548608.0,144269312.0,61.402,1.703,36.845,0.008,0.0,0.042,32.133,90.400,0.0,433100.800
13-06 16:04:57,1083285504.0,167936.0,2724552704.0,146178048.0,62.055,1.329,36.583,0.0,0.0,0.033,11.233,21.967,0.0,870263.467
13-06 16:05:57,1099091968.0,167936.0,2657964032.0,196960256.0,73.229,2.988,23.724,0.0,0.0,0.059,35.433,167.133,128887.467,442137.600
13-06 16:06:57,1116696576.0,167936.0,2658217984.0,179101696.0,60.827,1.909,37.205,0.008,0.0,0.050,29.933,80.067,0.0,431752.533
13-06 16:07:57,1589354496.0,167936.0,2204913664.0,159748096.0,59.863,3.922,36.116,0.009,0.0,0.090,22.233,28.567,0.0,870468.267
