"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","g02-01.lsd.di.uminho.pt",,,,"User:","admin"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-11_12:09:18.csv 60",,,,"Date:","11 Jun 2019 12:09:19 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
11-06 12:09:19,213512192.0,2138112.0,1282404352.0,2475573248.0,0.124,0.005,99.864,0.007,0.0,0.000,0.0,0.0,275.258,479.053
11-06 12:10:19,729559040.0,2138112.0,1308966912.0,1932963840.0,82.812,0.960,16.162,0.008,0.0,0.058,26.0,0.0,0.0,445764.267
11-06 12:11:19,733818880.0,2138112.0,1308966912.0,1928704000.0,89.755,0.476,9.685,0.0,0.0,0.083,26.0,0.0,0.0,1954.133
11-06 12:12:19,739299328.0,2138112.0,1308966912.0,1923223552.0,89.752,0.476,9.647,0.0,0.0,0.125,28.200,2.200,0.0,102.400
11-06 12:13:19,752025600.0,2138112.0,1335091200.0,1884372992.0,78.500,0.417,20.966,0.008,0.0,0.108,26.0,0.0,0.0,5145.600
11-06 12:14:19,752218112.0,2138112.0,1335091200.0,1884180480.0,89.753,0.459,9.638,0.0,0.0,0.150,26.0,0.0,0.0,439808.0
11-06 12:15:19,756359168.0,2138112.0,1335091200.0,1880039424.0,89.764,0.442,9.660,0.008,0.0,0.125,26.0,0.0,0.0,520.533
11-06 12:16:19,764108800.0,2138112.0,1360867328.0,1846513664.0,79.940,0.359,19.584,0.0,0.0,0.117,26.0,0.0,0.0,102.400
11-06 12:17:19,786694144.0,2138112.0,1361117184.0,1823678464.0,80.118,0.458,19.298,0.0,0.0,0.125,26.0,0.0,0.0,440012.800
11-06 12:18:19,790958080.0,2138112.0,1361117184.0,1819414528.0,89.707,0.450,9.692,0.0,0.0,0.150,26.0,0.0,0.0,2039.467
11-06 12:19:19,791220224.0,2138112.0,1361117184.0,1819152384.0,89.692,0.484,9.682,0.0,0.0,0.142,33.800,7.800,0.0,554.667
11-06 12:20:19,790810624.0,2138112.0,1386889216.0,1793789952.0,65.379,0.209,34.346,0.008,0.0,0.058,26.0,0.0,0.0,431308.800
11-06 12:21:19,807718912.0,2138112.0,1387143168.0,1776627712.0,86.442,0.509,12.916,0.0,0.0,0.133,28.900,0.700,0.0,440985.600
11-06 12:22:19,808787968.0,2138112.0,1387143168.0,1775558656.0,89.692,0.467,9.682,0.0,0.0,0.158,28.900,3.700,0.0,2653.867
11-06 12:23:19,808804352.0,2138112.0,1387143168.0,1775542272.0,89.701,0.467,9.673,0.0,0.0,0.158,26.0,0.0,0.0,520.533
11-06 12:24:19,808878080.0,2138112.0,1412919296.0,1749692416.0,58.826,0.134,41.007,0.0,0.0,0.033,26.0,0.0,0.0,430003.200
11-06 12:25:19,824442880.0,2138112.0,1413169152.0,1733877760.0,84.077,0.500,15.265,0.008,0.0,0.150,26.0,0.0,0.0,441420.800
11-06 12:26:19,825085952.0,2138112.0,1413169152.0,1733234688.0,89.646,0.484,9.720,0.0,0.0,0.150,28.200,2.200,0.0,1484.800
11-06 12:27:19,825348096.0,2138112.0,1413169152.0,1732972544.0,89.640,0.492,9.710,0.0,0.0,0.158,26.0,0.0,0.0,102.400
11-06 12:28:19,824782848.0,2138112.0,1413169152.0,1733537792.0,61.078,0.175,38.688,0.008,0.0,0.050,26.0,0.0,0.0,430028.800
