"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","g02-05.lsd.di.uminho.pt",,,,"User:","admin"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-16_21:03:32.csv 60",,,,"Date:","16 Jun 2019 21:03:32 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
16-06 21:03:32,436826112.0,0.0,2283008000.0,1253793792.0,1.196,0.058,98.713,0.032,0.0,0.002,0.0,0.0,2041.272,14254.905
16-06 21:04:32,877711360.0,0.0,2283016192.0,812900352.0,72.718,3.364,23.892,0.0,0.0,0.025,26.0,0.0,0.0,2261.333
16-06 21:05:32,865894400.0,0.0,2283016192.0,824717312.0,93.655,4.261,2.085,0.0,0.0,0.0,27.400,0.0,0.0,938.667
16-06 21:06:32,882028544.0,0.0,2283016192.0,808583168.0,93.373,4.235,2.392,0.0,0.0,0.0,26.0,0.0,0.0,102.400
16-06 21:07:32,872124416.0,0.0,2283016192.0,818487296.0,93.538,4.302,2.159,0.0,0.0,0.0,28.200,2.200,0.0,102.400
16-06 21:08:32,887853056.0,0.0,2283016192.0,802758656.0,93.347,4.360,2.293,0.0,0.0,0.0,26.0,0.0,0.0,102.400
16-06 21:09:32,890011648.0,0.0,2283016192.0,800600064.0,90.854,5.703,3.443,0.0,0.0,0.0,27.400,0.0,0.0,102.400
16-06 21:10:32,892043264.0,0.0,2283016192.0,798568448.0,90.704,5.686,3.610,0.0,0.0,0.0,26.0,0.0,0.0,102.400
16-06 21:11:32,895164416.0,0.0,2283016192.0,795447296.0,90.684,5.780,3.528,0.0,0.0,0.008,26.0,0.0,0.0,102.400
16-06 21:12:32,896630784.0,0.0,2283016192.0,793980928.0,91.964,4.909,3.119,0.0,0.0,0.008,26.0,0.0,0.0,102.400
16-06 21:13:32,899932160.0,0.0,2283016192.0,790679552.0,90.026,6.248,3.709,0.0,0.0,0.017,32.400,7.800,0.0,136.533
16-06 21:14:32,901328896.0,0.0,2283016192.0,789282816.0,90.489,5.971,3.516,0.0,0.0,0.025,28.200,2.200,0.0,1484.800
16-06 21:15:32,903487488.0,0.0,2283016192.0,787124224.0,90.574,5.953,3.465,0.0,0.0,0.008,26.0,0.0,0.0,102.400
16-06 21:16:32,905629696.0,0.0,2283016192.0,784982016.0,90.143,5.969,3.879,0.0,0.0,0.008,28.200,2.200,0.0,102.400
16-06 21:17:32,907915264.0,0.0,2283016192.0,782696448.0,90.555,5.777,3.668,0.0,0.0,0.0,27.500,0.700,0.0,102.400
16-06 21:18:32,909312000.0,0.0,2283016192.0,781299712.0,92.428,4.412,3.161,0.0,0.0,0.0,26.700,1.500,0.0,102.400
16-06 21:19:32,911233024.0,0.0,2283016192.0,779378688.0,90.284,5.905,3.803,0.0,0.0,0.008,26.0,0.0,0.0,102.400
16-06 21:20:32,913391616.0,0.0,2283016192.0,777220096.0,90.611,5.759,3.630,0.0,0.0,0.0,26.0,0.0,0.0,102.400
16-06 21:21:32,915677184.0,0.0,2283016192.0,774934528.0,90.309,5.906,3.784,0.0,0.0,0.0,26.0,0.0,0.0,102.400
16-06 21:22:32,917708800.0,0.0,2283016192.0,772902912.0,90.677,5.759,3.564,0.0,0.0,0.0,26.0,0.0,0.0,102.400
16-06 21:23:32,919867392.0,0.0,2283016192.0,770744320.0,90.599,5.722,3.679,0.0,0.0,0.0,27.400,0.0,0.0,102.400
16-06 21:24:32,922263552.0,0.0,2283016192.0,768348160.0,91.373,5.190,3.438,0.0,0.0,0.0,29.600,2.200,0.0,136.533
16-06 21:25:32,923406336.0,0.0,2283016192.0,767205376.0,91.246,5.287,3.466,0.0,0.0,0.0,26.0,0.0,0.0,1228.800
16-06 21:26:32,925691904.0,0.0,2283016192.0,764919808.0,90.173,5.923,3.896,0.0,0.0,0.008,27.400,0.0,0.0,102.400
16-06 21:27:32,927866880.0,0.0,2283016192.0,762744832.0,90.249,6.004,3.746,0.0,0.0,0.0,26.0,0.0,0.0,102.400
16-06 21:28:32,930025472.0,0.0,2283016192.0,760586240.0,90.043,6.080,3.869,0.0,0.0,0.008,26.0,0.0,0.0,102.400
16-06 21:29:32,932057088.0,0.0,2283016192.0,758554624.0,89.794,6.157,4.049,0.0,0.0,0.0,26.0,0.0,0.0,102.400
16-06 21:30:32,934215680.0,0.0,2283016192.0,756396032.0,90.202,6.058,3.740,0.0,0.0,0.0,26.0,0.0,0.0,102.400
16-06 21:31:32,936374272.0,0.0,2283016192.0,754237440.0,91.757,4.909,3.334,0.0,0.0,0.0,28.200,2.200,0.0,102.400
16-06 21:32:32,937881600.0,0.0,2283016192.0,752730112.0,89.873,6.282,3.845,0.0,0.0,0.0,26.0,0.0,0.0,102.400
16-06 21:33:32,940040192.0,0.0,2283016192.0,750571520.0,90.084,6.104,3.804,0.0,0.0,0.008,26.0,0.0,0.0,102.400
16-06 21:34:32,942071808.0,0.0,2283016192.0,748539904.0,90.286,5.996,3.718,0.0,0.0,0.0,28.200,2.200,0.0,102.400
16-06 21:35:32,945004544.0,0.0,2283020288.0,745603072.0,90.271,6.062,3.667,0.0,0.0,0.0,34.600,10.0,0.0,341.333
16-06 21:36:32,946905088.0,0.0,2283024384.0,743698432.0,90.385,5.870,3.737,0.0,0.0,0.008,27.400,0.0,0.0,1587.200
16-06 21:37:32,948428800.0,0.0,2283024384.0,742174720.0,91.992,4.786,3.221,0.0,0.0,0.0,26.0,0.0,0.0,247.467
