"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","g02-05.lsd.di.uminho.pt",,,,"User:","admin"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-17_20:11:25.csv 60",,,,"Date:","17 Jun 2019 20:11:25 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
17-06 20:11:25,468500480.0,0.0,2307969024.0,1197158400.0,2.239,0.200,97.528,0.031,0.0,0.002,0.0,0.0,1998.853,13901.081
17-06 20:12:26,913825792.0,0.0,2307977216.0,751824896.0,72.096,3.995,23.893,0.0,0.0,0.017,32.400,7.800,0.0,2295.467
17-06 20:13:26,893673472.0,0.0,2307977216.0,771977216.0,92.478,5.009,2.513,0.0,0.0,0.0,26.0,0.0,0.0,3566.933
17-06 20:14:26,877277184.0,0.0,2307977216.0,788373504.0,92.877,4.735,2.380,0.0,0.0,0.008,29.600,2.200,0.0,102.400
17-06 20:15:26,879689728.0,0.0,2307977216.0,785960960.0,92.627,4.801,2.572,0.0,0.0,0.0,26.0,0.0,0.0,102.400
17-06 20:16:26,905211904.0,0.0,2307977216.0,760438784.0,92.989,4.758,2.254,0.0,0.0,0.0,28.200,2.200,0.0,102.400
17-06 20:17:26,891260928.0,0.0,2307977216.0,774389760.0,90.607,5.819,3.574,0.0,0.0,0.0,28.200,2.200,0.0,102.400
17-06 20:18:26,893419520.0,0.0,2307977216.0,772231168.0,90.309,5.876,3.815,0.0,0.0,0.0,26.0,0.0,0.0,102.400
17-06 20:19:26,909799424.0,0.0,2307977216.0,755851264.0,90.620,5.700,3.680,0.0,0.0,0.0,26.0,0.0,0.0,102.400
17-06 20:20:26,911450112.0,0.0,2307977216.0,754200576.0,91.514,5.140,3.346,0.0,0.0,0.0,26.0,0.0,0.0,102.400
17-06 20:21:26,913735680.0,0.0,2307977216.0,751915008.0,90.642,5.844,3.506,0.0,0.0,0.008,26.0,0.0,0.0,102.400
17-06 20:22:26,915750912.0,0.0,2307977216.0,749899776.0,90.178,5.913,3.909,0.0,0.0,0.0,26.0,0.0,0.0,102.400
17-06 20:23:26,918036480.0,0.0,2307977216.0,747614208.0,90.580,5.837,3.582,0.0,0.0,0.0,27.400,0.0,0.0,102.400
17-06 20:24:26,920322048.0,0.0,2307977216.0,745328640.0,89.982,6.069,3.949,0.0,0.0,0.0,28.200,2.200,0.0,102.400
17-06 20:25:26,922370048.0,0.0,2307977216.0,743280640.0,90.315,5.728,3.949,0.0,0.0,0.008,26.0,0.0,0.0,102.400
17-06 20:26:26,923766784.0,0.0,2307977216.0,741883904.0,91.889,4.982,3.129,0.0,0.0,0.0,27.400,0.0,0.0,102.400
17-06 20:27:26,925671424.0,0.0,2307977216.0,739979264.0,90.467,5.768,3.765,0.0,0.0,0.0,26.0,0.0,0.0,102.400
17-06 20:28:26,927703040.0,0.0,2307977216.0,737947648.0,90.288,5.921,3.791,0.0,0.0,0.0,26.0,0.0,0.0,102.400
17-06 20:29:26,929988608.0,0.0,2307977216.0,735662080.0,90.397,5.787,3.808,0.0,0.0,0.008,26.0,0.0,0.0,102.400
17-06 20:30:26,932003840.0,0.0,2307977216.0,733646848.0,90.577,5.818,3.606,0.0,0.0,0.0,27.400,0.0,0.0,102.400
17-06 20:31:26,934162432.0,0.0,2307977216.0,731488256.0,90.678,5.717,3.605,0.0,0.0,0.0,28.200,2.200,0.0,102.400
17-06 20:32:26,936833024.0,0.0,2307977216.0,728817664.0,90.602,5.692,3.698,0.0,0.0,0.008,26.0,0.0,0.0,102.400
17-06 20:33:26,938369024.0,0.0,2307977216.0,727281664.0,91.196,5.341,3.463,0.0,0.0,0.0,28.200,2.200,0.0,102.400
17-06 20:34:26,954241024.0,0.0,2307977216.0,711409664.0,90.264,5.923,3.812,0.0,0.0,0.0,28.200,2.200,0.0,102.400
17-06 20:35:26,956526592.0,0.0,2307977216.0,709124096.0,90.105,5.862,4.033,0.0,0.0,0.0,26.0,0.0,0.0,102.400
17-06 20:36:26,960077824.0,0.0,2307981312.0,705568768.0,90.316,5.952,3.732,0.0,0.0,0.0,32.400,7.800,0.0,102.400
17-06 20:37:26,961474560.0,0.0,2307981312.0,704172032.0,90.328,5.792,3.880,0.0,0.0,0.0,26.0,0.0,0.0,1058.133
17-06 20:38:26,963616768.0,0.0,2307981312.0,702029824.0,90.117,6.002,3.881,0.0,0.0,0.0,26.0,0.0,0.0,793.600
17-06 20:39:26,965013504.0,0.0,2307981312.0,700633088.0,91.594,5.101,3.306,0.0,0.0,0.0,26.0,0.0,0.0,102.400
17-06 20:40:26,966664192.0,0.0,2307981312.0,698982400.0,90.702,5.742,3.547,0.0,0.0,0.008,27.400,0.0,0.0,102.400
17-06 20:41:26,968712192.0,0.0,2307981312.0,696934400.0,90.450,5.702,3.848,0.0,0.0,0.0,28.200,2.200,0.0,102.400
17-06 20:42:26,970743808.0,0.0,2307981312.0,694902784.0,90.520,5.817,3.664,0.0,0.0,0.0,26.0,0.0,0.0,102.400
17-06 20:43:26,972902400.0,0.0,2307981312.0,692744192.0,90.164,5.836,3.999,0.0,0.0,0.0,26.0,0.0,0.0,102.400
17-06 20:44:26,975183872.0,0.0,2307985408.0,690458624.0,89.872,5.861,4.267,0.0,0.0,0.0,26.0,0.0,0.0,179.200
17-06 20:45:26,977342464.0,0.0,2307985408.0,688300032.0,92.326,4.734,2.931,0.0,0.0,0.008,27.400,0.0,0.0,247.467
