"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","localhost.localdomain",,,,"User:","barreira"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-11_14:01:32.csv 60",,,,"Date:","11 Jun 2019 14:01:32 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
11-06 14:01:32,1109061632.0,2154496.0,2017673216.0,825294848.0,25.007,2.028,72.825,0.043,0.0,0.097,0.0,0.0,121901.730,947863.421
11-06 14:02:32,1693425664.0,2154496.0,2070360064.0,188243968.0,79.018,2.397,18.468,0.008,0.0,0.109,0.0,0.0,0.0,448768.0
11-06 14:03:32,1712603136.0,2154496.0,2096386048.0,143040512.0,79.474,1.955,18.480,0.0,0.0,0.092,0.0,0.0,0.0,882577.067
11-06 14:04:32,1732005888.0,2154496.0,2081656832.0,138366976.0,69.812,1.529,28.558,0.0,0.0,0.100,0.0,0.0,0.0,875639.467
11-06 14:05:32,1745604608.0,2154496.0,2017464320.0,188960768.0,70.185,1.562,28.169,0.0,0.0,0.084,0.0,0.0,0.0,872388.267
11-06 14:06:32,1762144256.0,2154496.0,2017722368.0,172163072.0,71.863,1.529,26.533,0.008,0.0,0.067,0.0,0.0,0.0,442001.067
11-06 14:07:32,1777451008.0,2154496.0,2017972224.0,156606464.0,72.532,1.495,25.906,0.0,0.0,0.067,0.0,0.0,0.0,441796.267
11-06 14:08:32,1874436096.0,2154496.0,1889189888.0,188403712.0,69.586,1.854,28.354,0.009,0.0,0.197,0.0,0.0,0.0,442453.333
11-06 14:09:32,1292279808.0,2154496.0,1889447936.0,770301952.0,58.482,1.195,40.197,0.025,0.0,0.101,0.0,0.0,0.0,871244.800
11-06 14:10:32,1292861440.0,2154496.0,1889447936.0,769720320.0,62.395,1.098,36.423,0.034,0.0,0.050,6.700,6.700,0.0,435182.933
11-06 14:11:32,1305530368.0,2154496.0,1889705984.0,756793344.0,69.941,1.634,28.350,0.017,0.0,0.059,2.867,0.0,0.0,871637.333
