"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","localhost.localdomain",,,,"User:","barreira"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-13_14:54:06.csv 60",,,,"Date:","13 Jun 2019 14:54:06 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
13-06 14:54:06,382472192.0,2158592.0,1752379392.0,1817174016.0,22.696,1.073,76.184,0.019,0.0,0.028,0.0,0.0,47880.528,164919.334
13-06 14:55:06,968396800.0,2158592.0,1805066240.0,1178562560.0,86.432,1.744,11.774,0.0,0.0,0.050,69.900,346.800,0.0,889216.0
13-06 14:56:06,1010438144.0,2158592.0,1857118208.0,1084469248.0,77.916,1.278,20.739,0.008,0.0,0.058,56.333,243.300,273.067,442342.400
13-06 14:57:06,1041952768.0,2158592.0,1883144192.0,1026928640.0,79.948,1.645,18.365,0.0,0.0,0.042,36.900,95.633,0.0,440618.667
13-06 14:58:06,1062797312.0,2158592.0,1883398144.0,1005830144.0,78.795,1.199,19.973,0.0,0.0,0.034,32.133,96.533,0.0,446310.400
13-06 14:59:06,1072959488.0,2158592.0,1883652096.0,995414016.0,75.715,1.105,23.146,0.0,0.0,0.033,32.133,90.533,0.0,876262.400
13-06 15:00:06,1095921664.0,2158592.0,1883906048.0,972197888.0,73.795,1.138,25.025,0.0,0.0,0.042,34.333,166.633,0.0,871526.400
13-06 15:01:06,1111642112.0,2158592.0,1884168192.0,956215296.0,69.787,0.960,29.169,0.017,0.0,0.067,35.800,92.733,0.0,871552.0
13-06 15:02:06,1129963520.0,2158592.0,1884422144.0,937639936.0,68.228,0.893,30.837,0.0,0.0,0.042,32.133,90.533,0.0,873028.267
