"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","g02-01.lsd.di.uminho.pt",,,,"User:","admin"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-14_12:55:08.csv 60",,,,"Date:","14 Jun 2019 12:55:09 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
14-06 12:55:09,424718336.0,2138112.0,2831654912.0,715116544.0,2.512,0.026,97.451,0.008,0.0,0.002,0.0,0.0,419.664,4960.388
14-06 12:56:09,932577280.0,2138112.0,2858217472.0,180695040.0,81.128,1.310,17.519,0.0,0.0,0.042,26.0,0.0,5188.267,459204.267
14-06 12:57:09,932831232.0,2138112.0,2858217472.0,180441088.0,87.561,0.894,11.529,0.0,0.0,0.017,26.0,0.0,0.0,1356.800
14-06 12:58:09,933085184.0,2138112.0,2858217472.0,180187136.0,87.602,0.794,11.578,0.008,0.0,0.017,26.0,0.0,0.0,102.400
14-06 12:59:09,934985728.0,2138112.0,2858221568.0,178282496.0,87.578,0.828,11.569,0.0,0.0,0.025,28.800,0.0,0.0,324.267
14-06 13:00:09,934985728.0,2138112.0,2858221568.0,178282496.0,87.564,0.803,11.617,0.0,0.0,0.017,26.0,0.0,0.0,648.533
14-06 13:01:09,936636416.0,2138112.0,2858221568.0,176631808.0,87.460,0.869,11.645,0.008,0.0,0.017,26.0,0.0,0.0,546.133
14-06 13:02:09,944824320.0,2138112.0,2883993600.0,142671872.0,83.314,0.719,15.933,0.008,0.0,0.025,26.0,0.0,0.0,571.733
14-06 13:03:09,963112960.0,2138112.0,2867023872.0,141352960.0,73.377,0.642,25.905,0.025,0.0,0.050,26.0,0.0,819.200,445568.0
14-06 13:04:09,964255744.0,2138112.0,2867023872.0,140210176.0,87.409,0.911,11.646,0.008,0.0,0.025,33.800,7.800,0.0,2432.0
14-06 13:05:09,964382720.0,2138112.0,2867023872.0,140083200.0,87.441,0.895,11.639,0.0,0.0,0.025,28.200,2.200,0.0,1493.333
14-06 13:06:09,964489216.0,2138112.0,2867027968.0,139972608.0,87.455,0.904,11.624,0.008,0.0,0.008,28.200,2.200,0.0,2013.867
14-06 13:07:09,964632576.0,2138112.0,2867027968.0,139829248.0,87.498,0.870,11.616,0.0,0.0,0.017,27.400,0.0,0.0,1100.800
14-06 13:08:09,964632576.0,2138112.0,2867027968.0,139829248.0,87.459,0.911,11.605,0.008,0.0,0.017,26.0,0.0,0.0,537.600
14-06 13:09:09,964632576.0,2138112.0,2867027968.0,139829248.0,87.425,0.961,11.598,0.0,0.0,0.017,28.200,2.200,0.0,256.0
14-06 13:10:09,967720960.0,2138112.0,2840510464.0,163258368.0,53.817,0.217,45.925,0.0,0.0,0.042,26.0,0.0,0.0,432913.067
14-06 13:11:09,966688768.0,2138112.0,2840510464.0,164290560.0,87.462,0.827,11.685,0.008,0.0,0.017,26.0,0.0,0.0,441207.467
14-06 13:12:09,966688768.0,2138112.0,2840510464.0,164290560.0,87.498,0.845,11.632,0.0,0.0,0.025,28.200,2.200,0.0,1484.800
14-06 13:13:09,966688768.0,2138112.0,2840510464.0,164290560.0,87.454,0.903,11.618,0.008,0.0,0.017,26.0,0.0,0.0,102.400
14-06 13:14:09,966688768.0,2138112.0,2840510464.0,164290560.0,87.443,0.878,11.655,0.0,0.0,0.025,26.0,0.0,0.0,256.0
