"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","localhost.localdomain",,,,"User:","barreira"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-13_19:17:15.csv 60",,,,"Date:","13 Jun 2019 19:17:15 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
13-06 19:17:15,524087296.0,167936.0,2584510464.0,845418496.0,40.048,1.579,58.328,0.013,0.0,0.033,0.0,0.0,27769.332,259538.054
13-06 19:18:15,1076858880.0,167936.0,2611073024.0,266084352.0,90.113,1.761,8.102,0.0,0.0,0.025,36.900,275.367,0.0,446208.0
13-06 19:19:15,1110634496.0,167936.0,2637197312.0,206184448.0,89.078,1.486,9.402,0.0,0.0,0.033,29.600,111.467,0.0,443042.133
13-06 19:20:15,1140142080.0,167936.0,2663223296.0,150650880.0,86.300,1.261,12.414,0.008,0.0,0.017,27.400,91.533,0.0,5725.867
13-06 19:21:15,1153351680.0,167936.0,2645237760.0,155426816.0,82.618,1.904,15.444,0.0,0.0,0.033,25.300,156.333,0.0,437102.933
13-06 19:22:15,1153372160.0,167936.0,2671022080.0,129622016.0,86.512,1.277,12.186,0.0,0.0,0.025,10.0,22.600,0.0,871304.533
13-06 19:23:15,1176178688.0,167936.0,2631991296.0,145846272.0,85.556,2.414,11.988,0.0,0.0,0.042,24.200,80.067,0.0,442077.867
13-06 19:24:15,1198850048.0,167936.0,2597556224.0,157609984.0,76.957,1.671,21.347,0.0,0.0,0.025,27.400,97.533,0.0,432768.0
13-06 19:25:15,1197092864.0,167936.0,2597560320.0,159363072.0,78.108,1.052,20.823,0.0,0.0,0.017,3.300,15.900,0.0,870843.733
13-06 19:26:15,1214787584.0,167936.0,2597810176.0,141418496.0,89.708,1.596,8.663,0.008,0.0,0.025,24.200,80.067,0.0,442001.067
13-06 19:27:15,1224024064.0,167936.0,2598068224.0,131923968.0,71.617,1.069,27.273,0.0,0.0,0.042,27.400,162.100,0.0,440558.933
13-06 19:28:15,1224404992.0,167936.0,2598068224.0,131543040.0,80.964,1.061,17.959,0.0,0.0,0.017,3.300,15.900,0.0,1408.0
13-06 19:29:15,1240580096.0,167936.0,2556223488.0,157212672.0,80.658,1.720,17.572,0.017,0.0,0.033,24.200,79.933,0.0,871244.800
13-06 19:30:15,1263280128.0,167936.0,2556477440.0,134258688.0,66.222,1.176,32.560,0.0,0.0,0.042,27.400,91.533,0.0,431590.400
13-06 19:31:15,1263185920.0,167936.0,2556477440.0,134352896.0,93.440,1.477,5.066,0.0,0.0,0.017,1.100,5.433,0.0,441267.200
