"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","g02-01.lsd.di.uminho.pt",,,,"User:","admin"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-11_19:46:52.csv 60",,,,"Date:","11 Jun 2019 19:46:53 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
11-06 19:46:53,272850944.0,2138112.0,2807099392.0,891539456.0,0.860,0.011,99.121,0.007,0.0,0.001,0.0,0.0,272.496,1806.850
11-06 19:47:53,770531328.0,2138112.0,2833661952.0,367296512.0,76.474,1.706,21.728,0.008,0.0,0.084,26.0,0.0,0.0,445696.0
11-06 19:48:53,774918144.0,2138112.0,2833661952.0,362909696.0,82.108,1.247,16.586,0.0,0.0,0.059,26.0,0.0,0.0,2176.0
11-06 19:49:53,778928128.0,2138112.0,2833661952.0,358899712.0,82.130,1.315,16.480,0.008,0.0,0.067,26.0,0.0,0.0,187.733
11-06 19:50:53,778862592.0,2138112.0,2833666048.0,358961152.0,82.261,1.206,16.491,0.0,0.0,0.042,31.800,4.400,0.0,384.0
11-06 19:51:53,778989568.0,2138112.0,2833666048.0,358834176.0,82.229,1.254,16.449,0.008,0.0,0.059,26.0,0.0,0.0,861.867
11-06 19:52:53,782237696.0,2138112.0,2833666048.0,355586048.0,82.227,1.238,16.467,0.008,0.0,0.059,26.0,0.0,0.0,187.733
11-06 19:53:53,782348288.0,2138112.0,2833666048.0,355475456.0,82.178,1.281,16.491,0.0,0.0,0.050,27.400,0.0,0.0,375.467
11-06 19:54:53,782364672.0,2138112.0,2833666048.0,355459072.0,82.202,1.207,16.541,0.008,0.0,0.042,28.200,2.200,0.0,256.0
11-06 19:55:53,803713024.0,2138112.0,2859786240.0,307990528.0,55.103,0.300,44.563,0.0,0.0,0.033,26.0,0.0,0.0,431470.933
11-06 19:56:53,804130816.0,2138112.0,2859786240.0,307572736.0,82.196,1.223,16.523,0.008,0.0,0.050,27.400,0.0,0.0,443298.133
11-06 19:57:53,804253696.0,2138112.0,2859790336.0,307445760.0,82.346,1.132,16.489,0.008,0.0,0.025,28.200,2.200,0.0,110.933
11-06 19:58:53,804384768.0,2138112.0,2859790336.0,307314688.0,82.143,1.263,16.536,0.008,0.0,0.050,26.0,0.0,0.0,861.867
11-06 19:59:53,804384768.0,2138112.0,2859790336.0,307314688.0,82.312,1.256,16.382,0.0,0.0,0.050,26.0,0.0,0.0,187.733
11-06 20:00:53,804196352.0,2138112.0,2859790336.0,307503104.0,82.285,1.188,16.460,0.008,0.0,0.059,26.0,0.0,0.0,375.467
11-06 20:01:53,808325120.0,2138112.0,2859794432.0,303370240.0,82.181,1.298,16.461,0.008,0.0,0.050,26.0,0.0,0.0,571.733
11-06 20:02:53,810422272.0,2138112.0,2859794432.0,301273088.0,82.226,1.267,16.457,0.008,0.0,0.042,26.0,0.0,0.0,1689.600
11-06 20:03:53,811028480.0,2138112.0,2885566464.0,274894848.0,71.878,0.878,27.194,0.0,0.0,0.050,27.400,0.0,0.0,430020.267
11-06 20:04:53,811028480.0,2138112.0,2885566464.0,274894848.0,50.008,0.008,49.983,0.0,0.0,0.0,26.0,0.0,0.0,1433.600
11-06 20:05:53,832438272.0,2138112.0,2885816320.0,253235200.0,73.356,1.079,25.514,0.0,0.0,0.050,32.400,7.800,0.0,442018.133
11-06 20:06:53,832434176.0,2138112.0,2885820416.0,253235200.0,82.201,1.198,16.551,0.017,0.0,0.034,26.0,0.0,0.0,2525.867
11-06 20:07:53,832565248.0,2138112.0,2885820416.0,253104128.0,82.108,1.289,16.552,0.008,0.0,0.042,30.400,4.400,0.0,332.800
11-06 20:08:53,832565248.0,2138112.0,2885820416.0,253104128.0,82.231,1.248,16.488,0.0,0.0,0.033,26.0,0.0,0.0,802.133
11-06 20:09:53,834584576.0,2138112.0,2885820416.0,251084800.0,82.200,1.256,16.469,0.008,0.0,0.067,26.0,0.0,0.0,452.267
11-06 20:10:53,834670592.0,2138112.0,2885820416.0,250998784.0,82.212,1.247,16.483,0.008,0.0,0.050,26.0,0.0,0.0,256.0
11-06 20:11:53,834670592.0,2138112.0,2885820416.0,250998784.0,82.269,1.222,16.459,0.0,0.0,0.050,27.400,0.0,0.0,648.533
11-06 20:12:53,834670592.0,2138112.0,2885820416.0,250998784.0,82.190,1.273,16.487,0.008,0.0,0.042,28.200,2.200,0.0,622.933
11-06 20:13:53,835620864.0,2138112.0,2911596544.0,224272384.0,52.962,0.142,46.888,0.0,0.0,0.008,26.0,0.0,0.0,430728.533
11-06 20:14:53,835620864.0,2138112.0,2911596544.0,224272384.0,50.008,0.008,49.975,0.0,0.0,0.008,28.200,2.200,273.067,1484.800
11-06 20:15:53,847953920.0,2138112.0,2911846400.0,211689472.0,67.831,0.785,31.334,0.008,0.0,0.042,26.0,0.0,0.0,443.733
11-06 20:16:53,848687104.0,2138112.0,2911846400.0,210956288.0,82.143,1.288,16.527,0.0,0.0,0.042,26.0,0.0,0.0,442777.600
11-06 20:17:53,850784256.0,2138112.0,2911850496.0,208855040.0,82.184,1.273,16.485,0.008,0.0,0.050,28.800,0.0,0.0,264.533
11-06 20:18:53,850784256.0,2138112.0,2911850496.0,208855040.0,82.198,1.288,16.463,0.008,0.0,0.042,26.0,0.0,0.0,691.200
11-06 20:19:53,849330176.0,2138112.0,2911850496.0,210309120.0,82.255,1.262,16.433,0.0,0.0,0.050,26.0,0.0,0.0,793.600
11-06 20:20:53,850182144.0,2138112.0,2911850496.0,209457152.0,82.251,1.197,16.485,0.008,0.0,0.059,26.0,0.0,0.0,110.933
11-06 20:21:53,850309120.0,2138112.0,2911850496.0,209330176.0,82.211,1.213,16.518,0.008,0.0,0.050,26.0,0.0,0.0,452.267
11-06 20:22:53,850755584.0,2138112.0,2911850496.0,208883712.0,82.179,1.271,16.499,0.008,0.0,0.042,26.0,0.0,0.0,256.0
11-06 20:23:53,850640896.0,2138112.0,2937622528.0,183226368.0,58.423,0.350,41.218,0.0,0.0,0.008,26.0,0.0,0.0,430762.667
11-06 20:24:53,850767872.0,2138112.0,2937622528.0,183099392.0,50.013,0.008,49.979,0.0,0.0,0.0,29.700,3.700,0.0,1484.800
11-06 20:25:53,851070976.0,2138112.0,2937622528.0,182796288.0,50.004,0.017,49.971,0.0,0.0,0.008,27.400,0.0,0.0,102.400
11-06 20:26:53,860700672.0,2138112.0,2937876480.0,172912640.0,70.047,0.844,29.059,0.0,0.0,0.050,26.0,0.0,0.0,442137.600
11-06 20:27:53,860700672.0,2138112.0,2937876480.0,172912640.0,82.201,1.238,16.494,0.008,0.0,0.059,26.0,0.0,0.0,1954.133
11-06 20:28:53,860700672.0,2138112.0,2937876480.0,172912640.0,82.184,1.239,16.519,0.008,0.0,0.050,26.0,0.0,0.0,631.467
11-06 20:29:53,860696576.0,2138112.0,2937880576.0,172912640.0,82.049,1.322,16.579,0.008,0.0,0.042,28.200,2.200,0.0,384.0
11-06 20:30:53,860700672.0,2138112.0,2937880576.0,172908544.0,82.146,1.247,16.548,0.0,0.0,0.059,26.0,0.0,0.0,1024.0
11-06 20:31:53,861401088.0,2138112.0,2937880576.0,172208128.0,82.224,1.238,16.471,0.008,0.0,0.059,34.600,10.0,0.0,503.467
11-06 20:32:53,861401088.0,2138112.0,2937880576.0,172208128.0,82.188,1.229,16.525,0.008,0.0,0.050,26.0,0.0,0.0,1493.333
11-06 20:33:53,861216768.0,2138112.0,2937880576.0,172392448.0,82.190,1.257,16.512,0.0,0.0,0.042,26.0,0.0,0.0,256.0
11-06 20:34:53,863846400.0,2138112.0,2937880576.0,169762816.0,56.195,0.259,43.521,0.008,0.0,0.017,26.0,0.0,0.0,431965.867
11-06 20:35:53,863973376.0,2138112.0,2937880576.0,169635840.0,50.008,0.008,49.975,0.0,0.0,0.008,27.400,0.0,0.0,520.533
11-06 20:36:53,864100352.0,2138112.0,2937880576.0,169508864.0,50.008,0.008,49.975,0.0,0.0,0.008,26.0,0.0,0.0,102.400
11-06 20:37:53,864436224.0,2138112.0,2937880576.0,169172992.0,50.271,0.025,49.696,0.0,0.0,0.008,27.400,0.0,0.0,102.400
11-06 20:38:53,879149056.0,2138112.0,2938130432.0,154210304.0,80.284,1.254,18.395,0.0,0.0,0.067,27.400,0.0,0.0,441915.733
11-06 20:39:53,878960640.0,2138112.0,2938130432.0,154398720.0,82.129,1.239,16.615,0.008,0.0,0.008,26.0,0.0,0.0,110.933
11-06 20:40:53,879407104.0,2138112.0,2938130432.0,153952256.0,82.145,1.247,16.550,0.008,0.0,0.050,26.0,0.0,0.0,452.267
11-06 20:41:53,879521792.0,2138112.0,2938134528.0,153833472.0,82.148,1.255,16.547,0.0,0.0,0.050,28.200,2.200,0.0,324.267
11-06 20:42:53,879538176.0,2138112.0,2938134528.0,153817088.0,81.221,1.288,17.425,0.008,0.0,0.059,28.200,2.200,0.0,1408.0
11-06 20:43:53,879411200.0,2138112.0,2938134528.0,153944064.0,82.196,1.239,16.506,0.0,0.0,0.059,26.0,0.0,0.0,896.0
11-06 20:44:53,879411200.0,2138112.0,2938134528.0,153944064.0,82.029,1.338,16.583,0.008,0.0,0.042,26.0,0.0,0.0,384.0
11-06 20:45:53,878641152.0,2138112.0,2938134528.0,154714112.0,79.156,1.091,19.703,0.0,0.0,0.050,26.0,0.0,0.0,384.0
11-06 20:46:53,878514176.0,2138112.0,2938134528.0,154841088.0,50.004,0.025,49.971,0.0,0.0,0.0,28.200,2.200,0.0,432273.067
11-06 20:47:53,878481408.0,2138112.0,2938134528.0,154873856.0,50.004,0.008,49.979,0.0,0.0,0.008,26.0,0.0,0.0,793.600
11-06 20:48:53,878481408.0,2138112.0,2938134528.0,154873856.0,50.0,0.017,49.975,0.0,0.0,0.008,28.200,2.200,0.0,102.400
11-06 20:49:53,878481408.0,2138112.0,2938134528.0,154873856.0,50.013,0.008,49.979,0.0,0.0,0.0,26.0,0.0,0.0,102.400
11-06 20:50:53,889491456.0,2138112.0,2938388480.0,143609856.0,64.902,0.618,34.430,0.0,0.0,0.050,26.0,0.0,0.0,439611.733
11-06 20:51:53,889487360.0,2138112.0,2938392576.0,143609856.0,82.235,1.231,16.484,0.008,0.0,0.042,26.0,0.0,0.0,2201.600
11-06 20:52:53,889106432.0,2138112.0,2938392576.0,143990784.0,82.220,1.254,16.459,0.008,0.0,0.059,27.400,0.0,0.0,332.800
11-06 20:53:53,889106432.0,2138112.0,2938392576.0,143990784.0,82.261,1.229,16.451,0.008,0.0,0.050,26.0,0.0,0.0,384.0
11-06 20:54:53,888983552.0,2138112.0,2938392576.0,144113664.0,82.137,1.274,16.531,0.008,0.0,0.050,32.400,7.800,0.0,836.267
11-06 20:55:53,888983552.0,2138112.0,2938392576.0,144113664.0,82.199,1.231,16.512,0.0,0.0,0.059,26.0,0.0,0.0,1220.267
11-06 20:56:53,888983552.0,2138112.0,2938392576.0,144113664.0,82.183,1.255,16.504,0.008,0.0,0.050,26.0,0.0,0.0,452.267
11-06 20:57:53,888971264.0,2138112.0,2938392576.0,144125952.0,82.167,1.271,16.529,0.0,0.0,0.033,26.0,0.0,0.0,256.0
