"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","g02-01.lsd.di.uminho.pt",,,,"User:","admin"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-14_12:03:53.csv 60",,,,"Date:","14 Jun 2019 12:03:54 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
14-06 12:03:54,440922112.0,2138112.0,2840068096.0,690499584.0,2.437,0.025,97.527,0.008,0.0,0.002,0.0,0.0,420.094,4867.673
14-06 12:04:54,943718400.0,2138112.0,2866630656.0,161140736.0,74.920,1.692,23.329,0.008,0.0,0.050,26.0,0.0,0.0,878336.0
14-06 12:05:54,943591424.0,2138112.0,2866630656.0,161267712.0,81.516,1.283,17.093,0.017,0.0,0.092,26.0,0.0,0.0,1356.800
14-06 12:06:54,943718400.0,2138112.0,2866630656.0,161140736.0,81.753,1.331,16.816,0.0,0.0,0.100,26.0,0.0,0.0,1134.933
14-06 12:07:54,943841280.0,2138112.0,2866634752.0,161013760.0,81.815,1.287,16.781,0.008,0.0,0.109,26.0,0.0,0.0,384.0
14-06 12:08:54,944095232.0,2138112.0,2866634752.0,160759808.0,81.854,1.272,16.782,0.008,0.0,0.084,26.0,0.0,0.0,1024.0
14-06 12:09:54,944222208.0,2138112.0,2866634752.0,160632832.0,81.827,1.239,16.834,0.008,0.0,0.092,26.0,0.0,0.0,187.733
14-06 12:10:54,944222208.0,2138112.0,2866634752.0,160632832.0,81.873,1.307,16.745,0.017,0.0,0.059,26.0,0.0,0.0,375.467
14-06 12:11:54,944603136.0,2138112.0,2866634752.0,160251904.0,81.895,1.198,16.823,0.0,0.0,0.084,26.0,0.0,0.0,256.0
14-06 12:12:54,967499776.0,2138112.0,2857648128.0,146341888.0,55.204,0.351,44.237,0.167,0.0,0.042,28.200,2.200,273.067,434525.867
14-06 12:13:54,968048640.0,2138112.0,2857648128.0,145793024.0,81.743,1.231,16.951,0.0,0.0,0.075,30.300,0.700,0.0,441830.400
