"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","g02-05.lsd.di.uminho.pt",,,,"User:","admin"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-15_12:41:50.csv 60",,,,"Date:","15 Jun 2019 12:41:51 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
15-06 12:41:51,619999232.0,0.0,2695860224.0,657768448.0,0.079,0.013,99.888,0.020,0.0,0.000,0.0,0.0,1381.387,7100.284
15-06 12:42:51,1116876800.0,0.0,2742247424.0,114503680.0,74.013,1.962,23.582,0.326,0.0,0.117,27.400,0.0,387481.600,447624.533
15-06 12:43:51,1117003776.0,0.0,2742247424.0,114376704.0,79.909,1.543,18.447,0.0,0.0,0.101,26.0,0.0,0.0,1629.867
15-06 12:44:51,1115963392.0,0.0,2742247424.0,115417088.0,80.035,1.604,18.202,0.0,0.0,0.160,26.0,0.0,0.0,187.733
15-06 12:45:51,1117253632.0,0.0,2742251520.0,114122752.0,80.672,1.457,17.720,0.0,0.0,0.151,28.200,2.200,0.0,1501.867
15-06 12:46:51,1117253632.0,0.0,2742251520.0,114122752.0,79.743,1.644,18.453,0.0,0.0,0.159,26.0,0.0,0.0,605.867
15-06 12:47:51,1117253632.0,0.0,2742251520.0,114122752.0,80.909,1.406,17.534,0.0,0.0,0.151,26.0,0.0,0.0,529.067
15-06 12:48:51,1117253632.0,0.0,2742251520.0,114122752.0,80.407,1.456,17.987,0.0,0.0,0.151,28.200,2.200,0.0,452.267
15-06 12:49:51,1117270016.0,0.0,2742251520.0,114106368.0,79.911,1.324,18.640,0.0,0.0,0.126,28.200,2.200,0.0,247.467
15-06 12:50:51,1119571968.0,0.0,2708135936.0,145920000.0,69.936,0.953,29.002,0.0,0.0,0.109,26.0,0.0,0.0,785.067
15-06 12:51:51,1144573952.0,0.0,2650013696.0,179040256.0,65.699,0.870,33.331,0.0,0.0,0.100,28.200,2.200,0.0,432196.267
15-06 12:52:51,1144541184.0,0.0,2650013696.0,179073024.0,79.951,1.426,18.480,0.0,0.0,0.143,26.0,0.0,0.0,441557.333
15-06 12:53:51,1144668160.0,0.0,2650013696.0,178946048.0,80.141,1.309,18.340,0.0,0.0,0.210,26.0,0.0,0.0,179.200
15-06 12:54:51,1147633664.0,0.0,2650103808.0,175890432.0,79.790,1.712,18.347,0.008,0.0,0.143,97.400,70.667,887.467,904.533
15-06 12:55:51,1146449920.0,0.0,2650128384.0,177049600.0,80.531,1.562,17.815,0.0,0.0,0.092,142.633,177.267,682.667,1365.333
15-06 12:56:51,1146449920.0,0.0,2650128384.0,177049600.0,81.261,1.365,17.249,0.0,0.0,0.126,26.0,0.0,0.0,2397.867
15-06 12:57:51,1146466304.0,0.0,2650128384.0,177033216.0,81.390,1.397,17.046,0.0,0.0,0.167,26.0,0.0,0.0,187.733
15-06 12:58:51,1146466304.0,0.0,2650128384.0,177033216.0,80.202,1.590,18.049,0.0,0.0,0.159,26.0,0.0,0.0,384.0
15-06 12:59:51,1145929728.0,0.0,2675900416.0,151797760.0,76.271,1.407,22.213,0.0,0.0,0.109,26.0,0.0,0.0,430532.267
15-06 13:00:51,1145929728.0,0.0,2675900416.0,151797760.0,50.008,0.008,49.983,0.0,0.0,0.0,27.400,0.0,0.0,1561.600
