"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","g02-05.lsd.di.uminho.pt",,,,"User:","admin"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-17_22:45:15.csv 60",,,,"Date:","17 Jun 2019 22:45:16 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
17-06 22:45:16,468914176.0,0.0,2308038656.0,1196675072.0,2.467,0.239,97.262,0.031,0.0,0.002,0.0,0.0,1993.192,13862.625
17-06 22:46:16,886239232.0,0.0,2308046848.0,779341824.0,72.616,3.490,23.894,0.0,0.0,0.0,26.0,0.0,0.0,1979.733
17-06 22:47:16,874414080.0,0.0,2308046848.0,791166976.0,93.488,4.403,2.110,0.0,0.0,0.0,26.0,0.0,0.0,1211.733
17-06 22:48:16,910348288.0,0.0,2308046848.0,755232768.0,93.581,4.310,2.109,0.0,0.0,0.0,26.0,0.0,0.0,102.400
17-06 22:49:16,910348288.0,0.0,2308046848.0,755232768.0,93.706,4.310,1.984,0.0,0.0,0.0,28.200,2.200,0.0,102.400
17-06 22:50:16,928268288.0,0.0,2308046848.0,737312768.0,93.129,4.611,2.260,0.0,0.0,0.0,26.0,0.0,0.0,102.400
17-06 22:51:16,930426880.0,0.0,2308046848.0,735154176.0,90.929,5.953,3.118,0.0,0.0,0.0,28.200,2.200,0.0,102.400
17-06 22:52:16,932585472.0,0.0,2308046848.0,732995584.0,90.805,5.694,3.501,0.0,0.0,0.0,26.0,0.0,0.0,102.400
17-06 22:53:16,935505920.0,0.0,2308046848.0,730075136.0,91.271,5.461,3.268,0.0,0.0,0.0,28.200,2.200,0.0,102.400
17-06 22:54:16,937410560.0,0.0,2308046848.0,728170496.0,91.506,5.260,3.234,0.0,0.0,0.0,27.400,0.0,0.0,102.400
