"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","localhost.localdomain",,,,"User:","rafaelbraga25"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-10_20:53:00.csv 60",,,,"Date:","10 Jun 2019 20:53:00 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
10-06 20:53:00,1153413120.0,2203648.0,3463729152.0,3562668032.0,50.692,1.249,48.046,0.007,0.0,0.005,0.0,0.0,57263.811,200154.053
10-06 20:54:00,1698770944.0,2203648.0,3490304000.0,2990735360.0,96.725,3.258,0.0,0.0,0.0,0.017,4.0,0.0,0.0,885171.200
10-06 20:55:00,1732734976.0,2203648.0,3490361344.0,2956713984.0,97.866,2.117,0.0,0.0,0.0,0.017,30.0,0.0,68.267,13789.867
10-06 20:56:00,1751379968.0,2203648.0,3516502016.0,2911928320.0,99.549,0.451,0.0,0.0,0.0,0.0,4.0,0.0,0.0,447906.133
10-06 20:57:00,1756356608.0,2203648.0,3542278144.0,2881175552.0,99.833,0.150,0.0,0.0,0.0,0.017,30.0,0.0,0.0,3421.867
10-06 20:58:00,1781866496.0,2203648.0,3542528000.0,2855415808.0,97.832,2.134,0.017,0.0,0.0,0.017,8.050,0.0,0.0,442248.533
10-06 20:59:00,1786085376.0,2203648.0,3542528000.0,2851196928.0,97.750,2.250,0.0,0.0,0.0,0.0,30.0,0.0,0.0,2457.600
10-06 21:00:00,1798676480.0,2203648.0,3568553984.0,2812579840.0,98.099,1.885,0.017,0.0,0.0,0.0,4.0,0.0,0.0,441796.267
10-06 21:01:00,1798967296.0,2203648.0,3568545792.0,2812297216.0,99.217,0.767,0.0,0.0,0.0,0.017,30.0,0.0,0.0,2517.333
10-06 21:02:00,1822351360.0,2203648.0,3594543104.0,2762915840.0,97.383,2.584,0.033,0.0,0.0,0.0,4.0,0.0,0.0,445678.933
10-06 21:03:00,1822875648.0,2203648.0,3594579968.0,2762354688.0,98.483,1.500,0.0,0.0,0.0,0.017,38.0,0.0,0.0,6152.533
