"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","localhost.localdomain",,,,"User:","rafaelbraga25"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-10_20:30:16.csv 60",,,,"Date:","10 Jun 2019 20:30:17 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
10-06 20:30:17,1144655872.0,2203648.0,3202162688.0,3832991744.0,46.967,1.285,51.735,0.008,0.0,0.005,0.0,0.0,61648.272,197431.741
10-06 20:31:17,1662771200.0,2203648.0,3228741632.0,3288297472.0,96.071,3.896,0.017,0.0,0.0,0.017,21.0,2.667,0.0,459613.867
10-06 20:32:17,1665073152.0,2203648.0,3228770304.0,3285966848.0,99.567,0.433,0.0,0.0,0.0,0.0,13.0,0.0,0.0,8140.800
10-06 20:33:17,1679151104.0,2203648.0,3254837248.0,3245821952.0,99.517,0.467,0.0,0.0,0.0,0.017,39.0,0.0,0.0,444637.867
10-06 20:34:17,1680334848.0,2203648.0,3254837248.0,3244638208.0,99.883,0.117,0.0,0.0,0.0,0.0,19.050,0.0,0.0,3421.867
10-06 20:35:17,1698357248.0,2203648.0,3280863232.0,3200589824.0,99.450,0.533,0.0,0.0,0.0,0.017,13.0,0.0,0.0,5666.133
10-06 20:36:17,1698947072.0,2203648.0,3280850944.0,3200012288.0,99.883,0.117,0.0,0.0,0.0,0.0,25.300,0.0,0.0,439125.333
10-06 20:37:17,1708290048.0,2203648.0,3306622976.0,3164897280.0,98.933,1.067,0.0,0.0,0.0,0.0,13.0,0.0,0.0,4454.400
10-06 20:38:17,1719808000.0,2203648.0,3306881024.0,3153121280.0,98.950,1.034,0.017,0.0,0.0,0.0,26.700,5.700,0.0,441915.733
10-06 20:39:17,1718583296.0,2203648.0,3306881024.0,3154345984.0,99.867,0.133,0.0,0.0,0.0,0.0,14.0,1.0,0.0,2653.867
10-06 20:40:17,1733685248.0,2203648.0,3332907008.0,3113218048.0,98.683,1.301,0.0,0.0,0.0,0.017,21.0,0.0,0.0,432622.933
10-06 20:41:17,1733775360.0,2203648.0,3332911104.0,3113123840.0,99.867,0.133,0.0,0.0,0.0,0.0,13.0,0.0,0.0,442001.067
10-06 20:42:17,1734545408.0,2203648.0,3332919296.0,3112345600.0,99.833,0.167,0.0,0.0,0.0,0.0,21.0,0.0,0.0,3336.533
