"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","localhost.localdomain",,,,"User:","barreira"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-11_16:17:21.csv 60",,,,"Date:","11 Jun 2019 16:17:21 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
11-06 16:17:21,965029888.0,0.0,2101047296.0,888107008.0,43.588,2.165,54.137,0.026,0.0,0.084,0.0,0.0,67014.816,679199.062
11-06 16:18:21,1515282432.0,0.0,2131181568.0,307720192.0,79.809,2.898,17.168,0.008,0.0,0.117,0.0,0.0,59528.533,446105.600
11-06 16:19:21,1547816960.0,0.0,2157305856.0,249061376.0,79.175,2.344,18.406,0.0,0.0,0.075,0.0,0.0,0.0,7108.267
11-06 16:20:21,1550725120.0,0.0,2183086080.0,220372992.0,77.750,2.041,20.159,0.0,0.0,0.050,6.700,6.700,0.0,438818.133
11-06 16:21:21,1572098048.0,0.0,2183335936.0,198750208.0,80.656,2.396,16.856,0.008,0.0,0.084,0.0,0.0,0.0,443076.267
11-06 16:22:21,1585340416.0,0.0,2209361920.0,159481856.0,73.668,1.620,24.603,0.0,0.0,0.109,0.0,0.0,0.0,431726.933
11-06 16:23:21,1589284864.0,0.0,2235138048.0,129761280.0,82.665,2.116,15.136,0.0,0.0,0.084,6.700,6.700,0.0,441557.333
11-06 16:24:21,1607012352.0,0.0,2166775808.0,180396032.0,70.656,1.790,27.463,0.008,0.0,0.084,0.0,0.0,0.0,442240.0
11-06 16:25:21,1571188736.0,0.0,2166775808.0,216219648.0,73.666,1.667,24.608,0.008,0.0,0.050,0.0,0.0,0.0,1655.467
11-06 16:26:21,1579126784.0,0.0,2167029760.0,208027648.0,76.377,2.039,21.509,0.0,0.0,0.075,0.0,0.0,0.0,441753.600
11-06 16:27:21,1577852928.0,0.0,2167033856.0,209297408.0,66.141,1.166,32.643,0.0,0.0,0.050,0.0,0.0,0.0,989.867
11-06 16:28:21,1583300608.0,0.0,2167283712.0,203599872.0,82.790,2.198,14.920,0.017,0.0,0.075,0.0,0.0,0.0,869051.733
11-06 16:29:21,1598877696.0,0.0,2167537664.0,187768832.0,63.915,1.202,34.816,0.0,0.0,0.067,0.0,0.0,0.0,431786.667
11-06 16:30:21,1598910464.0,0.0,2167537664.0,187736064.0,81.987,2.211,15.727,0.0,0.0,0.076,0.0,0.0,0.0,441233.067
11-06 16:31:21,1599049728.0,0.0,2167541760.0,187592704.0,56.079,0.589,43.273,0.0,0.0,0.059,0.0,0.0,0.0,431496.533
11-06 16:32:21,1611730944.0,0.0,2167795712.0,174657536.0,78.234,2.077,19.622,0.008,0.0,0.059,0.0,0.0,0.0,442146.133
11-06 16:33:21,1612615680.0,0.0,2167799808.0,173768704.0,64.027,1.055,34.910,0.0,0.0,0.008,0.0,0.0,0.0,431522.133
11-06 16:34:21,1631895552.0,0.0,2168066048.0,154222592.0,73.148,1.752,25.025,0.0,0.0,0.075,6.700,6.700,0.0,440550.400
11-06 16:35:21,1631498240.0,0.0,2168066048.0,154619904.0,68.788,1.442,29.720,0.0,0.0,0.050,6.700,6.700,0.0,2542.933
