"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","localhost.localdomain",,,,"User:","rafaelbraga25"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-13_20:29:18.csv 60",,,,"Date:","13 Jun 2019 20:29:18 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
13-06 20:29:18,1144897536.0,2203648.0,4334829568.0,2700091392.0,84.255,1.164,14.553,0.014,0.0,0.014,0.0,0.0,85641.677,381581.009
13-06 20:30:18,1672884224.0,2203648.0,4361400320.0,2145533952.0,98.751,1.216,0.017,0.0,0.0,0.017,39.600,0.0,0.0,448341.333
13-06 20:31:18,1697796096.0,2203648.0,4387524608.0,2094497792.0,99.633,0.367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4676.267
13-06 20:32:18,1697751040.0,2203648.0,4387516416.0,2094551040.0,99.833,0.150,0.0,0.0,0.0,0.017,47.500,0.0,0.0,445056.0
13-06 20:33:18,1721016320.0,2203648.0,4413542400.0,2045259776.0,98.549,1.451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430839.467
13-06 20:34:18,1721204736.0,2203648.0,4413542400.0,2045071360.0,99.867,0.133,0.0,0.0,0.0,0.0,35.600,0.0,0.0,441736.533
13-06 20:35:18,1721700352.0,2203648.0,4439314432.0,2018803712.0,99.767,0.217,0.0,0.0,0.0,0.017,0.0,0.0,0.0,432008.533
13-06 20:36:18,1733005312.0,2203648.0,4439568384.0,2007244800.0,99.300,0.684,0.017,0.0,0.0,0.0,31.0,0.0,0.0,441079.467
13-06 20:37:18,1733259264.0,2203648.0,4465344512.0,1981214720.0,99.817,0.167,0.0,0.0,0.0,0.017,10.600,0.0,0.0,2363.733
13-06 20:38:18,1748725760.0,2203648.0,4465594368.0,1965498368.0,98.749,1.251,0.0,0.0,0.0,0.0,33.0,0.0,0.0,440704.0
13-06 20:39:18,1719640064.0,2203648.0,4465553408.0,1994625024.0,99.166,0.818,0.0,0.0,0.0,0.017,68.700,0.0,273.067,5708.800
