"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","localhost.localdomain",,,,"User:","rafaelbraga25"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-10_20:42:36.csv 60",,,,"Date:","10 Jun 2019 20:42:37 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
10-06 20:42:37,1150816256.0,2203648.0,3332923392.0,3696070656.0,49.057,1.265,49.665,0.008,0.0,0.005,0.0,0.0,59188.264,199642.992
10-06 20:43:37,1669107712.0,2203648.0,3359494144.0,3151208448.0,98.935,1.032,0.017,0.0,0.0,0.017,28.0,0.0,0.0,447948.800
10-06 20:44:37,1704869888.0,2203648.0,3385618432.0,3089321984.0,99.433,0.567,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3037.867
10-06 20:45:37,1703186432.0,2203648.0,3385610240.0,3091013632.0,99.867,0.133,0.0,0.0,0.0,0.0,28.0,0.0,0.0,444177.067
10-06 20:46:37,1724510208.0,2203648.0,3411640320.0,3043659776.0,98.750,1.250,0.0,0.0,0.0,0.0,10.050,0.0,0.0,5964.800
10-06 20:47:37,1723019264.0,2203648.0,3411640320.0,3045150720.0,99.883,0.117,0.0,0.0,0.0,0.0,28.0,0.0,0.0,439313.067
10-06 20:48:37,1733013504.0,2203648.0,3437666304.0,3009130496.0,99.266,0.734,0.0,0.0,0.0,0.0,40.0,0.0,0.0,614.400
10-06 20:49:37,1735536640.0,2203648.0,3437666304.0,3006607360.0,99.867,0.117,0.0,0.0,0.0,0.017,5.0,0.0,0.0,441873.067
10-06 20:50:37,1740828672.0,2203648.0,3463446528.0,2975535104.0,99.500,0.500,0.0,0.0,0.0,0.0,32.300,0.0,0.0,1194.667
10-06 20:51:37,1754574848.0,2203648.0,3463405568.0,2961829888.0,98.666,1.334,0.0,0.0,0.0,0.0,6.0,0.0,0.0,443938.133
10-06 20:52:37,1755926528.0,2203648.0,3463733248.0,2960150528.0,98.282,1.718,0.0,0.0,0.0,0.0,33.700,6.700,0.0,9002.667
