"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","localhost.localdomain",,,,"User:","barreira"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-13_14:10:53.csv 60",,,,"Date:","13 Jun 2019 14:10:53 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
13-06 14:10:53,370098176.0,2158592.0,1356247040.0,2225680384.0,12.771,0.814,86.372,0.022,0.0,0.022,0.0,0.0,58986.023,87907.375
13-06 14:11:54,900743168.0,2158592.0,1382809600.0,1668472832.0,59.959,3.665,36.274,0.017,0.0,0.085,35.200,237.233,0.0,876842.667
13-06 14:12:54,905445376.0,2158592.0,1408585728.0,1637994496.0,44.581,2.526,52.709,0.105,0.0,0.079,5.500,21.967,0.0,2030.933
13-06 14:13:54,936849408.0,2158592.0,1408933888.0,1606242304.0,68.433,4.220,27.270,0.008,0.0,0.068,42.633,117.300,0.0,444262.400
13-06 14:14:54,954228736.0,2158592.0,1434959872.0,1562836992.0,65.275,3.160,31.498,0.0,0.0,0.067,97.733,216.767,0.0,7074.133
13-06 14:15:54,954200064.0,2158592.0,1460731904.0,1537093632.0,66.924,3.210,29.800,0.008,0.0,0.059,11.367,30.233,0.0,437683.200
13-06 14:16:54,973746176.0,2158592.0,1460985856.0,1517293568.0,68.024,3.972,27.954,0.0,0.0,0.050,25.300,83.900,0.0,441523.200
13-06 14:17:54,986816512.0,2158592.0,1487011840.0,1478197248.0,59.961,2.095,37.885,0.0,0.0,0.059,27.500,94.367,0.0,431539.200
13-06 14:18:54,986537984.0,2158592.0,1487020032.0,1478467584.0,73.173,4.127,22.657,0.008,0.0,0.034,8.800,35.867,0.0,441420.800
13-06 14:19:54,1002274816.0,2158592.0,1487269888.0,1462480896.0,60.259,2.147,37.544,0.0,0.0,0.050,24.200,80.067,0.0,432418.133
13-06 14:20:53,1003962368.0,2158592.0,1487269888.0,1460793344.0,65.252,2.632,32.083,0.0,0.0,0.033,14.667,132.267,0.0,441582.933
13-06 14:21:54,1016258560.0,2158592.0,1487523840.0,1448243200.0,66.344,2.969,30.636,0.0,0.0,0.050,26.400,86.133,0.0,870912.0
13-06 14:22:53,1016815616.0,2158592.0,1487527936.0,1447682048.0,58.250,1.596,40.112,0.008,0.0,0.033,5.500,21.967,0.0,433416.533
13-06 14:23:54,1025708032.0,2158592.0,1487777792.0,1438539776.0,69.143,3.326,27.480,0.0,0.0,0.050,26.300,85.433,0.0,440780.800
13-06 14:24:54,1024319488.0,2158592.0,1487777792.0,1439928320.0,55.783,1.152,43.032,0.0,0.0,0.033,9.167,24.167,0.0,431889.067
13-06 14:25:54,1039642624.0,2158592.0,1488035840.0,1424347136.0,66.508,3.089,30.345,0.0,0.0,0.059,26.400,86.133,0.0,441924.267
13-06 14:26:54,1040273408.0,2158592.0,1488039936.0,1423712256.0,59.428,1.823,38.716,0.0,0.0,0.033,5.500,21.967,0.0,431334.400
13-06 14:27:54,1055600640.0,2158592.0,1488293888.0,1408131072.0,57.598,1.675,40.694,0.0,0.0,0.034,40.567,190.300,0.0,2278.400
13-06 14:28:54,1056530432.0,2158592.0,1488297984.0,1407197184.0,67.938,3.934,28.052,0.008,0.0,0.068,11.367,30.233,0.0,443929.600
13-06 14:29:53,1057390592.0,2158592.0,1488297984.0,1406337024.0,49.473,0.067,50.443,0.0,0.0,0.017,1.100,5.433,0.0,431138.133
