"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","g02-05.lsd.di.uminho.pt",,,,"User:","admin"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-17_00:42:26.csv 60",,,,"Date:","17 Jun 2019 00:42:27 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
17-06 00:42:27,437903360.0,0.0,2283147264.0,1252577280.0,1.543,0.104,98.320,0.032,0.0,0.002,0.0,0.0,2032.916,14197.502
17-06 00:43:27,977629184.0,0.0,2283155456.0,712843264.0,72.956,2.986,24.057,0.0,0.0,0.0,28.200,2.200,0.0,2542.933
17-06 00:44:27,854446080.0,0.0,2283155456.0,836026368.0,93.003,3.817,3.172,0.0,0.0,0.008,27.500,0.700,0.0,1083.733
17-06 00:45:27,960090112.0,0.0,2283155456.0,730382336.0,93.721,3.684,2.595,0.0,0.0,0.0,26.700,1.500,0.0,102.400
17-06 00:46:27,847724544.0,0.0,2283155456.0,842747904.0,93.776,3.711,2.513,0.0,0.0,0.0,26.0,0.0,0.0,102.400
17-06 00:47:27,857890816.0,0.0,2283155456.0,832581632.0,92.961,3.955,3.075,0.0,0.0,0.008,27.400,0.0,0.0,102.400
17-06 00:48:27,860176384.0,0.0,2283155456.0,830296064.0,85.871,6.323,7.806,0.0,0.0,0.0,26.0,0.0,0.0,102.400
17-06 00:49:27,854335488.0,0.0,2283155456.0,836136960.0,88.596,5.836,5.568,0.0,0.0,0.0,32.400,7.800,0.0,1100.800
17-06 00:50:27,877953024.0,0.0,2283155456.0,812519424.0,87.407,5.761,6.823,0.0,0.0,0.008,26.0,0.0,0.0,938.667
17-06 00:51:27,861827072.0,0.0,2283155456.0,828645376.0,86.161,6.134,7.705,0.0,0.0,0.0,28.200,2.200,0.0,136.533
17-06 00:52:27,873873408.0,0.0,2283155456.0,816599040.0,86.199,6.080,7.713,0.0,0.0,0.008,27.400,0.0,0.0,1228.800
17-06 00:53:27,867778560.0,0.0,2283155456.0,822693888.0,90.033,5.063,4.904,0.0,0.0,0.0,26.0,0.0,0.0,102.400
17-06 00:54:27,879460352.0,0.0,2283155456.0,811012096.0,86.404,6.022,7.574,0.0,0.0,0.0,27.400,0.0,0.0,102.400
17-06 00:55:27,875630592.0,0.0,2283155456.0,814841856.0,86.384,6.074,7.534,0.0,0.0,0.008,26.0,0.0,0.0,102.400
17-06 00:56:27,881889280.0,0.0,2283155456.0,808583168.0,86.365,5.866,7.769,0.0,0.0,0.0,26.0,0.0,0.0,102.400
17-06 00:57:27,875921408.0,0.0,2283155456.0,814551040.0,90.450,4.788,4.763,0.0,0.0,0.0,26.0,0.0,0.0,102.400
17-06 00:58:27,888111104.0,0.0,2283155456.0,802361344.0,86.218,6.040,7.742,0.0,0.0,0.0,26.0,0.0,0.0,102.400
17-06 00:59:27,883404800.0,0.0,2283155456.0,807067648.0,86.556,5.842,7.602,0.0,0.0,0.0,28.200,2.200,0.0,102.400
17-06 01:00:27,895459328.0,0.0,2283155456.0,795013120.0,86.980,5.897,7.123,0.0,0.0,0.0,28.200,2.200,0.0,102.400
17-06 01:01:27,889618432.0,0.0,2283155456.0,800854016.0,89.235,5.403,5.353,0.0,0.0,0.008,26.0,0.0,0.0,179.200
