"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","g02-05.lsd.di.uminho.pt",,,,"User:","admin"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-16_19:56:37.csv 60",,,,"Date:","16 Jun 2019 19:56:38 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
16-06 19:56:38,435924992.0,0.0,2271268864.0,1266434048.0,1.093,0.039,98.834,0.032,0.0,0.002,0.0,0.0,2039.972,14272.347
16-06 19:57:38,846282752.0,0.0,2271272960.0,856072192.0,72.293,3.852,23.847,0.0,0.0,0.008,26.0,0.0,0.0,2747.733
16-06 19:58:38,875245568.0,0.0,2271272960.0,827109376.0,93.380,4.419,2.193,0.0,0.0,0.008,28.200,2.600,0.0,1211.733
16-06 19:59:38,853524480.0,0.0,2271272960.0,848830464.0,93.781,4.268,1.951,0.0,0.0,0.0,26.0,0.0,0.0,102.400
16-06 20:00:38,923623424.0,0.0,2271272960.0,778731520.0,93.039,4.560,2.401,0.0,0.0,0.0,26.0,0.0,0.0,128.0
16-06 20:01:38,875261952.0,0.0,2273685504.0,824680448.0,92.964,4.752,2.218,0.067,0.0,0.0,26.0,0.0,44646.400,631.467
16-06 20:02:38,877420544.0,0.0,2273685504.0,822521856.0,90.470,5.936,3.593,0.0,0.0,0.0,26.0,0.0,0.0,793.600
16-06 20:03:38,879689728.0,0.0,2273685504.0,820252672.0,90.823,5.610,3.568,0.0,0.0,0.0,26.0,0.0,0.0,102.400
16-06 20:04:38,882991104.0,0.0,2273685504.0,816951296.0,91.462,5.411,3.127,0.0,0.0,0.0,26.0,0.0,0.0,102.400
