"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","g02-01.lsd.di.uminho.pt",,,,"User:","admin"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-14_11:33:53.csv 60",,,,"Date:","14 Jun 2019 11:33:54 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
14-06 11:33:54,446234624.0,2138112.0,2700873728.0,824381440.0,2.388,0.025,97.577,0.008,0.0,0.002,0.0,0.0,420.350,4807.595
14-06 11:34:54,948506624.0,2138112.0,2727436288.0,295546880.0,73.844,1.865,24.166,0.0,0.0,0.125,149.300,185.733,0.0,452488.533
14-06 11:35:54,953020416.0,2138112.0,2727436288.0,291033088.0,80.593,1.353,17.953,0.008,0.0,0.092,26.0,0.0,0.0,1194.667
14-06 11:36:54,957341696.0,2138112.0,2727436288.0,286711808.0,81.634,1.345,16.954,0.008,0.0,0.059,26.0,0.0,0.0,187.733
14-06 11:37:54,957702144.0,2138112.0,2727440384.0,286347264.0,82.039,1.309,16.584,0.008,0.0,0.059,26.0,0.0,0.0,384.0
14-06 11:38:54,957575168.0,2138112.0,2727440384.0,286474240.0,82.107,1.349,16.485,0.008,0.0,0.050,28.200,2.600,0.0,861.867
14-06 11:39:54,957575168.0,2138112.0,2727440384.0,286474240.0,82.186,1.283,16.481,0.008,0.0,0.042,28.200,2.200,0.0,179.200
14-06 11:40:54,957575168.0,2138112.0,2727440384.0,286474240.0,82.171,1.317,16.461,0.008,0.0,0.042,26.0,0.0,0.0,384.0
14-06 11:41:54,957702144.0,2138112.0,2727440384.0,286347264.0,82.151,1.357,16.434,0.008,0.0,0.050,26.0,0.0,0.0,256.0
