"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","g02-05.lsd.di.uminho.pt",,,,"User:","admin"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-18_10:59:57.csv 60",,,,"Date:","18 Jun 2019 10:59:58 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
18-06 10:59:58,515448832.0,0.0,1615708160.0,1842470912.0,2.632,0.248,97.086,0.032,0.0,0.002,0.0,0.0,2128.349,14079.202
18-06 11:00:58,1039032320.0,0.0,1690112000.0,1244483584.0,70.915,1.136,21.083,6.757,0.0,0.109,121.433,214.367,795579.733,601651.200
18-06 11:01:58,1037238272.0,0.0,1690116096.0,1246273536.0,89.397,0.386,10.142,0.0,0.0,0.075,58.833,39.333,0.0,1732.267
18-06 11:02:58,1037221888.0,0.0,1690116096.0,1246289920.0,90.945,0.293,8.637,0.0,0.0,0.126,28.900,1.100,0.0,1792.0
18-06 11:03:58,1038729216.0,0.0,1690116096.0,1244782592.0,90.618,0.301,8.922,0.0,0.0,0.159,26.0,0.0,0.0,1262.933
18-06 11:04:58,1038856192.0,0.0,1690116096.0,1244655616.0,90.556,0.268,9.151,0.0,0.0,0.025,26.0,0.0,0.0,358.400
18-06 11:05:58,1039093760.0,0.0,1690116096.0,1244418048.0,89.649,0.252,10.057,0.0,0.0,0.042,26.0,0.0,0.0,358.400
18-06 11:06:58,1067053056.0,0.0,1717026816.0,1189548032.0,78.545,0.335,20.994,0.084,0.0,0.042,26.0,0.0,13107.200,430865.067
18-06 11:07:58,1069895680.0,0.0,1717026816.0,1186705408.0,90.109,0.326,9.414,0.0,0.0,0.150,26.0,0.0,0.0,444919.467
18-06 11:08:58,1069895680.0,0.0,1717026816.0,1186705408.0,90.293,0.302,9.296,0.0,0.0,0.109,26.0,0.0,0.0,1356.800
18-06 11:09:58,1069895680.0,0.0,1717026816.0,1186705408.0,90.284,0.353,9.261,0.0,0.0,0.101,28.200,3.0,0.0,102.400
18-06 11:10:58,1069879296.0,0.0,1717026816.0,1186721792.0,91.560,0.325,8.007,0.0,0.0,0.108,26.867,0.0,0.0,102.400
18-06 11:11:58,1069895680.0,0.0,1717026816.0,1186705408.0,91.483,0.359,8.033,0.0,0.0,0.125,27.333,2.200,0.0,119.467
18-06 11:12:58,1069912064.0,0.0,1717026816.0,1186689024.0,91.624,0.292,7.984,0.0,0.0,0.100,26.0,0.0,0.0,520.533
18-06 11:13:58,1083314176.0,0.0,1743052800.0,1147260928.0,71.052,0.325,28.539,0.0,0.0,0.083,34.600,10.0,0.0,6784.0
18-06 11:14:58,1083281408.0,0.0,1743052800.0,1147293696.0,91.533,0.342,8.008,0.0,0.0,0.117,26.0,0.0,0.0,438417.067
18-06 11:15:58,1083281408.0,0.0,1743052800.0,1147293696.0,91.537,0.334,8.020,0.0,0.0,0.108,26.0,0.0,0.0,102.400
18-06 11:16:58,1084805120.0,0.0,1743052800.0,1145769984.0,91.608,0.309,7.975,0.0,0.0,0.108,27.400,0.0,0.0,102.400
18-06 11:17:58,1084772352.0,0.0,1743052800.0,1145802752.0,91.558,0.309,8.009,0.0,0.0,0.125,26.0,0.0,0.0,102.400
18-06 11:18:58,1084788736.0,0.0,1743052800.0,1145786368.0,91.594,0.317,7.972,0.0,0.0,0.117,26.0,0.0,0.0,537.600
18-06 11:19:58,1088602112.0,0.0,1768824832.0,1116200960.0,80.441,0.309,19.150,0.0,0.0,0.100,28.200,2.200,0.0,85.333
18-06 11:20:58,1111269376.0,0.0,1769078784.0,1093279744.0,73.359,0.292,26.175,0.0,0.0,0.175,26.0,0.0,0.0,869674.667
18-06 11:21:58,1111285760.0,0.0,1769078784.0,1093263360.0,91.607,0.309,7.968,0.0,0.0,0.117,26.0,0.0,0.0,2474.667
18-06 11:22:58,1111285760.0,0.0,1769078784.0,1093263360.0,91.525,0.325,8.016,0.0,0.0,0.133,27.400,0.0,0.0,102.400
18-06 11:23:58,1111285760.0,0.0,1769078784.0,1093263360.0,91.551,0.292,8.015,0.0,0.0,0.142,27.400,0.0,0.0,102.400
18-06 11:24:58,1111285760.0,0.0,1769078784.0,1093263360.0,91.596,0.317,7.978,0.0,0.0,0.108,26.0,0.0,0.0,102.400
18-06 11:25:58,1111285760.0,0.0,1769078784.0,1093263360.0,91.559,0.317,8.007,0.0,0.0,0.117,26.0,0.0,0.0,537.600
18-06 11:26:58,1110380544.0,0.0,1794854912.0,1068392448.0,69.004,0.175,30.754,0.0,0.0,0.067,28.200,2.200,0.0,196.267
18-06 11:27:58,1131274240.0,0.0,1795104768.0,1047248896.0,76.518,0.292,23.090,0.0,0.0,0.100,27.400,0.0,0.0,870169.600
18-06 11:28:58,1131274240.0,0.0,1795104768.0,1047248896.0,91.591,0.309,7.984,0.0,0.0,0.117,28.200,2.200,0.0,2534.400
18-06 11:29:58,1131290624.0,0.0,1795104768.0,1047232512.0,91.564,0.317,8.018,0.0,0.0,0.100,26.0,0.0,0.0,102.400
18-06 11:30:58,1131290624.0,0.0,1795104768.0,1047232512.0,91.518,0.317,8.040,0.0,0.0,0.125,27.500,0.700,0.0,102.400
18-06 11:31:58,1131286528.0,0.0,1795108864.0,1047232512.0,91.601,0.317,7.965,0.0,0.0,0.117,26.700,1.500,0.0,204.800
18-06 11:32:58,1131286528.0,0.0,1795108864.0,1047232512.0,91.528,0.334,8.005,0.0,0.0,0.134,26.0,0.0,0.0,665.600
18-06 11:33:58,1133342720.0,0.0,1795117056.0,1045168128.0,66.203,0.409,33.314,0.025,0.0,0.050,165.133,173.733,0.0,432494.933
18-06 11:34:58,1155706880.0,0.0,1795371008.0,1022550016.0,71.433,0.267,28.233,0.0,0.0,0.067,26.0,0.0,0.0,2850.133
18-06 11:35:58,1155706880.0,0.0,1795371008.0,1022550016.0,91.293,0.292,8.323,0.0,0.0,0.092,26.0,0.0,0.0,442137.600
18-06 11:36:58,1155706880.0,0.0,1795371008.0,1022550016.0,90.035,0.326,9.547,0.0,0.0,0.092,28.200,2.600,0.0,102.400
18-06 11:37:58,1155723264.0,0.0,1795371008.0,1022533632.0,90.689,0.351,8.843,0.0,0.0,0.117,26.0,0.0,0.0,102.400
18-06 11:38:58,1155723264.0,0.0,1795371008.0,1022533632.0,90.863,0.334,8.686,0.0,0.0,0.117,26.0,0.0,0.0,145.067
18-06 11:39:58,1155723264.0,0.0,1795371008.0,1022533632.0,90.809,0.351,8.698,0.0,0.0,0.142,26.0,0.0,0.0,1006.933
18-06 11:40:58,1155977216.0,0.0,1795371008.0,1022279680.0,80.142,0.343,19.415,0.0,0.0,0.100,32.400,7.800,0.0,486.400
18-06 11:41:58,1155977216.0,0.0,1795371008.0,1022279680.0,50.425,0.033,49.533,0.0,0.0,0.008,26.0,0.0,0.0,439483.733
18-06 11:42:58,1163743232.0,0.0,1795620864.0,1014263808.0,88.999,0.367,10.517,0.0,0.0,0.117,26.0,0.0,0.0,440746.667
18-06 11:43:58,1163743232.0,0.0,1795620864.0,1014263808.0,91.854,0.317,7.745,0.0,0.0,0.083,29.600,2.200,0.0,930.133
18-06 11:44:58,1163743232.0,0.0,1795620864.0,1014263808.0,91.501,0.342,8.032,0.0,0.0,0.125,26.0,0.0,0.0,102.400
18-06 11:45:58,1163759616.0,0.0,1795620864.0,1014247424.0,91.540,0.292,8.059,0.0,0.0,0.108,26.0,0.0,0.0,102.400
18-06 11:46:58,1163759616.0,0.0,1795620864.0,1014247424.0,91.480,0.325,8.053,0.0,0.0,0.142,28.200,2.200,0.0,537.600
18-06 11:47:58,1163759616.0,0.0,1795620864.0,1014247424.0,91.554,0.309,8.029,0.0,0.0,0.108,27.400,0.0,0.0,102.400
18-06 11:48:58,1164173312.0,0.0,1795620864.0,1013833728.0,54.454,0.075,45.445,0.0,0.0,0.025,29.600,2.200,0.0,429977.600
18-06 11:49:58,1181507584.0,0.0,1795874816.0,996245504.0,65.839,0.208,33.886,0.0,0.0,0.067,27.400,0.0,0.0,2090.667
18-06 11:50:58,1181458432.0,0.0,1795874816.0,996294656.0,91.467,0.325,8.074,0.0,0.0,0.133,26.0,0.0,0.0,441062.400
18-06 11:51:58,1181458432.0,0.0,1795874816.0,996294656.0,91.526,0.300,8.040,0.0,0.0,0.133,26.0,0.0,0.0,1211.733
18-06 11:52:58,1181458432.0,0.0,1795874816.0,996294656.0,91.498,0.317,8.044,0.0,0.0,0.142,26.0,0.0,0.0,102.400
18-06 11:53:58,1181474816.0,0.0,1795874816.0,996278272.0,91.487,0.325,8.054,0.0,0.0,0.133,26.0,0.0,0.0,119.467
18-06 11:54:58,1181474816.0,0.0,1795874816.0,996278272.0,91.528,0.317,8.021,0.0,0.0,0.133,28.200,2.200,0.0,1297.067
18-06 11:55:58,1181945856.0,0.0,1795878912.0,995803136.0,76.203,0.225,23.488,0.0,0.0,0.083,26.0,0.0,0.0,520.533
18-06 11:56:58,1181945856.0,0.0,1795878912.0,995803136.0,50.017,0.017,49.967,0.0,0.0,0.0,26.0,0.0,0.0,431368.533
18-06 11:57:58,1204817920.0,0.0,1796186112.0,972623872.0,76.054,0.783,23.021,0.0,0.0,0.142,323.183,332.500,0.0,441301.333
18-06 11:58:58,1202593792.0,0.0,1796161536.0,974872576.0,91.482,0.350,8.051,0.0,0.0,0.117,74.500,75.567,0.0,4992.0
18-06 11:59:58,1202593792.0,0.0,1796161536.0,974872576.0,91.524,0.300,8.059,0.0,0.0,0.117,26.0,0.0,0.0,2039.467
18-06 12:00:58,1202593792.0,0.0,1796161536.0,974872576.0,91.541,0.334,8.000,0.0,0.0,0.125,26.0,0.0,0.0,102.400
18-06 12:01:58,1202348032.0,0.0,1796161536.0,975118336.0,91.463,0.426,8.003,0.0,0.0,0.108,34.600,10.400,0.0,2048.0
18-06 12:02:58,1202331648.0,0.0,1796161536.0,975134720.0,91.494,0.326,8.063,0.0,0.0,0.117,26.0,0.0,0.0,1937.067
18-06 12:03:58,1202298880.0,0.0,1796161536.0,975167488.0,65.985,0.159,33.806,0.0,0.0,0.050,28.200,2.200,0.0,430515.200
18-06 12:04:58,1202298880.0,0.0,1796161536.0,975167488.0,50.021,0.0,49.979,0.0,0.0,0.0,26.0,0.0,0.0,2534.400
18-06 12:05:58,1220104192.0,0.0,1796419584.0,957104128.0,77.033,0.325,22.542,0.0,0.0,0.100,29.600,2.200,0.0,439680.0
18-06 12:06:58,1220087808.0,0.0,1796419584.0,957120512.0,91.546,0.308,8.003,0.0,0.0,0.142,26.0,0.0,0.0,2969.600
18-06 12:07:58,1220083712.0,0.0,1796423680.0,957120512.0,91.512,0.325,8.046,0.0,0.0,0.117,26.0,0.0,0.0,179.200
18-06 12:08:58,1220083712.0,0.0,1796423680.0,957120512.0,91.516,0.300,8.059,0.0,0.0,0.125,27.400,0.0,0.0,264.533
18-06 12:09:58,1220100096.0,0.0,1796423680.0,957104128.0,91.517,0.334,8.016,0.0,0.0,0.133,26.0,0.0,0.0,520.533
18-06 12:10:58,1220866048.0,0.0,1796435968.0,956325888.0,91.087,0.634,8.112,0.008,0.0,0.158,178.367,191.800,0.0,870.400
18-06 12:11:58,1220358144.0,0.0,1796435968.0,956833792.0,65.279,0.158,34.504,0.0,0.0,0.058,27.500,1.100,0.0,432605.867
18-06 12:12:58,1220358144.0,0.0,1796435968.0,956833792.0,50.029,0.0,49.971,0.0,0.0,0.0,26.0,0.0,0.0,2525.867
