"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","g02-01.lsd.di.uminho.pt",,,,"User:","admin"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-14_18:18:49.csv 60",,,,"Date:","14 Jun 2019 18:18:49 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
14-06 18:18:49,366632960.0,2138112.0,2784235520.0,820621312.0,2.997,0.031,96.962,0.008,0.0,0.003,0.0,0.0,420.793,5526.673
14-06 18:19:49,878051328.0,2138112.0,2810798080.0,282640384.0,82.876,1.043,16.015,0.0,0.0,0.067,26.700,1.500,0.0,446882.133
14-06 18:20:49,878686208.0,2138112.0,2810798080.0,282005504.0,89.667,0.485,9.807,0.008,0.0,0.033,26.0,0.0,0.0,1757.867
14-06 18:21:49,878940160.0,2138112.0,2810798080.0,281751552.0,89.749,0.460,9.750,0.0,0.0,0.042,26.0,0.0,0.0,102.400
14-06 18:22:49,878637056.0,2138112.0,2810798080.0,282054656.0,89.696,0.467,9.761,0.0,0.0,0.075,28.200,2.200,0.0,102.400
14-06 18:23:49,879947776.0,2138112.0,2810798080.0,280743936.0,89.660,0.484,9.797,0.0,0.0,0.058,27.400,0.0,0.0,102.400
14-06 18:24:49,879943680.0,2138112.0,2810802176.0,280743936.0,89.678,0.468,9.804,0.008,0.0,0.042,26.0,0.0,0.0,281.600
14-06 18:25:49,909135872.0,2138112.0,2836922368.0,225431552.0,75.982,0.400,23.568,0.0,0.0,0.050,26.0,0.0,0.0,1169.067
14-06 18:26:49,910053376.0,2138112.0,2836922368.0,224514048.0,89.259,0.459,10.190,0.008,0.0,0.083,26.0,0.0,0.0,443707.733
14-06 18:27:49,910053376.0,2138112.0,2836922368.0,224514048.0,89.682,0.450,9.751,0.0,0.0,0.117,26.0,0.0,0.0,358.400
14-06 18:28:49,910053376.0,2138112.0,2836922368.0,224514048.0,89.703,0.418,9.880,0.0,0.0,0.0,26.0,0.0,0.0,358.400
14-06 18:29:49,910053376.0,2138112.0,2836922368.0,224514048.0,89.657,0.451,9.876,0.008,0.0,0.008,26.0,0.0,0.0,392.533
14-06 18:30:49,910053376.0,2138112.0,2836922368.0,224514048.0,89.659,0.451,9.824,0.0,0.0,0.067,26.0,0.0,0.0,776.533
14-06 18:31:49,910049280.0,2138112.0,2836926464.0,224514048.0,89.710,0.434,9.847,0.0,0.0,0.008,28.200,2.200,0.0,605.867
14-06 18:32:49,933261312.0,2138112.0,2862948352.0,175280128.0,65.155,0.292,34.478,0.0,0.0,0.075,29.600,2.200,0.0,430976.0
14-06 18:33:49,933179392.0,2138112.0,2862948352.0,175362048.0,89.159,0.476,10.249,0.008,0.0,0.108,26.0,0.0,0.0,440123.733
14-06 18:34:49,933195776.0,2138112.0,2862948352.0,175345664.0,89.626,0.475,9.757,0.0,0.0,0.142,26.0,0.0,0.0,1066.667
14-06 18:35:49,933195776.0,2138112.0,2862948352.0,175345664.0,89.615,0.467,9.810,0.0,0.0,0.108,26.0,0.0,0.0,102.400
14-06 18:36:49,933195776.0,2138112.0,2862948352.0,175345664.0,89.557,0.450,9.884,0.0,0.0,0.108,31.0,2.200,0.0,119.467
14-06 18:37:49,933195776.0,2138112.0,2862948352.0,175345664.0,89.532,0.475,9.867,0.008,0.0,0.117,26.0,0.0,0.0,520.533
14-06 18:38:49,933195776.0,2138112.0,2862948352.0,175345664.0,89.600,0.450,9.808,0.0,0.0,0.142,26.0,0.0,0.0,110.933
14-06 18:39:49,933961728.0,2138112.0,2888720384.0,148807680.0,62.462,0.209,37.287,0.0,0.0,0.042,34.600,10.0,0.0,430242.133
14-06 18:40:49,949735424.0,2138112.0,2888974336.0,132780032.0,81.197,0.426,18.286,0.0,0.0,0.092,26.0,0.0,0.0,441548.800
14-06 18:41:49,949735424.0,2138112.0,2888974336.0,132780032.0,87.888,0.485,11.510,0.008,0.0,0.109,26.0,0.0,0.0,2824.533
14-06 18:42:49,953483264.0,2138112.0,2889015296.0,128991232.0,88.304,0.844,10.710,0.0,0.0,0.142,155.467,192.233,0.0,273.067
14-06 18:43:49,953483264.0,2138112.0,2889015296.0,128991232.0,89.424,0.526,9.933,0.0,0.0,0.117,98.700,188.100,0.0,1587.200
14-06 18:44:49,950611968.0,2138112.0,2888986624.0,131891200.0,89.460,0.534,9.921,0.0,0.0,0.084,75.067,127.067,0.0,1237.333
14-06 18:45:49,950480896.0,2138112.0,2888990720.0,132018176.0,89.530,0.476,9.852,0.008,0.0,0.133,26.0,0.0,0.0,2602.667
14-06 18:46:49,948162560.0,2138112.0,2879320064.0,144007168.0,75.952,0.301,23.714,0.0,0.0,0.033,26.0,0.0,0.0,2577.067
14-06 18:47:49,961970176.0,2138112.0,2879569920.0,129949696.0,55.888,0.184,43.904,0.0,0.0,0.025,26.0,0.0,273.067,871150.933
14-06 18:48:49,961970176.0,2138112.0,2879569920.0,129949696.0,89.206,0.493,10.193,0.0,0.0,0.109,26.0,0.0,0.0,3020.800
14-06 18:49:49,961949696.0,2138112.0,2879574016.0,129966080.0,89.548,0.484,9.826,0.008,0.0,0.133,29.700,3.300,0.0,460.800
14-06 18:50:49,961966080.0,2138112.0,2879574016.0,129949696.0,89.587,0.451,9.837,0.0,0.0,0.125,26.700,1.500,0.0,2056.533
14-06 18:51:49,961966080.0,2138112.0,2879574016.0,129949696.0,89.580,0.442,9.852,0.0,0.0,0.125,26.0,0.0,0.0,520.533
14-06 18:52:49,961839104.0,2138112.0,2879574016.0,130076672.0,89.581,0.475,9.818,0.0,0.0,0.125,26.0,0.0,0.0,102.400
14-06 18:53:49,961839104.0,2138112.0,2879574016.0,130076672.0,89.558,0.476,9.866,0.008,0.0,0.092,28.200,2.200,0.0,247.467
14-06 18:54:49,960208896.0,2138112.0,2844348416.0,166932480.0,58.829,0.158,40.954,0.033,0.0,0.025,26.0,0.0,0.0,432793.600
14-06 18:55:49,972099584.0,2138112.0,2844602368.0,154787840.0,62.407,0.209,37.326,0.0,0.0,0.058,26.0,0.0,0.0,2030.933
14-06 18:56:49,972161024.0,2138112.0,2844602368.0,154726400.0,89.539,0.450,9.877,0.008,0.0,0.125,28.200,2.200,0.0,440712.533
14-06 18:57:49,972288000.0,2138112.0,2844602368.0,154599424.0,89.559,0.476,9.856,0.0,0.0,0.108,27.400,0.0,0.0,1211.733
14-06 18:58:49,972161024.0,2138112.0,2844602368.0,154726400.0,89.540,0.475,9.852,0.0,0.0,0.133,26.0,0.0,0.0,102.400
14-06 18:59:49,972161024.0,2138112.0,2844602368.0,154726400.0,89.576,0.450,9.841,0.008,0.0,0.125,26.0,0.0,0.0,119.467
14-06 19:00:49,972414976.0,2138112.0,2844602368.0,154472448.0,86.841,0.552,12.548,0.0,0.0,0.059,33.800,7.800,0.0,1390.933
14-06 19:01:49,972410880.0,2138112.0,2844606464.0,154472448.0,89.434,0.534,9.907,0.0,0.0,0.125,27.400,0.0,0.0,921.600
14-06 19:02:49,973553664.0,2138112.0,2844606464.0,153329664.0,54.815,0.108,45.060,0.0,0.0,0.017,26.0,0.0,0.0,431872.0
14-06 19:03:49,982900736.0,2138112.0,2844856320.0,143732736.0,56.185,0.192,43.573,0.0,0.0,0.050,26.0,0.0,0.0,2449.067
14-06 19:04:49,982773760.0,2138112.0,2844856320.0,143859712.0,89.558,0.467,9.850,0.0,0.0,0.125,26.0,0.0,0.0,440277.333
14-06 19:05:49,982757376.0,2138112.0,2844856320.0,143876096.0,89.316,0.442,10.125,0.008,0.0,0.109,26.0,0.0,0.0,1211.733
14-06 19:06:49,982773760.0,2138112.0,2844856320.0,143859712.0,88.027,0.451,11.438,0.0,0.0,0.084,28.200,2.200,0.0,102.400
14-06 19:07:49,982773760.0,2138112.0,2844856320.0,143859712.0,89.530,0.483,9.828,0.0,0.0,0.158,26.700,2.200,0.0,102.400
14-06 19:08:49,982773760.0,2138112.0,2844856320.0,143859712.0,89.505,0.459,9.944,0.0,0.0,0.092,26.0,0.0,0.0,102.400
14-06 19:09:49,982773760.0,2138112.0,2844856320.0,143859712.0,89.509,0.467,9.923,0.008,0.0,0.092,27.400,0.0,0.0,247.467
14-06 19:10:49,983408640.0,2138112.0,2844856320.0,143224832.0,59.731,0.150,40.085,0.0,0.0,0.033,28.200,2.200,0.0,429986.133
14-06 19:11:49,983375872.0,2138112.0,2844856320.0,143257600.0,50.004,0.008,49.979,0.0,0.0,0.008,26.0,0.0,0.0,1774.933
14-06 19:12:49,996323328.0,2138112.0,2845110272.0,130056192.0,80.083,0.426,19.374,0.0,0.0,0.117,26.0,0.0,0.0,439705.600
14-06 19:13:49,996323328.0,2138112.0,2845110272.0,130056192.0,89.580,0.417,9.894,0.0,0.0,0.109,27.500,0.700,0.0,2551.467
14-06 19:14:49,996323328.0,2138112.0,2845110272.0,130056192.0,89.511,0.442,9.939,0.008,0.0,0.100,26.700,1.500,0.0,102.400
14-06 19:15:49,996323328.0,2138112.0,2845110272.0,130056192.0,89.571,0.450,9.821,0.0,0.0,0.158,26.0,0.0,0.0,102.400
14-06 19:16:49,996323328.0,2138112.0,2845110272.0,130056192.0,89.612,0.442,9.846,0.0,0.0,0.100,26.0,0.0,0.0,119.467
14-06 19:17:49,996319232.0,2138112.0,2845114368.0,130056192.0,89.668,0.409,9.814,0.0,0.0,0.109,26.0,0.0,0.0,520.533
14-06 19:18:49,992833536.0,2138112.0,2810372096.0,168284160.0,73.589,0.351,25.969,0.0,0.0,0.092,27.400,0.0,0.0,1100.800
14-06 19:19:49,993058816.0,2138112.0,2810372096.0,168058880.0,49.979,0.033,49.987,0.0,0.0,0.0,26.0,0.0,0.0,432034.133
14-06 19:20:49,1010900992.0,2138112.0,2810626048.0,149962752.0,53.592,0.159,46.224,0.0,0.0,0.025,26.0,0.0,0.0,1553.067
14-06 19:21:49,1010790400.0,2138112.0,2810626048.0,150073344.0,89.517,0.501,9.866,0.008,0.0,0.109,26.0,0.0,0.0,440814.933
14-06 19:22:49,1010806784.0,2138112.0,2810626048.0,150056960.0,89.594,0.484,9.838,0.0,0.0,0.083,26.0,0.0,0.0,1629.867
14-06 19:23:49,1011056640.0,2138112.0,2810630144.0,149803008.0,89.631,0.476,9.776,0.0,0.0,0.117,33.900,9.300,0.0,921.600
14-06 19:24:49,1011056640.0,2138112.0,2810630144.0,149803008.0,89.642,0.409,9.824,0.008,0.0,0.117,28.200,2.200,0.0,1117.867
