"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","g02-01.lsd.di.uminho.pt",,,,"User:","admin"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-13_14:44:36.csv 60",,,,"Date:","13 Jun 2019 14:44:37 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
13-06 14:44:37,500506624.0,2138112.0,2773893120.0,697090048.0,1.514,0.018,98.459,0.008,0.0,0.001,0.0,0.0,421.003,2783.395
13-06 14:45:37,997113856.0,2138112.0,2800455680.0,173920256.0,74.504,1.783,23.629,0.008,0.0,0.075,26.0,0.0,0.0,878037.333
13-06 14:46:37,999018496.0,2138112.0,2800455680.0,172015616.0,80.424,1.215,18.236,0.0,0.0,0.126,27.400,0.0,0.0,2594.133
13-06 14:47:37,999776256.0,2138112.0,2800459776.0,171253760.0,80.297,1.374,18.203,0.017,0.0,0.110,28.200,2.200,0.0,358.400
13-06 14:48:37,999776256.0,2138112.0,2800459776.0,171253760.0,81.245,1.416,17.230,0.008,0.0,0.101,26.0,0.0,0.0,793.600
13-06 14:49:37,1019457536.0,2138112.0,2794254336.0,157777920.0,65.775,0.903,33.239,0.0,0.0,0.084,26.0,0.0,0.0,5981.867
13-06 14:50:37,1023188992.0,2138112.0,2794254336.0,154046464.0,81.857,1.320,16.722,0.0,0.0,0.100,31.700,6.400,0.0,440294.400
13-06 14:51:37,1022246912.0,2138112.0,2794258432.0,154984448.0,81.756,1.389,16.746,0.0,0.0,0.109,26.700,1.400,0.0,2235.733
13-06 14:52:37,1022246912.0,2138112.0,2794258432.0,154984448.0,81.790,1.255,16.830,0.008,0.0,0.117,26.0,0.0,0.0,1134.933
13-06 14:53:37,1022230528.0,2138112.0,2794258432.0,155000832.0,81.692,1.365,16.826,0.008,0.0,0.109,26.0,0.0,0.0,110.933
13-06 14:54:37,1040269312.0,2138112.0,2756050944.0,175169536.0,53.301,0.292,46.366,0.0,0.0,0.042,27.400,0.0,0.0,430882.133
13-06 14:55:37,1042186240.0,2138112.0,2756050944.0,173252608.0,81.597,1.332,16.963,0.008,0.0,0.101,26.0,0.0,0.0,440558.933
13-06 14:56:37,1042092032.0,2138112.0,2756050944.0,173346816.0,81.701,1.307,16.866,0.0,0.0,0.126,29.600,2.200,0.0,1766.400
13-06 14:57:37,1042092032.0,2138112.0,2756050944.0,173346816.0,81.690,1.332,16.844,0.008,0.0,0.126,28.200,2.200,0.0,793.600
13-06 14:58:37,1041969152.0,2138112.0,2781822976.0,147697664.0,81.172,1.322,17.381,0.008,0.0,0.117,26.0,0.0,0.0,179.200
13-06 14:59:37,1041903616.0,2138112.0,2781822976.0,147763200.0,50.0,0.008,49.983,0.0,0.0,0.008,28.200,2.200,0.0,431291.733
13-06 15:00:37,1054343168.0,2138112.0,2782076928.0,135069696.0,73.001,0.968,25.989,0.0,0.0,0.042,26.0,0.0,0.0,440704.0
13-06 15:01:37,1054978048.0,2138112.0,2782076928.0,134434816.0,81.773,1.371,16.731,0.008,0.0,0.117,26.0,0.0,0.0,2235.733
13-06 15:02:37,1054973952.0,2138112.0,2782081024.0,134434816.0,81.773,1.339,16.771,0.008,0.0,0.109,26.0,0.0,0.0,3037.867
13-06 15:03:37,1054846976.0,2138112.0,2782081024.0,134561792.0,81.734,1.357,16.784,0.008,0.0,0.117,26.0,0.0,0.0,657.067
13-06 15:04:37,1055010816.0,2138112.0,2807853056.0,108625920.0,59.982,0.484,39.484,0.0,0.0,0.050,28.200,2.200,0.0,431129.600
13-06 15:05:37,1059164160.0,2138112.0,2775859200.0,136466432.0,50.371,0.075,49.546,0.0,0.0,0.008,27.400,0.0,0.0,1954.133
13-06 15:06:37,1068163072.0,2138112.0,2776109056.0,127217664.0,80.390,1.305,18.205,0.0,0.0,0.100,26.0,0.0,0.0,441966.933
13-06 15:07:37,1068158976.0,2138112.0,2776113152.0,127217664.0,81.888,1.290,16.788,0.008,0.0,0.025,27.400,0.0,0.0,273.067
13-06 15:08:37,1068158976.0,2138112.0,2776113152.0,127217664.0,81.766,1.365,16.760,0.0,0.0,0.109,26.0,0.0,0.0,1024.0
13-06 15:09:37,1068015616.0,2138112.0,2776113152.0,127361024.0,81.661,1.330,16.884,0.008,0.0,0.117,26.0,0.0,0.0,110.933
13-06 15:10:37,1065689088.0,2138112.0,2744233984.0,161566720.0,52.264,0.150,47.569,0.0,0.0,0.017,26.0,0.0,0.0,431718.400
13-06 15:11:37,1065816064.0,2138112.0,2744233984.0,161439744.0,50.013,0.008,49.979,0.0,0.0,0.0,26.0,0.0,0.0,1629.867
