"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","g02-01.lsd.di.uminho.pt",,,,"User:","admin"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-11_11:19:15.csv 60",,,,"Date:","11 Jun 2019 11:19:16 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
11-06 11:19:16,203898880.0,2138112.0,991510528.0,2776080384.0,0.040,0.004,99.949,0.007,0.0,0.000,0.0,0.0,264.603,283.849
11-06 11:20:16,705896448.0,2138112.0,1018073088.0,2247520256.0,76.239,1.661,21.966,0.008,0.0,0.125,28.200,2.200,0.0,877329.067
11-06 11:21:16,710410240.0,2138112.0,1018073088.0,2243006464.0,81.808,1.390,16.685,0.017,0.0,0.101,26.0,0.0,273.067,5102.933
11-06 11:22:16,714547200.0,2138112.0,1018073088.0,2238869504.0,82.080,1.254,16.566,0.008,0.0,0.092,26.0,0.0,0.0,187.733
11-06 11:23:16,714735616.0,2138112.0,1018077184.0,2238676992.0,82.187,1.289,16.491,0.0,0.0,0.033,27.400,0.0,0.0,384.0
11-06 11:24:16,733835264.0,2138112.0,1044197376.0,2193457152.0,66.310,0.703,32.937,0.0,0.0,0.050,26.0,0.0,0.0,5273.600
11-06 11:25:16,739528704.0,2138112.0,1044197376.0,2187763712.0,80.652,1.103,18.061,0.008,0.0,0.176,26.0,0.0,0.0,438869.333
11-06 11:26:16,739143680.0,2138112.0,1044201472.0,2188144640.0,82.078,1.188,16.625,0.008,0.0,0.100,26.0,0.0,0.0,1220.267
11-06 11:27:16,741306368.0,2138112.0,1044201472.0,2185981952.0,81.495,1.273,17.207,0.0,0.0,0.025,26.0,0.0,0.0,1024.0
11-06 11:28:16,752623616.0,2138112.0,1069973504.0,2148892672.0,73.791,1.136,25.031,0.008,0.0,0.033,26.0,0.0,0.0,179.200
11-06 11:29:16,766279680.0,2138112.0,1070223360.0,2134986752.0,58.211,0.442,41.313,0.008,0.0,0.025,26.0,0.0,0.0,431095.467
11-06 11:30:16,766312448.0,2138112.0,1070223360.0,2134953984.0,82.209,1.365,16.385,0.0,0.0,0.042,29.700,2.900,0.0,440558.933
11-06 11:31:16,767631360.0,2138112.0,1070223360.0,2133635072.0,82.096,1.308,16.547,0.008,0.0,0.042,32.400,7.900,0.0,1493.333
11-06 11:32:16,766636032.0,2138112.0,1070223360.0,2134630400.0,80.499,1.289,18.145,0.0,0.0,0.067,28.100,1.400,0.0,1390.933
11-06 11:33:16,767164416.0,2138112.0,1095995392.0,2108329984.0,76.145,0.929,22.776,0.008,0.0,0.142,26.0,0.0,0.0,452.267
11-06 11:34:16,771293184.0,2138112.0,1096040448.0,2104156160.0,50.392,0.367,49.232,0.0,0.0,0.008,171.967,163.567,0.0,430651.733
11-06 11:35:16,797712384.0,2138112.0,1125433344.0,2048344064.0,72.965,1.361,25.069,0.353,0.0,0.252,331.967,263.200,489608.533,442052.267
11-06 11:36:16,786079744.0,2138112.0,1125638144.0,2059771904.0,80.929,1.298,17.539,0.008,0.0,0.226,293.800,269.333,3345.067,37939.200
11-06 11:37:16,786665472.0,2138112.0,1125642240.0,2059182080.0,81.792,1.322,16.820,0.008,0.0,0.059,83.600,229.900,0.0,1843.200
11-06 11:38:16,783769600.0,2138112.0,1125613568.0,2062106624.0,79.613,1.315,18.980,0.008,0.0,0.084,50.267,23.267,0.0,2013.867
11-06 11:39:16,783499264.0,2138112.0,1151385600.0,2036604928.0,67.037,0.685,32.236,0.008,0.0,0.033,26.0,0.0,0.0,2056.533
11-06 11:40:16,783499264.0,2138112.0,1151385600.0,2036604928.0,49.992,0.025,49.983,0.0,0.0,0.0,26.0,0.0,0.0,431505.067
11-06 11:41:16,793505792.0,2138112.0,1151635456.0,2026348544.0,72.469,0.986,26.478,0.0,0.0,0.067,26.0,0.0,0.0,440226.133
11-06 11:42:16,794079232.0,2138112.0,1151639552.0,2025771008.0,82.279,1.348,16.323,0.008,0.0,0.042,27.400,0.0,0.0,2705.067
11-06 11:43:16,794079232.0,2138112.0,1151639552.0,2025771008.0,82.076,1.280,16.594,0.0,0.0,0.050,26.0,0.0,0.0,904.533
11-06 11:44:16,794148864.0,2138112.0,1151639552.0,2025701376.0,79.973,1.447,18.454,0.008,0.0,0.117,26.0,0.0,0.0,793.600
11-06 11:45:16,794681344.0,2138112.0,1151643648.0,2025164800.0,59.778,0.643,39.545,0.0,0.0,0.033,27.400,0.0,0.0,430114.133
11-06 11:46:16,794808320.0,2138112.0,1151643648.0,2025037824.0,49.992,0.042,49.958,0.0,0.0,0.008,26.0,0.0,0.0,3234.133
