"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","g02-01.lsd.di.uminho.pt",,,,"User:","admin"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-13_17:17:55.csv 60",,,,"Date:","13 Jun 2019 17:17:55 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
13-06 17:17:55,479588352.0,2138112.0,2698461184.0,793440256.0,1.747,0.020,98.223,0.008,0.0,0.002,0.0,0.0,419.665,3283.865
13-06 17:18:55,990748672.0,2138112.0,2725023744.0,255717376.0,80.583,1.403,17.956,0.008,0.0,0.050,28.200,2.200,0.0,446353.067
13-06 17:19:55,993165312.0,2138112.0,2725023744.0,253300736.0,86.986,0.895,12.094,0.008,0.0,0.017,26.0,0.0,0.0,375.467
13-06 17:20:55,997052416.0,2138112.0,2725023744.0,249413632.0,87.125,0.878,11.972,0.008,0.0,0.017,27.400,0.0,0.0,102.400
13-06 17:21:55,1020006400.0,2138112.0,2751148032.0,200335360.0,73.594,0.719,25.646,0.0,0.0,0.042,28.200,2.200,0.0,431027.200
13-06 17:22:55,1021046784.0,2138112.0,2751148032.0,199294976.0,86.617,0.970,12.371,0.008,0.0,0.033,26.0,0.0,0.0,443562.667
13-06 17:23:55,1025634304.0,2138112.0,2751148032.0,194707456.0,87.269,0.979,11.736,0.0,0.0,0.017,26.0,0.0,0.0,1629.867
13-06 17:24:55,1025630208.0,2138112.0,2751152128.0,194707456.0,87.451,0.936,11.588,0.0,0.0,0.025,26.0,0.0,0.0,110.933
13-06 17:25:55,1039355904.0,2138112.0,2777174016.0,154959872.0,63.811,0.434,35.730,0.0,0.0,0.025,26.0,0.0,0.0,431180.800
13-06 17:26:56,1041334272.0,2138112.0,2777174016.0,152981504.0,85.891,0.880,13.162,0.008,0.0,0.059,28.800,0.0,0.0,441233.067
13-06 17:27:55,1042546688.0,2138112.0,2777174016.0,151769088.0,86.449,0.872,12.637,0.008,0.0,0.034,26.0,0.0,0.0,1066.667
13-06 17:28:55,1042419712.0,2138112.0,2777174016.0,151896064.0,86.583,0.966,12.435,0.0,0.0,0.017,26.0,0.0,0.0,102.400
13-06 17:29:55,1043308544.0,2138112.0,2802946048.0,125235200.0,66.217,0.553,33.222,0.0,0.0,0.008,26.0,0.0,0.0,429934.933
13-06 17:30:55,1050710016.0,2138112.0,2767372288.0,153407488.0,72.266,0.762,26.922,0.008,0.0,0.042,26.0,0.0,0.0,440439.467
13-06 17:31:55,1051283456.0,2138112.0,2767372288.0,152834048.0,86.414,0.855,12.655,0.008,0.0,0.067,28.200,2.200,0.0,1527.467
13-06 17:32:55,1051410432.0,2138112.0,2767372288.0,152707072.0,87.450,0.879,11.646,0.0,0.0,0.025,28.200,2.200,0.0,358.400
13-06 17:33:55,1053753344.0,2138112.0,2793148416.0,124588032.0,81.034,0.720,18.229,0.008,0.0,0.008,26.0,0.0,0.0,430412.800
13-06 17:34:55,1060298752.0,2138112.0,2793148416.0,118042624.0,50.343,0.125,49.515,0.0,0.0,0.017,26.0,0.0,0.0,2312.533
13-06 17:35:55,1064730624.0,2138112.0,2752675840.0,154083328.0,83.934,0.958,15.032,0.008,0.0,0.067,28.200,2.200,0.0,441719.467
13-06 17:36:55,1064603648.0,2138112.0,2752675840.0,154210304.0,85.730,0.846,13.365,0.0,0.0,0.059,27.400,0.0,0.0,375.467
13-06 17:37:55,1064603648.0,2138112.0,2752675840.0,154210304.0,85.336,0.888,13.717,0.008,0.0,0.050,26.0,0.0,0.0,102.400
13-06 17:38:55,1064574976.0,2138112.0,2752675840.0,154238976.0,72.982,0.678,26.306,0.008,0.0,0.025,34.600,10.0,0.0,384.0
13-06 17:39:55,1064574976.0,2138112.0,2752675840.0,154238976.0,50.004,0.050,49.937,0.0,0.0,0.008,26.0,0.0,0.0,432674.133
13-06 17:40:55,1076695040.0,2138112.0,2752929792.0,141864960.0,82.826,0.895,16.204,0.008,0.0,0.067,26.0,0.0,0.0,441634.133
13-06 17:41:55,1076695040.0,2138112.0,2752929792.0,141864960.0,83.808,0.885,15.190,0.0,0.0,0.117,26.0,0.0,0.0,1902.933
13-06 17:42:56,1076695040.0,2138112.0,2752929792.0,141864960.0,83.825,0.869,15.181,0.008,0.0,0.117,26.0,0.0,0.0,102.400
13-06 17:43:55,1076817920.0,2138112.0,2752933888.0,141737984.0,74.922,0.737,24.307,0.0,0.0,0.034,26.0,0.0,0.0,430037.333
13-06 17:44:55,1076944896.0,2138112.0,2752933888.0,141611008.0,50.025,0.050,49.925,0.0,0.0,0.0,27.400,0.0,0.0,1706.667
13-06 17:45:55,1087901696.0,2138112.0,2753183744.0,130404352.0,70.046,0.669,29.244,0.008,0.0,0.033,26.0,0.0,0.0,440857.600
13-06 17:46:55,1088028672.0,2138112.0,2753183744.0,130277376.0,87.108,0.869,12.014,0.0,0.0,0.008,26.0,0.0,0.0,1066.667
13-06 17:47:55,1087897600.0,2138112.0,2753187840.0,130404352.0,87.247,0.870,11.824,0.025,0.0,0.033,26.0,0.0,0.0,187.733
13-06 17:48:55,1086599168.0,2138112.0,2712154112.0,172736512.0,81.265,0.811,17.899,0.0,0.0,0.025,28.200,2.200,0.0,503.467
13-06 17:49:55,1086652416.0,2138112.0,2712154112.0,172683264.0,49.996,0.017,49.979,0.0,0.0,0.008,28.200,2.200,0.0,431172.267
13-06 17:50:55,1096986624.0,2138112.0,2712408064.0,162095104.0,56.564,0.284,43.094,0.008,0.0,0.050,26.0,0.0,0.0,1416.533
13-06 17:51:55,1096953856.0,2138112.0,2712408064.0,162127872.0,87.525,0.819,11.630,0.0,0.0,0.025,27.400,0.0,0.0,442325.333
13-06 17:52:55,1097080832.0,2138112.0,2712408064.0,162000896.0,87.495,0.844,11.628,0.008,0.0,0.025,29.600,2.200,0.0,102.400
13-06 17:53:55,1097269248.0,2138112.0,2712412160.0,161808384.0,87.455,0.878,11.633,0.008,0.0,0.025,26.0,0.0,0.0,281.600
13-06 17:54:55,1097203712.0,2138112.0,2712412160.0,161873920.0,55.821,0.175,43.996,0.0,0.0,0.008,26.0,0.0,0.0,431394.133
