"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","g02-01.lsd.di.uminho.pt",,,,"User:","admin"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-14_00:35:24.csv 60",,,,"Date:","14 Jun 2019 00:35:25 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
14-06 00:35:25,449544192.0,2138112.0,2713526272.0,808419328.0,2.205,0.024,97.761,0.008,0.0,0.002,0.0,0.0,421.199,4358.115
14-06 00:36:25,960241664.0,2138112.0,2740178944.0,271069184.0,81.542,1.286,17.114,0.008,0.0,0.050,26.0,0.0,1501.867,445030.400
14-06 00:37:25,962465792.0,2138112.0,2740178944.0,268845056.0,87.486,0.837,11.660,0.008,0.0,0.008,26.0,0.0,0.0,2500.267
14-06 00:38:25,962719744.0,2138112.0,2740178944.0,268591104.0,86.805,0.862,12.282,0.0,0.0,0.050,27.400,0.0,0.0,102.400
14-06 00:39:25,987435008.0,2138112.0,2766303232.0,217751552.0,74.760,0.693,24.505,0.0,0.0,0.042,26.0,0.0,0.0,430796.800
14-06 00:40:25,987578368.0,2138112.0,2766303232.0,217608192.0,86.251,0.862,12.861,0.0,0.0,0.025,26.0,0.0,0.0,442862.933
14-06 00:41:25,987594752.0,2138112.0,2766303232.0,217591808.0,83.772,0.914,15.197,0.008,0.0,0.109,26.0,0.0,0.0,2065.067
14-06 00:42:25,987590656.0,2138112.0,2766307328.0,217591808.0,86.306,0.903,12.715,0.008,0.0,0.067,27.400,0.0,0.0,520.533
14-06 00:43:25,1004978176.0,2138112.0,2792329216.0,174182400.0,64.820,0.460,34.686,0.0,0.0,0.033,28.200,2.200,0.0,430097.067
14-06 00:44:25,1004851200.0,2138112.0,2792329216.0,174309376.0,86.244,0.878,12.828,0.0,0.0,0.050,28.200,2.200,0.0,441070.933
14-06 00:45:25,1004978176.0,2138112.0,2792329216.0,174182400.0,85.009,0.862,14.029,0.008,0.0,0.092,26.0,0.0,0.0,2585.600
14-06 00:46:25,1004978176.0,2138112.0,2792329216.0,174182400.0,84.716,0.943,14.215,0.017,0.0,0.109,26.0,0.0,0.0,520.533
14-06 00:47:25,1004728320.0,2138112.0,2818101248.0,148660224.0,72.081,0.644,27.233,0.0,0.0,0.042,27.500,0.700,0.0,247.467
14-06 00:48:25,1018695680.0,2138112.0,2818355200.0,134438912.0,68.256,0.544,31.124,0.0,0.0,0.075,26.700,1.500,0.0,429969.067
14-06 00:49:25,1018695680.0,2138112.0,2818355200.0,134438912.0,86.093,0.764,13.026,0.008,0.0,0.109,28.200,2.200,0.0,441540.267
14-06 00:50:25,1018695680.0,2138112.0,2818355200.0,134438912.0,87.460,0.829,11.686,0.008,0.0,0.017,26.0,0.0,0.0,102.400
14-06 00:51:25,1018441728.0,2138112.0,2844131328.0,108916736.0,86.805,0.820,12.333,0.008,0.0,0.033,27.400,0.0,0.0,110.933
14-06 00:52:25,1018634240.0,2138112.0,2844131328.0,108724224.0,49.992,0.017,49.983,0.0,0.0,0.008,26.0,0.0,0.0,430984.533
14-06 00:53:25,1031385088.0,2138112.0,2809364480.0,130740224.0,82.390,0.811,16.749,0.008,0.0,0.042,26.0,0.0,0.0,440260.267
14-06 00:54:25,1031385088.0,2138112.0,2809364480.0,130740224.0,87.431,0.870,11.665,0.008,0.0,0.025,26.0,0.0,0.0,1706.667
14-06 00:55:25,1031385088.0,2138112.0,2809364480.0,130740224.0,87.441,0.853,11.664,0.008,0.0,0.033,27.400,0.0,0.0,102.400
14-06 00:56:25,1031127040.0,2138112.0,2774437888.0,165924864.0,67.385,0.426,32.172,0.0,0.0,0.017,26.0,0.0,0.0,1732.267
14-06 00:57:25,1043554304.0,2138112.0,2774691840.0,153243648.0,54.001,0.242,45.699,0.0,0.0,0.058,32.400,7.800,0.0,670182.400
14-06 00:58:25,1043554304.0,2138112.0,2774691840.0,153243648.0,86.860,0.879,12.236,0.0,0.0,0.025,26.0,0.0,0.0,203972.267
14-06 00:59:25,1043554304.0,2138112.0,2774691840.0,153243648.0,87.317,0.869,11.780,0.008,0.0,0.025,26.0,0.0,0.0,375.467
14-06 01:00:25,1043677184.0,2138112.0,2774695936.0,153116672.0,87.295,0.928,11.760,0.0,0.0,0.017,28.200,2.200,0.0,102.400
14-06 01:01:25,1044213760.0,2138112.0,2774700032.0,152576000.0,59.576,0.317,40.090,0.0,0.0,0.017,26.0,0.0,0.0,430054.400
14-06 01:02:25,1055203328.0,2138112.0,2774949888.0,141336576.0,52.129,0.142,47.704,0.0,0.0,0.025,29.600,2.200,0.0,3993.600
14-06 01:03:25,1055236096.0,2138112.0,2774949888.0,141303808.0,87.448,0.869,11.650,0.0,0.0,0.033,26.0,0.0,0.0,441992.533
