"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","g02-01.lsd.di.uminho.pt",,,,"User:","admin"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-11_18:37:03.csv 60",,,,"Date:","11 Jun 2019 18:37:04 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
11-06 18:37:04,261513216.0,2138112.0,2545508352.0,1164468224.0,0.730,0.010,99.253,0.007,0.0,0.001,0.0,0.0,272.915,1635.681
11-06 18:38:04,772812800.0,2138112.0,2572070912.0,626606080.0,83.179,0.925,15.771,0.008,0.0,0.117,28.267,0.0,0.0,447052.800
11-06 18:39:04,775024640.0,2138112.0,2572070912.0,624394240.0,89.838,0.392,9.753,0.0,0.0,0.017,26.0,0.0,0.0,102.400
11-06 18:40:04,781955072.0,2138112.0,2572070912.0,617463808.0,89.741,0.451,9.733,0.0,0.0,0.075,26.0,0.0,0.0,102.400
11-06 18:41:04,783339520.0,2138112.0,2572070912.0,616079360.0,89.710,0.467,9.706,0.0,0.0,0.117,26.0,0.0,0.0,102.400
11-06 18:42:04,783626240.0,2138112.0,2572070912.0,615792640.0,89.701,0.467,9.674,0.008,0.0,0.150,28.900,4.400,0.0,102.400
11-06 18:43:04,786558976.0,2138112.0,2572075008.0,612855808.0,89.807,0.425,9.642,0.0,0.0,0.125,27.400,0.0,0.0,273.067
11-06 18:44:04,810110976.0,2138112.0,2598195200.0,563183616.0,76.206,0.442,23.260,0.0,0.0,0.092,27.400,0.0,0.0,430899.200
11-06 18:45:04,812847104.0,2138112.0,2598195200.0,560447488.0,89.731,0.442,9.652,0.008,0.0,0.167,26.0,0.0,0.0,444262.400
11-06 18:46:04,813490176.0,2138112.0,2598195200.0,559804416.0,89.795,0.434,9.621,0.0,0.0,0.150,27.333,2.200,0.0,102.400
11-06 18:47:04,817876992.0,2138112.0,2598195200.0,555417600.0,89.726,0.476,9.673,0.0,0.0,0.125,26.867,0.0,0.0,102.400
11-06 18:48:04,817750016.0,2138112.0,2598195200.0,555544576.0,89.773,0.450,9.626,0.0,0.0,0.150,26.0,0.0,0.0,119.467
11-06 18:49:04,817750016.0,2138112.0,2598195200.0,555544576.0,89.753,0.459,9.655,0.008,0.0,0.125,28.200,2.200,0.0,520.533
11-06 18:50:04,817876992.0,2138112.0,2598199296.0,555413504.0,89.875,0.409,9.616,0.0,0.0,0.100,26.0,0.0,0.0,332.800
