"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","g02-05.lsd.di.uminho.pt",,,,"User:","admin"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-15_15:29:35.csv 60",,,,"Date:","15 Jun 2019 15:29:36 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
15-06 15:29:36,604536832.0,0.0,2569871360.0,799219712.0,0.343,0.015,99.621,0.020,0.0,0.001,0.0,0.0,1387.595,7407.295
15-06 15:30:36,1095454720.0,0.0,2604879872.0,273293312.0,75.546,1.782,22.312,0.218,0.0,0.142,26.0,0.0,140765.867,444825.600
15-06 15:31:36,1097232384.0,0.0,2604879872.0,271515648.0,81.624,1.326,16.958,0.0,0.0,0.092,27.400,0.0,0.0,2798.933
15-06 15:32:36,1097740288.0,0.0,2604879872.0,271007744.0,81.512,1.342,17.029,0.0,0.0,0.117,26.0,0.0,0.0,187.733
15-06 15:33:36,1097719808.0,0.0,2604883968.0,271024128.0,81.492,1.359,17.006,0.0,0.0,0.143,26.0,0.0,0.0,375.467
15-06 15:34:36,1097719808.0,0.0,2604883968.0,271024128.0,81.499,1.325,17.017,0.0,0.0,0.159,26.0,0.0,0.0,597.333
15-06 15:35:36,1097719808.0,0.0,2604883968.0,271024128.0,81.563,1.317,17.027,0.0,0.0,0.092,26.0,0.0,0.0,725.333
15-06 15:36:36,1097736192.0,0.0,2604883968.0,271007744.0,81.481,1.317,17.034,0.0,0.0,0.168,28.800,0.0,0.0,384.0
15-06 15:37:36,1097863168.0,0.0,2604883968.0,270880768.0,81.432,1.360,17.040,0.0,0.0,0.168,26.0,0.0,0.0,247.467
15-06 15:38:36,1106370560.0,0.0,2630656000.0,236601344.0,58.604,0.409,40.896,0.0,0.0,0.092,28.200,2.200,0.0,430617.600
15-06 15:39:36,1131913216.0,0.0,2631004160.0,210710528.0,78.315,1.256,20.236,0.0,0.0,0.193,26.0,0.0,0.0,441582.933
15-06 15:40:36,1131909120.0,0.0,2631008256.0,210710528.0,81.377,1.349,17.081,0.0,0.0,0.193,26.0,0.0,0.0,3242.667
15-06 15:41:36,1131859968.0,0.0,2631008256.0,210759680.0,81.481,1.283,17.052,0.0,0.0,0.184,28.200,2.200,0.0,597.333
15-06 15:42:36,1131859968.0,0.0,2631008256.0,210759680.0,81.499,1.318,17.065,0.0,0.0,0.118,28.200,2.200,0.0,648.533
15-06 15:43:36,1131859968.0,0.0,2631008256.0,210759680.0,81.555,1.290,17.005,0.0,0.0,0.151,28.200,2.200,0.0,187.733
15-06 15:44:36,1131876352.0,0.0,2631008256.0,210743296.0,81.510,1.281,17.042,0.0,0.0,0.167,26.0,0.0,0.0,537.600
15-06 15:45:36,1131876352.0,0.0,2631008256.0,210743296.0,81.537,1.250,17.053,0.0,0.0,0.159,27.400,0.0,0.0,802.133
15-06 15:46:36,1131876352.0,0.0,2631008256.0,210743296.0,81.407,1.341,17.084,0.0,0.0,0.168,26.0,0.0,0.0,179.200
15-06 15:47:36,1132355584.0,0.0,2656780288.0,184492032.0,57.337,0.309,42.304,0.0,0.0,0.050,26.0,0.0,0.0,429943.467
15-06 15:48:36,1143402496.0,0.0,2657030144.0,173195264.0,56.151,0.334,43.457,0.0,0.0,0.058,26.0,0.0,0.0,1425.067
15-06 15:49:36,1143484416.0,0.0,2657030144.0,173113344.0,81.459,1.291,17.073,0.0,0.0,0.176,26.0,0.0,0.0,440473.600
15-06 15:50:36,1144115200.0,0.0,2657034240.0,172478464.0,81.475,1.375,16.999,0.0,0.0,0.151,32.400,7.800,0.0,1484.800
15-06 15:51:36,1144115200.0,0.0,2657034240.0,172478464.0,81.456,1.290,17.077,0.0,0.0,0.176,26.0,0.0,0.0,1476.267
15-06 15:52:36,1144131584.0,0.0,2657034240.0,172462080.0,81.487,1.281,17.031,0.0,0.0,0.201,26.0,0.0,0.0,1288.533
15-06 15:53:36,1144131584.0,0.0,2657034240.0,172462080.0,81.435,1.291,17.090,0.0,0.0,0.184,26.0,0.0,0.0,802.133
15-06 15:54:36,1144131584.0,0.0,2657034240.0,172462080.0,81.522,1.259,17.051,0.0,0.0,0.168,26.0,0.0,0.0,793.600
15-06 15:55:36,1144131584.0,0.0,2657034240.0,172462080.0,81.460,1.316,17.040,0.0,0.0,0.184,29.600,2.200,0.0,657.067
15-06 15:56:36,1144639488.0,0.0,2682810368.0,146178048.0,79.913,1.317,18.619,0.0,0.0,0.151,26.0,0.0,0.0,187.733
15-06 15:57:36,1144590336.0,0.0,2682810368.0,146227200.0,50.017,0.0,49.983,0.0,0.0,0.0,26.0,0.0,0.0,431419.733
15-06 15:58:36,1144590336.0,0.0,2682810368.0,146227200.0,50.013,0.008,49.971,0.0,0.0,0.008,29.600,2.200,0.0,477.867
15-06 15:59:36,1157787648.0,0.0,2683060224.0,132780032.0,73.009,1.004,25.853,0.0,0.0,0.134,28.200,2.200,0.0,440439.467
15-06 16:00:36,1157804032.0,0.0,2683060224.0,132763648.0,81.515,1.292,17.026,0.0,0.0,0.168,26.0,0.0,0.0,3131.733
15-06 16:01:36,1158070272.0,0.0,2683572224.0,131985408.0,81.549,1.298,16.985,0.025,0.0,0.142,28.200,2.200,8328.533,588.800
15-06 16:02:36,1158070272.0,0.0,2683572224.0,131985408.0,81.393,1.309,17.114,0.0,0.0,0.185,27.400,0.0,0.0,3473.067
15-06 16:03:36,1158070272.0,0.0,2683572224.0,131985408.0,81.553,1.308,16.963,0.0,0.0,0.176,26.0,0.0,0.0,256.0
15-06 16:04:36,1156759552.0,0.0,2683572224.0,133296128.0,81.372,1.334,17.110,0.0,0.0,0.185,26.0,0.0,0.0,657.067
