"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","g02-01.lsd.di.uminho.pt",,,,"User:","admin"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-11_12:47:08.csv 60",,,,"Date:","11 Jun 2019 12:47:09 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
11-06 12:47:09,221581312.0,2138112.0,1543933952.0,2205974528.0,0.194,0.006,99.794,0.007,0.0,0.000,0.0,0.0,275.027,644.121
11-06 12:48:09,718397440.0,2138112.0,1570496512.0,1682595840.0,76.095,1.689,22.099,0.008,0.0,0.109,26.0,0.0,0.0,447419.733
11-06 12:49:09,723038208.0,2138112.0,1570496512.0,1677955072.0,81.927,1.314,16.667,0.0,0.0,0.092,26.0,0.0,0.0,2329.600
11-06 12:50:09,726286336.0,2138112.0,1570496512.0,1674706944.0,81.905,1.248,16.771,0.0,0.0,0.075,26.0,0.0,0.0,452.267
11-06 12:51:09,726441984.0,2138112.0,1570500608.0,1674547200.0,82.076,1.355,16.502,0.008,0.0,0.059,27.400,0.0,0.0,110.933
11-06 12:52:09,747343872.0,2138112.0,1596620800.0,1627525120.0,66.427,0.752,32.763,0.0,0.0,0.058,26.0,0.0,0.0,431394.133
11-06 12:53:09,749735936.0,2138112.0,1596620800.0,1625133056.0,82.079,1.338,16.533,0.0,0.0,0.050,26.0,0.0,0.0,444817.067
11-06 12:54:09,749334528.0,2138112.0,1596624896.0,1625530368.0,82.213,1.247,16.489,0.0,0.0,0.050,27.400,0.0,0.0,324.267
11-06 12:55:09,751452160.0,2138112.0,1596624896.0,1623412736.0,82.167,1.239,16.535,0.008,0.0,0.050,26.0,0.0,0.0,648.533
11-06 12:56:09,755843072.0,2138112.0,1622396928.0,1593249792.0,67.727,0.726,31.521,0.0,0.0,0.025,28.200,2.200,0.0,273.067
11-06 12:57:09,769531904.0,2138112.0,1622646784.0,1579311104.0,67.390,0.802,31.758,0.008,0.0,0.042,28.200,2.200,0.0,869845.333
11-06 12:58:09,769531904.0,2138112.0,1622646784.0,1579311104.0,82.156,1.272,16.513,0.0,0.0,0.059,26.0,0.0,0.0,2201.600
11-06 12:59:09,770109440.0,2138112.0,1622646784.0,1578733568.0,82.129,1.313,16.508,0.008,0.0,0.042,26.0,0.0,0.0,256.0
11-06 13:00:09,770109440.0,2138112.0,1622646784.0,1578733568.0,82.173,1.248,16.528,0.0,0.0,0.050,26.0,0.0,0.0,657.067
11-06 13:01:09,778661888.0,2138112.0,1648422912.0,1544404992.0,62.296,0.551,37.127,0.0,0.0,0.025,28.200,2.200,0.0,431129.600
11-06 13:02:09,788795392.0,2138112.0,1648676864.0,1534017536.0,59.778,0.476,39.696,0.008,0.0,0.042,26.0,0.0,0.0,3097.600
11-06 13:03:09,788762624.0,2138112.0,1648676864.0,1534050304.0,82.125,1.288,16.545,0.0,0.0,0.042,26.0,0.0,0.0,442999.467
11-06 13:04:09,793403392.0,2138112.0,1648680960.0,1529405440.0,82.162,1.262,16.509,0.008,0.0,0.058,28.200,2.200,0.0,324.267
11-06 13:05:09,793276416.0,2138112.0,1648680960.0,1529532416.0,82.190,1.238,16.522,0.0,0.0,0.050,26.0,0.0,0.0,648.533
11-06 13:06:09,792137728.0,2138112.0,1674452992.0,1504899072.0,69.890,0.802,29.258,0.0,0.0,0.050,26.0,0.0,0.0,430020.267
11-06 13:07:09,792264704.0,2138112.0,1674452992.0,1504772096.0,50.004,0.0,49.987,0.0,0.0,0.008,27.400,0.0,0.0,1996.800
11-06 13:08:09,802934784.0,2138112.0,1674698752.0,1493856256.0,70.445,0.945,28.569,0.008,0.0,0.033,33.800,7.800,0.0,440960.0
11-06 13:09:09,803131392.0,2138112.0,1674698752.0,1493659648.0,82.192,1.255,16.502,0.008,0.0,0.042,26.0,0.0,0.0,2560.0
11-06 13:10:09,802856960.0,2138112.0,1674702848.0,1493929984.0,82.196,1.213,16.541,0.0,0.0,0.050,26.0,0.0,0.0,324.267
11-06 13:11:09,802746368.0,2138112.0,1674702848.0,1494040576.0,82.149,1.230,16.554,0.008,0.0,0.059,26.0,0.0,0.0,657.067
11-06 13:12:09,803979264.0,2138112.0,1674706944.0,1492803584.0,59.127,0.367,40.489,0.0,0.0,0.017,26.0,0.0,0.0,431709.867
11-06 13:13:09,803979264.0,2138112.0,1674706944.0,1492803584.0,50.013,0.008,49.971,0.0,0.0,0.008,29.600,2.200,0.0,1920.0
11-06 13:14:09,818700288.0,2138112.0,1674956800.0,1477832704.0,68.441,0.819,30.690,0.0,0.0,0.050,28.200,2.200,0.0,441130.667
