"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","g02-01.lsd.di.uminho.pt",,,,"User:","admin"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-13_16:12:22.csv 60",,,,"Date:","13 Jun 2019 16:12:23 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
13-06 16:12:23,481779712.0,2138112.0,2728796160.0,760913920.0,1.655,0.019,98.316,0.008,0.0,0.002,0.0,0.0,420.236,3115.223
13-06 16:13:23,976097280.0,2138112.0,2755358720.0,240033792.0,74.672,1.647,23.573,0.008,0.0,0.100,28.200,2.200,0.0,445900.800
13-06 16:14:23,977965056.0,2138112.0,2755358720.0,238166016.0,79.785,1.359,18.680,0.017,0.0,0.159,26.0,0.0,0.0,1629.867
13-06 16:15:23,984702976.0,2138112.0,2755358720.0,231428096.0,81.268,1.359,17.289,0.008,0.0,0.075,26.0,0.0,0.0,187.733
13-06 16:16:23,985661440.0,2138112.0,2755362816.0,230465536.0,81.709,1.277,16.955,0.008,0.0,0.050,26.0,0.0,0.0,375.467
13-06 16:17:23,1016123392.0,2138112.0,2781483008.0,173883392.0,65.871,0.896,33.191,0.0,0.0,0.042,26.0,0.0,0.0,5512.533
13-06 16:18:23,1018638336.0,2138112.0,2781483008.0,171368448.0,82.002,1.356,16.584,0.0,0.0,0.059,26.0,0.0,0.0,438263.467
13-06 16:19:23,1019211776.0,2138112.0,2781487104.0,170790912.0,81.547,1.490,16.914,0.0,0.0,0.050,26.0,0.0,0.0,1365.333
13-06 16:20:23,1019215872.0,2138112.0,2781487104.0,170786816.0,82.023,1.289,16.612,0.008,0.0,0.067,26.0,0.0,0.0,861.867
13-06 16:21:23,1021288448.0,2138112.0,2807259136.0,142942208.0,77.343,1.162,21.436,0.0,0.0,0.059,26.0,0.0,0.0,282393.600
13-06 16:22:23,1036197888.0,2138112.0,2799333376.0,135958528.0,56.351,0.384,43.232,0.0,0.0,0.033,29.600,2.200,0.0,148889.600
13-06 16:23:23,1036136448.0,2138112.0,2799333376.0,136019968.0,80.460,1.430,17.984,0.008,0.0,0.117,27.500,0.700,0.0,441318.400
13-06 16:24:23,1036120064.0,2138112.0,2799333376.0,136036352.0,82.080,1.257,16.629,0.0,0.0,0.034,26.700,1.500,0.0,1220.267
13-06 16:25:23,1036394496.0,2138112.0,2799333376.0,135761920.0,81.613,1.373,16.956,0.008,0.0,0.050,26.0,0.0,0.0,793.600
13-06 16:26:23,1036779520.0,2138112.0,2825105408.0,109604864.0,76.232,1.410,22.300,0.0,0.0,0.059,33.900,9.300,0.0,282564.267
13-06 16:27:23,1036906496.0,2138112.0,2825105408.0,109477888.0,50.0,0.033,49.958,0.0,0.0,0.008,27.400,0.0,0.0,149512.533
13-06 16:28:23,1044766720.0,2138112.0,2671149056.0,255574016.0,75.063,1.148,23.723,0.0,0.0,0.067,26.0,0.0,0.0,441412.267
13-06 16:29:23,1045659648.0,2138112.0,2671149056.0,254681088.0,80.331,1.185,18.451,0.008,0.0,0.025,26.0,0.0,0.0,102.400
13-06 16:30:23,1045786624.0,2138112.0,2671153152.0,254550016.0,80.455,1.305,18.090,0.0,0.0,0.151,28.200,2.200,0.0,324.267
13-06 16:31:23,1048903680.0,2138112.0,2671153152.0,251432960.0,80.821,1.189,17.822,0.008,0.0,0.159,26.0,0.0,0.0,648.533
13-06 16:32:23,1047638016.0,2138112.0,2696925184.0,226926592.0,70.165,0.891,28.893,0.008,0.0,0.042,26.0,0.0,0.0,264.533
13-06 16:33:23,1047732224.0,2138112.0,2696925184.0,226832384.0,50.008,0.042,49.942,0.0,0.0,0.008,26.0,0.0,0.0,432042.667
13-06 16:34:23,1055838208.0,2138112.0,2697175040.0,218476544.0,67.288,0.899,31.762,0.0,0.0,0.050,28.800,0.0,0.0,439603.200
13-06 16:35:23,1055838208.0,2138112.0,2697175040.0,218476544.0,81.089,1.206,17.638,0.0,0.0,0.067,26.0,0.0,0.0,1715.200
13-06 16:36:23,1055899648.0,2138112.0,2697179136.0,218411008.0,80.604,1.278,18.017,0.017,0.0,0.084,26.0,0.0,0.0,315.733
13-06 16:37:23,1055899648.0,2138112.0,2697179136.0,218411008.0,82.043,1.298,16.601,0.0,0.0,0.059,26.0,0.0,0.0,657.067
13-06 16:38:23,1056894976.0,2138112.0,2697183232.0,217411584.0,70.411,0.878,28.669,0.0,0.0,0.042,26.0,0.0,0.0,401.067
13-06 16:39:23,1057853440.0,2138112.0,2697183232.0,216453120.0,49.992,0.033,49.975,0.0,0.0,0.0,27.500,0.700,0.0,432341.333
13-06 16:40:23,1070968832.0,2138112.0,2697433088.0,203087872.0,57.101,0.359,42.507,0.008,0.0,0.025,26.700,1.500,0.0,307.200
13-06 16:41:23,1070985216.0,2138112.0,2697433088.0,203071488.0,81.048,1.526,17.360,0.0,0.0,0.067,28.200,2.200,0.0,442035.200
13-06 16:42:23,1070981120.0,2138112.0,2697437184.0,203071488.0,82.061,1.288,16.601,0.0,0.0,0.050,26.0,0.0,0.0,1152.0
13-06 16:43:23,1070854144.0,2138112.0,2697437184.0,203198464.0,82.091,1.297,16.545,0.008,0.0,0.059,27.400,0.0,0.0,614.400
13-06 16:44:23,1070714880.0,2138112.0,2697437184.0,203337728.0,73.539,0.988,25.431,0.0,0.0,0.042,28.200,2.200,0.0,520.533
13-06 16:45:23,1070841856.0,2138112.0,2697437184.0,203210752.0,49.996,0.025,49.979,0.0,0.0,0.0,26.0,0.0,0.0,432128.0
13-06 16:46:23,1070968832.0,2138112.0,2697437184.0,203083776.0,50.241,0.067,49.676,0.0,0.0,0.017,26.0,0.0,0.0,102.400
13-06 16:47:23,1081675776.0,2138112.0,2697687040.0,192126976.0,69.917,1.082,28.858,0.0,0.0,0.143,33.900,9.300,0.0,439884.800
13-06 16:48:23,1081802752.0,2138112.0,2697687040.0,192000000.0,80.401,1.212,18.219,0.008,0.0,0.159,26.0,0.0,0.0,4539.733
13-06 16:49:23,1081798656.0,2138112.0,2697691136.0,192000000.0,80.730,1.322,17.814,0.0,0.0,0.134,26.0,0.0,0.0,281.600
13-06 16:50:23,1081921536.0,2138112.0,2697695232.0,191873024.0,81.531,1.275,17.118,0.0,0.0,0.075,26.0,0.0,0.0,938.667
13-06 16:51:23,1082134528.0,2138112.0,2697695232.0,191660032.0,66.728,0.820,32.402,0.017,0.0,0.033,26.0,0.0,0.0,430208.0
13-06 16:52:23,1082261504.0,2138112.0,2697695232.0,191533056.0,50.142,0.050,49.800,0.0,0.0,0.008,27.400,0.0,0.0,2457.600
13-06 16:53:23,1082261504.0,2138112.0,2697695232.0,191533056.0,50.100,0.042,49.858,0.0,0.0,0.0,26.0,0.0,0.0,358.400
13-06 16:54:23,1092681728.0,2138112.0,2697945088.0,180862976.0,65.107,0.728,34.131,0.008,0.0,0.025,26.0,0.0,0.0,439808.0
13-06 16:55:23,1092681728.0,2138112.0,2697945088.0,180862976.0,81.848,1.358,16.727,0.017,0.0,0.050,26.0,0.0,0.0,2048.0
13-06 16:56:23,1092665344.0,2138112.0,2697945088.0,180879360.0,80.451,1.341,18.058,0.008,0.0,0.142,26.0,0.0,0.0,622.933
13-06 16:57:23,1092681728.0,2138112.0,2697945088.0,180862976.0,80.751,1.255,17.867,0.017,0.0,0.110,29.600,2.200,0.0,375.467
13-06 16:58:23,1092743168.0,2138112.0,2697945088.0,180801536.0,68.552,0.852,30.571,0.008,0.0,0.017,28.200,2.200,0.0,375.467
13-06 16:59:23,1092870144.0,2138112.0,2697945088.0,180674560.0,50.004,0.042,49.946,0.0,0.0,0.008,27.400,0.0,0.0,432324.267
13-06 17:00:23,1092997120.0,2138112.0,2697945088.0,180547584.0,50.183,0.067,49.742,0.0,0.0,0.008,26.0,0.0,0.0,358.400
13-06 17:01:23,1106735104.0,2138112.0,2698207232.0,166547456.0,50.822,0.235,48.918,0.0,0.0,0.025,28.200,2.200,0.0,742.400
13-06 17:02:23,1107845120.0,2138112.0,2698207232.0,165437440.0,79.921,1.179,18.799,0.008,0.0,0.092,26.0,0.0,0.0,442990.933
13-06 17:03:23,1107845120.0,2138112.0,2698207232.0,165437440.0,80.517,1.314,18.043,0.0,0.0,0.126,26.0,0.0,0.0,162.133
13-06 17:04:23,1107845120.0,2138112.0,2698207232.0,165437440.0,80.571,1.293,18.060,0.017,0.0,0.059,28.200,2.200,0.0,1510.400
13-06 17:05:23,1107841024.0,2138112.0,2698211328.0,165437440.0,82.014,1.381,16.572,0.0,0.0,0.033,27.400,0.0,0.0,384.0
13-06 17:06:23,1109778432.0,2138112.0,2698211328.0,163500032.0,57.522,0.376,42.093,0.0,0.0,0.008,26.0,0.0,0.0,432546.133
13-06 17:07:23,1109905408.0,2138112.0,2698211328.0,163373056.0,49.987,0.025,49.987,0.0,0.0,0.0,26.0,0.0,0.0,102.400
13-06 17:08:23,1110032384.0,2138112.0,2698211328.0,163246080.0,49.950,0.033,50.008,0.0,0.0,0.008,26.0,0.0,0.0,102.400
13-06 17:09:23,1110110208.0,2138112.0,2698211328.0,163168256.0,49.942,0.033,50.017,0.0,0.0,0.008,26.0,0.0,0.0,102.400
13-06 17:10:23,1124315136.0,2138112.0,2698461184.0,148713472.0,79.462,1.278,19.159,0.017,0.0,0.084,26.0,0.0,0.0,441139.200
13-06 17:11:23,1124315136.0,2138112.0,2698461184.0,148713472.0,80.251,1.264,18.393,0.008,0.0,0.084,26.0,0.0,0.0,1484.800
13-06 17:12:23,1124356096.0,2138112.0,2698461184.0,148672512.0,80.235,1.295,18.327,0.008,0.0,0.135,26.0,0.0,0.0,187.733
13-06 17:13:23,1124438016.0,2138112.0,2698465280.0,148586496.0,80.678,1.293,17.944,0.0,0.0,0.084,26.0,0.0,0.0,384.0
13-06 17:14:23,1125072896.0,2138112.0,2698457088.0,147959808.0,58.994,0.476,40.521,0.0,0.0,0.008,33.800,9.300,0.0,431982.933
13-06 17:15:23,1125072896.0,2138112.0,2698457088.0,147959808.0,49.996,0.033,49.962,0.0,0.0,0.008,28.200,2.200,0.0,2432.0
