"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","g02-05.lsd.di.uminho.pt",,,,"User:","admin"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-17_14:04:29.csv 60",,,,"Date:","17 Jun 2019 14:04:30 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
17-06 14:04:30,459251712.0,0.0,2307776512.0,1206599680.0,1.683,0.123,98.161,0.031,0.0,0.002,0.0,0.0,2012.034,13990.940
17-06 14:05:30,881868800.0,0.0,2307776512.0,783982592.0,72.703,4.640,22.649,0.0,0.0,0.008,27.400,0.0,0.0,1962.667
17-06 14:06:30,881819648.0,0.0,2307776512.0,784031744.0,92.229,6.628,1.142,0.0,0.0,0.0,26.0,0.0,0.0,964.267
17-06 14:07:30,881819648.0,0.0,2307776512.0,784031744.0,92.105,6.603,1.292,0.0,0.0,0.0,26.0,0.0,0.0,588.800
17-06 14:08:30,883089408.0,0.0,2307776512.0,782761984.0,91.838,6.878,1.284,0.0,0.0,0.0,27.400,0.0,0.0,102.400
17-06 14:09:30,884502528.0,0.0,2307776512.0,781348864.0,92.405,6.512,1.084,0.0,0.0,0.0,27.400,0.0,0.0,102.400
17-06 14:10:30,888565760.0,0.0,2307776512.0,777285632.0,78.570,19.013,2.409,0.0,0.0,0.008,26.0,0.0,0.0,102.400
17-06 14:11:30,893136896.0,0.0,2307776512.0,772714496.0,82.975,14.349,2.676,0.0,0.0,0.0,27.400,0.0,0.0,102.400
17-06 14:12:30,896819200.0,0.0,2307776512.0,769032192.0,77.718,19.255,3.027,0.0,0.0,0.0,28.200,2.200,0.0,102.400
17-06 14:13:30,901390336.0,0.0,2307776512.0,764461056.0,74.375,22.298,3.327,0.0,0.0,0.0,26.0,0.0,0.0,102.400
17-06 14:14:30,907214848.0,0.0,2307776512.0,758636544.0,76.057,21.041,2.902,0.0,0.0,0.0,36.100,11.500,0.0,145.067
17-06 14:15:30,909754368.0,0.0,2307776512.0,756097024.0,83.800,12.848,3.352,0.0,0.0,0.0,26.0,0.0,0.0,1484.800
17-06 14:16:30,913944576.0,0.0,2307776512.0,751906816.0,74.352,22.071,3.577,0.0,0.0,0.0,26.0,0.0,0.0,102.400
17-06 14:17:30,918786048.0,0.0,2307776512.0,747065344.0,73.960,22.171,3.869,0.0,0.0,0.0,26.0,0.0,0.0,102.400
17-06 14:18:30,921960448.0,0.0,2307776512.0,743890944.0,85.134,12.023,2.843,0.0,0.0,0.0,26.0,0.0,0.0,102.400
17-06 14:19:30,926277632.0,0.0,2307776512.0,739573760.0,74.860,22.080,3.060,0.0,0.0,0.0,26.0,0.0,0.0,102.400
17-06 14:20:30,930848768.0,0.0,2307776512.0,735002624.0,74.950,21.865,3.185,0.0,0.0,0.0,26.0,0.0,0.0,102.400
17-06 14:21:30,934785024.0,0.0,2307776512.0,731066368.0,81.209,15.773,3.010,0.0,0.0,0.008,27.500,0.700,0.0,102.400
17-06 14:22:30,939069440.0,0.0,2307776512.0,726781952.0,78.911,17.612,3.477,0.0,0.0,0.0,26.700,1.500,0.0,358.400
17-06 14:23:30,943276032.0,0.0,2307776512.0,722575360.0,75.223,21.249,3.528,0.0,0.0,0.0,26.0,0.0,0.0,102.400
17-06 14:24:30,948101120.0,0.0,2307776512.0,717750272.0,74.710,21.879,3.410,0.0,0.0,0.0,26.0,0.0,0.0,102.400
