"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","g02-05.lsd.di.uminho.pt",,,,"User:","admin"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-16_21:37:38.csv 60",,,,"Date:","16 Jun 2019 21:37:39 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
16-06 21:37:39,437063680.0,0.0,2283024384.0,1253539840.0,1.253,0.061,98.652,0.032,0.0,0.002,0.0,0.0,2039.954,14245.907
16-06 21:38:39,964300800.0,0.0,2283032576.0,726294528.0,72.356,3.161,24.484,0.0,0.0,0.0,26.0,0.0,0.0,2261.333
16-06 21:39:39,838340608.0,0.0,2283032576.0,852254720.0,93.348,3.698,2.945,0.0,0.0,0.008,26.0,0.0,0.0,938.667
16-06 21:40:39,979648512.0,0.0,2283032576.0,710946816.0,93.975,3.288,2.736,0.0,0.0,0.0,26.0,0.0,0.0,102.400
16-06 21:41:39,898510848.0,0.0,2283032576.0,792084480.0,93.650,3.430,2.920,0.0,0.0,0.0,28.200,2.200,0.0,102.400
16-06 21:42:39,875528192.0,0.0,2283032576.0,815067136.0,93.688,3.645,2.667,0.0,0.0,0.0,26.0,0.0,0.0,102.400
16-06 21:43:39,878718976.0,0.0,2283032576.0,811876352.0,86.538,5.542,7.912,0.0,0.0,0.008,26.0,0.0,0.0,102.400
16-06 21:44:39,881385472.0,0.0,2283032576.0,809209856.0,90.267,4.441,5.292,0.0,0.0,0.0,28.100,0.0,0.0,102.400
16-06 21:45:39,884940800.0,0.0,2283032576.0,805654528.0,87.360,5.317,7.323,0.0,0.0,0.0,26.700,0.0,0.0,102.400
16-06 21:46:39,888750080.0,0.0,2283032576.0,801845248.0,87.019,5.446,7.535,0.0,0.0,0.0,26.0,0.0,0.0,102.400
16-06 21:47:39,893067264.0,0.0,2283032576.0,797528064.0,87.133,5.370,7.497,0.0,0.0,0.0,26.0,0.0,0.0,102.400
16-06 21:48:39,895463424.0,0.0,2283032576.0,795131904.0,90.174,4.863,4.963,0.0,0.0,0.0,26.0,0.0,0.0,102.400
16-06 21:49:39,899018752.0,0.0,2283032576.0,791576576.0,86.567,5.420,8.005,0.0,0.0,0.008,28.200,2.200,0.0,102.400
16-06 21:50:39,902193152.0,0.0,2283032576.0,788402176.0,87.425,5.404,7.171,0.0,0.0,0.0,27.400,0.0,0.0,102.400
16-06 21:51:39,906145792.0,0.0,2283032576.0,784449536.0,87.045,5.119,7.837,0.0,0.0,0.0,28.200,2.200,0.0,102.400
16-06 21:52:39,909193216.0,0.0,2283032576.0,781402112.0,90.648,4.563,4.789,0.0,0.0,0.0,28.200,2.200,0.0,102.400
16-06 21:53:39,912621568.0,0.0,2283032576.0,777973760.0,86.836,5.261,7.903,0.0,0.0,0.0,26.0,0.0,0.0,102.400
16-06 21:54:39,916049920.0,0.0,2283032576.0,774545408.0,87.487,5.277,7.236,0.0,0.0,0.0,26.0,0.0,0.0,102.400
16-06 21:55:39,920240128.0,0.0,2283032576.0,770355200.0,88.680,4.968,6.344,0.0,0.0,0.008,26.0,0.0,0.0,102.400
16-06 21:56:39,922382336.0,0.0,2283032576.0,768212992.0,88.911,4.777,6.311,0.0,0.0,0.0,26.0,0.0,0.0,102.400
16-06 21:57:39,940285952.0,0.0,2283032576.0,750309376.0,86.861,5.436,7.703,0.0,0.0,0.0,26.0,0.0,0.0,102.400
16-06 21:58:39,943968256.0,0.0,2283032576.0,746627072.0,87.172,5.255,7.574,0.0,0.0,0.0,28.200,2.200,0.0,102.400
16-06 21:59:39,947159040.0,0.0,2283032576.0,743436288.0,89.970,4.640,5.390,0.0,0.0,0.0,27.400,0.0,0.0,102.400
