"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","localhost.localdomain",,,,"User:","rafaelbraga25"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-14_11:55:38.csv 60",,,,"Date:","14 Jun 2019 11:55:39 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
14-06 11:55:39,1263616000.0,2203648.0,2049384448.0,4866818048.0,98.327,1.268,0.371,0.023,0.0,0.011,0.0,0.0,174102.780,292622.944
14-06 11:56:39,1782456320.0,2203648.0,2075947008.0,4321415168.0,98.480,1.503,0.017,0.0,0.0,0.0,17.0,0.0,0.0,448375.467
14-06 11:57:39,1791303680.0,2203648.0,2101800960.0,4286713856.0,99.716,0.284,0.0,0.0,0.0,0.0,11.0,0.0,0.0,432989.867
14-06 11:58:39,1797943296.0,2203648.0,2102050816.0,4279824384.0,99.767,0.233,0.0,0.0,0.0,0.0,18.0,0.0,0.0,443025.067
14-06 11:59:39,1819938816.0,2203648.0,2128105472.0,4231774208.0,99.249,0.751,0.0,0.0,0.0,0.0,10.0,0.0,0.0,2679.467
14-06 12:00:39,1822248960.0,2203648.0,2128101376.0,4229468160.0,99.650,0.333,0.0,0.0,0.0,0.017,18.0,0.0,0.0,446199.467
14-06 12:01:39,1834381312.0,2203648.0,2154127360.0,4191309824.0,98.800,1.200,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1843.200
14-06 12:02:39,1834860544.0,2203648.0,2154127360.0,4190830592.0,99.566,0.434,0.0,0.0,0.0,0.0,18.0,0.0,0.0,442248.533
14-06 12:03:39,1840357376.0,2203648.0,2179903488.0,4159557632.0,99.817,0.167,0.0,0.0,0.0,0.017,10.0,0.0,0.0,430003.200
14-06 12:04:39,1857110016.0,2203648.0,2180153344.0,4142555136.0,99.333,0.667,0.0,0.0,0.0,0.0,19.0,0.0,0.0,442077.867
14-06 12:05:39,1862049792.0,2203648.0,2180153344.0,4137615360.0,99.583,0.417,0.0,0.0,0.0,0.0,13.050,0.0,0.0,432145.067
14-06 12:06:39,1872912384.0,2203648.0,2180407296.0,4126498816.0,99.750,0.233,0.017,0.0,0.0,0.0,19.0,0.0,0.0,441804.800
14-06 12:07:39,1872912384.0,2203648.0,2180407296.0,4126498816.0,99.900,0.083,0.0,0.0,0.0,0.017,29.0,0.0,0.0,1254.400
14-06 12:08:39,1885458432.0,2203648.0,2180661248.0,4113698816.0,99.500,0.500,0.0,0.0,0.0,0.0,4.0,0.0,0.0,431283.200
14-06 12:09:39,1885265920.0,2203648.0,2180661248.0,4113891328.0,99.900,0.100,0.0,0.0,0.0,0.0,19.0,0.0,0.0,441984.0
14-06 12:10:39,1885372416.0,2203648.0,2180669440.0,4113776640.0,99.533,0.450,0.0,0.0,0.0,0.017,13.300,0.0,0.0,433681.067
14-06 12:11:39,1895055360.0,2203648.0,2180923392.0,4103839744.0,99.683,0.317,0.0,0.0,0.0,0.0,20.0,0.0,0.0,441540.267
14-06 12:12:39,1895178240.0,2203648.0,2180927488.0,4103712768.0,99.800,0.200,0.0,0.0,0.0,0.0,8.0,0.0,0.0,431112.533
14-06 12:13:39,1904082944.0,2203648.0,2181181440.0,4094554112.0,99.650,0.350,0.0,0.0,0.0,0.0,21.0,0.0,0.0,441335.467
14-06 12:14:39,1904082944.0,2203648.0,2181181440.0,4094554112.0,99.933,0.067,0.0,0.0,0.0,0.0,7.0,0.0,0.0,3490.133
14-06 12:15:39,1904410624.0,2203648.0,2181185536.0,4094222336.0,99.783,0.200,0.0,0.0,0.0,0.017,21.0,0.0,0.0,432017.067
14-06 12:16:39,1916141568.0,2203648.0,2181439488.0,4082237440.0,99.683,0.317,0.0,0.0,0.0,0.0,7.0,0.0,0.0,440695.467
14-06 12:17:39,1919070208.0,2203648.0,2181439488.0,4079308800.0,99.500,0.500,0.0,0.0,0.0,0.0,25.050,0.0,0.0,1800.533
