"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","g02-05.lsd.di.uminho.pt",,,,"User:","admin"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-15_12:10:14.csv 60",,,,"Date:","15 Jun 2019 12:10:16 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
15-06 12:10:16,628207616.0,0.0,2473521152.0,871899136.0,0.028,0.012,99.939,0.020,0.0,0.000,0.0,0.0,1353.778,6965.667
15-06 12:11:16,1115926528.0,0.0,2580381696.0,277319680.0,49.590,1.716,33.333,15.252,0.0,0.109,198601.933,5066.967,1146470.400,3512337.067
15-06 12:12:16,1118113792.0,0.0,2580381696.0,275132416.0,80.148,1.327,18.383,0.0,0.0,0.143,60.633,112.367,0.0,458905.600
15-06 12:13:16,1118097408.0,0.0,2580381696.0,275148800.0,80.049,1.493,18.341,0.0,0.0,0.117,32.833,14.400,0.0,878.933
15-06 12:14:16,1118478336.0,0.0,2580381696.0,274767872.0,80.546,1.383,17.953,0.0,0.0,0.117,32.967,9.833,0.0,384.0
15-06 12:15:16,1119084544.0,0.0,2580385792.0,274157568.0,80.623,1.482,17.794,0.0,0.0,0.100,53.033,39.933,0.0,366.933
15-06 12:16:16,1118822400.0,0.0,2580385792.0,274419712.0,81.214,1.448,17.229,0.0,0.0,0.109,102.033,132.400,0.0,2389.333
15-06 12:17:16,1118949376.0,0.0,2580385792.0,274292736.0,80.732,1.465,17.678,0.0,0.0,0.126,29.300,10.100,0.0,187.733
15-06 12:18:16,1118949376.0,0.0,2580385792.0,274292736.0,79.470,1.637,18.751,0.0,0.0,0.143,33.500,12.900,0.0,384.0
15-06 12:19:16,1123581952.0,0.0,2606157824.0,243888128.0,77.214,1.350,21.318,0.0,0.0,0.117,30.700,17.300,0.0,861.867
