"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","g02-01.lsd.di.uminho.pt",,,,"User:","admin"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-13_15:53:38.csv 60",,,,"Date:","13 Jun 2019 15:53:39 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
13-06 15:53:39,484679680.0,2138112.0,2728263680.0,758546432.0,1.623,0.019,98.349,0.008,0.0,0.002,0.0,0.0,420.400,3034.539
13-06 15:54:39,1003954176.0,2138112.0,2754826240.0,212709376.0,83.884,1.002,14.980,0.0,0.0,0.134,26.0,0.0,0.0,445875.200
13-06 15:55:39,1004081152.0,2138112.0,2754826240.0,212582400.0,91.252,0.309,8.330,0.0,0.0,0.109,28.200,2.200,0.0,1194.667
13-06 15:56:39,1004208128.0,2138112.0,2754826240.0,212455424.0,91.992,0.293,7.715,0.0,0.0,0.0,27.400,0.0,0.0,358.400
13-06 15:57:39,1039720448.0,2138112.0,2780950528.0,150818816.0,81.127,0.409,18.413,0.0,0.0,0.050,26.0,0.0,0.0,470732.800
13-06 15:58:39,1039798272.0,2138112.0,2780950528.0,150740992.0,91.268,0.293,8.356,0.008,0.0,0.075,26.0,0.0,0.0,403891.200
13-06 15:59:39,1039798272.0,2138112.0,2780950528.0,150740992.0,91.474,0.276,8.200,0.0,0.0,0.050,26.0,0.0,0.0,102.400
13-06 16:00:39,1049419776.0,2138112.0,2806726656.0,115343360.0,76.150,0.251,23.541,0.0,0.0,0.058,32.400,7.800,0.0,708.267
13-06 16:01:39,1066827776.0,2138112.0,2743758848.0,160903168.0,88.490,0.468,10.858,0.092,0.0,0.092,26.0,0.0,0.0,444868.267
13-06 16:02:39,1069125632.0,2138112.0,2743758848.0,158605312.0,91.562,0.300,7.995,0.008,0.0,0.134,26.0,0.0,0.0,1501.867
13-06 16:03:39,1069056000.0,2138112.0,2743758848.0,158674944.0,91.571,0.259,8.053,0.0,0.0,0.117,26.0,0.0,0.0,102.400
13-06 16:04:39,1081040896.0,2138112.0,2736222208.0,154226688.0,66.277,0.293,33.356,0.008,0.0,0.067,27.400,0.0,0.0,430097.067
13-06 16:05:39,1081606144.0,2138112.0,2736222208.0,153661440.0,91.776,0.317,7.807,0.0,0.0,0.100,28.200,2.200,0.0,440994.133
13-06 16:06:39,1081606144.0,2138112.0,2736222208.0,153661440.0,91.863,0.275,7.762,0.0,0.0,0.100,26.700,2.200,0.0,102.400
13-06 16:07:39,1081860096.0,2138112.0,2761998336.0,127631360.0,83.812,0.250,15.838,0.0,0.0,0.100,26.0,0.0,0.0,179.200
13-06 16:08:39,1094500352.0,2138112.0,2728796160.0,148193280.0,65.886,0.250,33.772,0.0,0.0,0.092,27.400,0.0,0.0,869794.133
13-06 16:09:39,1094692864.0,2138112.0,2728796160.0,148000768.0,88.636,0.317,10.897,0.008,0.0,0.142,28.200,2.200,0.0,2005.333
13-06 16:10:39,1094692864.0,2138112.0,2728796160.0,148000768.0,90.049,0.284,9.517,0.0,0.0,0.150,26.0,0.0,0.0,102.400
13-06 16:11:39,1094754304.0,2138112.0,2728796160.0,147939328.0,81.993,0.343,17.546,0.008,0.0,0.109,27.400,0.0,0.0,221.867
