"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","localhost.localdomain",,,,"User:","rafaelbraga25"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-13_19:27:14.csv 60",,,,"Date:","13 Jun 2019 19:27:14 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
13-06 19:27:14,1091739648.0,2203648.0,3599310848.0,3488768000.0,80.926,1.330,17.710,0.019,0.0,0.015,0.0,0.0,113951.925,381116.178
13-06 19:28:15,1637502976.0,2203648.0,3652005888.0,2890309632.0,98.684,1.283,0.017,0.0,0.0,0.017,14.050,0.0,0.0,449706.667
13-06 19:29:15,1641852928.0,2203648.0,3677794304.0,2860171264.0,99.248,0.718,0.0,0.0,0.0,0.033,48.0,0.0,0.0,446020.267
13-06 19:30:15,1659744256.0,2203648.0,3703816192.0,2816258048.0,99.166,0.817,0.017,0.0,0.0,0.0,37.600,0.0,0.0,444484.267
13-06 19:31:15,1669701632.0,2203648.0,3704070144.0,2806046720.0,99.600,0.384,0.0,0.0,0.0,0.017,6.0,0.0,0.0,443733.333
13-06 19:32:15,1686556672.0,2203648.0,3730104320.0,2763157504.0,98.681,1.285,0.0,0.0,0.0,0.033,23.0,0.0,0.0,442129.067
13-06 19:33:15,1701523456.0,2203648.0,3730358272.0,2747936768.0,99.550,0.450,0.0,0.0,0.0,0.0,12.300,0.0,0.0,6886.400
13-06 19:34:15,1710985216.0,2203648.0,3730612224.0,2738221056.0,99.683,0.283,0.017,0.0,0.0,0.017,24.0,0.0,0.0,441702.400
13-06 19:35:15,1711398912.0,2203648.0,3730612224.0,2737807360.0,99.700,0.284,0.0,0.0,0.0,0.017,7.0,0.0,0.0,439526.400
13-06 19:36:15,1720729600.0,2203648.0,3730870272.0,2728218624.0,99.700,0.300,0.0,0.0,0.0,0.0,24.0,0.0,0.0,442675.200
13-06 19:37:15,1729617920.0,2203648.0,3731124224.0,2719076352.0,99.683,0.300,0.0,0.0,0.0,0.017,7.0,0.0,0.0,432179.200
13-06 19:38:15,1738141696.0,2203648.0,3731443712.0,2710233088.0,99.650,0.334,0.0,0.0,0.0,0.017,25.0,0.0,0.0,872644.267
13-06 19:39:15,1740636160.0,2203648.0,3731382272.0,2707800064.0,99.800,0.200,0.0,0.0,0.0,0.0,10.050,0.0,0.0,440524.800
