"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","localhost.localdomain",,,,"User:","rafaelbraga25"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-10_18:43:33.csv 60",,,,"Date:","10 Jun 2019 18:43:34 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
10-06 18:43:34,1153409024.0,2203648.0,2598117376.0,4428283904.0,47.390,1.718,50.873,0.012,0.0,0.006,0.0,0.0,96239.537,210253.034
10-06 18:44:34,1682255872.0,2203648.0,2650464256.0,3847090176.0,98.768,1.199,0.017,0.0,0.0,0.017,10.0,0.0,0.0,449006.933
10-06 18:45:34,1702789120.0,2203648.0,2676588544.0,3800432640.0,99.717,0.283,0.0,0.0,0.0,0.0,24.0,0.0,0.0,446080.0
10-06 18:46:34,1723707392.0,2203648.0,2702602240.0,3753500672.0,99.383,0.617,0.0,0.0,0.0,0.0,14.050,0.0,0.0,442939.733
10-06 18:47:34,1736212480.0,2203648.0,2728665088.0,3714932736.0,98.999,0.967,0.017,0.0,0.0,0.017,24.0,0.0,0.0,441924.267
10-06 18:48:34,1751203840.0,2203648.0,2728898560.0,3699707904.0,98.600,1.400,0.0,0.0,0.0,0.0,49.700,6.700,0.0,442521.600
10-06 18:49:34,1760030720.0,2203648.0,2729152512.0,3690627072.0,98.967,1.017,0.017,0.0,0.0,0.0,6.0,0.0,0.0,10402.133
10-06 18:50:34,1770237952.0,2203648.0,2729418752.0,3680153600.0,99.316,0.684,0.0,0.0,0.0,0.0,29.300,0.0,0.0,438570.667
10-06 18:51:34,1772445696.0,2203648.0,2729418752.0,3677945856.0,99.617,0.367,0.0,0.0,0.0,0.017,9.0,0.0,0.0,444296.533
10-06 18:52:34,1782988800.0,2203648.0,2729672704.0,3667148800.0,99.533,0.467,0.0,0.0,0.0,0.0,25.0,0.0,0.0,442743.467
10-06 18:53:34,1791709184.0,2203648.0,2729930752.0,3658170368.0,99.567,0.417,0.0,0.0,0.0,0.017,9.0,0.0,0.0,433006.933
10-06 18:54:34,1793781760.0,2203648.0,2729930752.0,3656097792.0,99.783,0.217,0.0,0.0,0.0,0.0,25.0,0.0,0.0,443059.200
10-06 18:55:34,1806622720.0,2203648.0,2730184704.0,3643002880.0,99.650,0.350,0.0,0.0,0.0,0.0,9.0,0.0,0.0,872558.933
