"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","localhost.localdomain",,,,"User:","rafaelbraga25"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-10_17:42:39.csv 60",,,,"Date:","10 Jun 2019 17:42:40 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
10-06 17:42:40,1113669632.0,2203648.0,1810006016.0,5256134656.0,22.824,2.191,74.960,0.018,0.0,0.007,0.0,0.0,141514.506,108157.645
10-06 17:43:40,1630502912.0,2203648.0,1836568576.0,4712738816.0,98.667,1.333,0.0,0.0,0.0,0.0,28.0,0.0,0.0,880861.867
10-06 17:44:40,1653534720.0,2203648.0,1862696960.0,4663578624.0,98.466,1.517,0.017,0.0,0.0,0.0,6.0,0.0,0.0,10990.933
10-06 17:45:40,1667239936.0,2203648.0,1888714752.0,4623855616.0,98.750,1.234,0.0,0.0,0.0,0.017,28.0,0.0,0.0,438417.067
10-06 17:46:40,1667780608.0,2203648.0,1888714752.0,4623314944.0,99.783,0.217,0.0,0.0,0.0,0.0,10.050,0.0,0.0,443417.600
10-06 17:47:40,1677750272.0,2203648.0,1914740736.0,4587319296.0,99.150,0.850,0.0,0.0,0.0,0.0,28.0,0.0,0.0,6784.0
10-06 17:48:40,1678364672.0,2203648.0,1940520960.0,4560924672.0,99.683,0.317,0.0,0.0,0.0,0.0,42.0,0.0,0.0,437794.133
10-06 17:49:40,1691860992.0,2203648.0,1940774912.0,4547174400.0,98.833,1.134,0.017,0.0,0.0,0.017,3.0,0.0,0.0,871372.800
10-06 17:50:40,1693007872.0,2203648.0,1940783104.0,4546019328.0,99.350,0.650,0.0,0.0,0.0,0.0,32.300,0.0,0.0,4710.400
