"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","g02-05.lsd.di.uminho.pt",,,,"User:","admin"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-17_13:01:45.csv 60",,,,"Date:","17 Jun 2019 13:01:46 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
17-06 13:01:46,455491584.0,0.0,2307235840.0,1210900480.0,1.589,0.107,98.271,0.032,0.0,0.002,0.0,0.0,2014.285,14006.240
17-06 13:02:46,864448512.0,0.0,2307244032.0,801935360.0,69.296,7.753,22.943,0.0,0.0,0.008,121.233,81.567,0.0,3916.800
17-06 13:03:46,862400512.0,0.0,2307248128.0,803979264.0,87.416,12.126,0.459,0.0,0.0,0.0,48.767,25.533,0.0,2432.0
17-06 13:04:46,865210368.0,0.0,2307289088.0,801128448.0,87.107,12.525,0.360,0.0,0.0,0.008,142.700,123.067,0.0,1681.067
17-06 13:05:46,863297536.0,0.0,2307555328.0,802775040.0,86.994,12.513,0.493,0.0,0.0,0.0,495.233,376.667,2594.133,2158.933
17-06 13:06:46,866897920.0,0.0,2307723264.0,799006720.0,86.779,12.660,0.552,0.0,0.0,0.008,715.483,555.617,2662.400,8038.400
17-06 13:07:46,872509440.0,0.0,2307723264.0,793395200.0,81.916,17.430,0.637,0.0,0.0,0.017,540.517,1059.283,0.0,9702.400
17-06 13:08:46,876580864.0,0.0,2307723264.0,789323776.0,75.694,23.504,0.802,0.0,0.0,0.0,74.100,54.633,0.0,3097.600
17-06 13:09:46,878358528.0,0.0,2307723264.0,787546112.0,76.222,23.068,0.702,0.0,0.0,0.008,26.0,0.0,0.0,1501.867
