"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","localhost.localdomain",,,,"User:","barreira"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-11_14:12:00.csv 60",,,,"Date:","11 Jun 2019 14:12:01 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
11-06 14:12:01,588013568.0,2154496.0,1889701888.0,1474314240.0,27.674,2.000,70.187,0.041,0.0,0.097,0.0,0.0,114570.499,928676.422
11-06 14:13:01,1180499968.0,2154496.0,1942396928.0,829132800.0,83.248,2.060,14.608,0.008,0.0,0.075,12.433,6.700,341.333,877508.267
11-06 14:14:01,1203372032.0,2154496.0,1968422912.0,780234752.0,86.324,1.481,12.104,0.042,0.0,0.050,5.733,0.0,0.0,449041.067
11-06 14:15:01,1218293760.0,2154496.0,2020225024.0,713510912.0,77.306,1.183,21.435,0.0,0.0,0.076,5.733,0.0,0.0,877004.800
11-06 14:16:01,1247809536.0,2154496.0,2020474880.0,683745280.0,74.046,1.089,24.781,0.017,0.0,0.068,5.733,0.0,0.0,872149.333
11-06 14:17:01,1890574336.0,2154496.0,1893109760.0,168345600.0,72.694,1.834,25.228,0.035,0.0,0.209,5.733,0.0,0.0,443289.600
11-06 14:18:01,1262907392.0,2154496.0,1864306688.0,824815616.0,72.454,1.476,25.993,0.0,0.0,0.076,5.733,0.0,0.0,871389.867
11-06 14:19:01,1275445248.0,2154496.0,1864560640.0,812023808.0,73.356,1.290,25.287,0.0,0.0,0.067,5.733,0.0,0.0,871773.867
11-06 14:20:01,1295958016.0,2154496.0,1864818688.0,791252992.0,68.371,1.117,30.453,0.008,0.0,0.050,5.733,0.0,0.0,431180.800
11-06 14:21:01,1311649792.0,2154496.0,1865072640.0,775307264.0,65.925,1.041,32.967,0.0,0.0,0.067,2.867,0.0,0.0,871901.867
