"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","localhost.localdomain",,,,"User:","barreira"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-13_16:08:33.csv 60",,,,"Date:","13 Jun 2019 16:08:33 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
13-06 16:08:33,887898112.0,167936.0,2207739904.0,858378240.0,31.928,1.356,66.668,0.015,0.0,0.033,0.0,0.0,38949.472,244382.561
13-06 16:09:33,1463476224.0,167936.0,2332766208.0,157773824.0,72.884,4.241,22.581,0.160,0.0,0.134,70.133,391.600,1721480.533,878105.600
13-06 16:10:33,1487085568.0,167936.0,2320945152.0,145985536.0,75.421,3.091,21.438,0.0,0.0,0.050,32.133,90.533,0.0,441625.600
13-06 16:11:33,1505382400.0,167936.0,2316689408.0,131944448.0,72.113,3.048,24.780,0.008,0.0,0.050,35.433,192.700,0.0,445849.600
13-06 16:12:33,1521897472.0,167936.0,2275016704.0,157102080.0,71.683,2.273,25.994,0.0,0.0,0.050,32.133,90.533,0.0,441096.533
13-06 16:13:33,1534140416.0,167936.0,2275270656.0,144605184.0,68.366,1.719,29.857,0.0,0.0,0.059,34.233,99.367,0.0,441386.667
13-06 16:14:33,1545445376.0,167936.0,2275536896.0,133033984.0,64.057,2.180,33.690,0.010,0.0,0.063,62.300,107.700,136.533,438468.267
13-06 16:15:33,1552896000.0,167936.0,2216476672.0,184643584.0,68.808,1.688,29.454,0.0,0.0,0.050,33.133,91.533,0.0,443050.667
13-06 16:16:33,1553944576.0,167936.0,2216480768.0,183590912.0,68.200,1.678,30.079,0.0,0.0,0.042,13.433,121.367,0.0,870920.533
13-06 16:17:33,1566580736.0,167936.0,2216734720.0,170700800.0,69.107,1.964,28.871,0.008,0.0,0.050,27.400,91.533,0.0,441002.667
13-06 16:18:33,1581510656.0,167936.0,2216992768.0,155512832.0,70.231,1.654,28.047,0.0,0.0,0.067,47.0,91.400,0.0,872064.0
