"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","g02-01.lsd.di.uminho.pt",,,,"User:","admin"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-11_14:39:40.csv 60",,,,"Date:","11 Jun 2019 14:39:41 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
11-06 14:39:41,229048320.0,2138112.0,1808027648.0,1934413824.0,0.373,0.007,99.613,0.007,0.0,0.000,0.0,0.0,274.342,1020.883
11-06 14:40:41,747601920.0,2138112.0,1834590208.0,1389297664.0,81.430,1.019,17.509,0.0,0.0,0.042,28.200,2.200,0.0,446455.467
11-06 14:41:41,750850048.0,2138112.0,1834590208.0,1386049536.0,88.364,0.485,11.118,0.0,0.0,0.033,26.0,0.0,0.0,2082.133
11-06 14:42:41,752766976.0,2138112.0,1834590208.0,1384132608.0,88.946,0.384,10.619,0.008,0.0,0.042,26.0,0.0,0.0,128.0
11-06 14:43:41,782311424.0,2138112.0,1860714496.0,1328463872.0,77.794,0.459,21.689,0.0,0.0,0.058,26.0,0.0,0.0,1390.933
11-06 14:44:41,782438400.0,2138112.0,1860714496.0,1328336896.0,87.983,0.493,11.457,0.008,0.0,0.058,29.600,2.200,0.0,442777.600
11-06 14:45:41,786833408.0,2138112.0,1860714496.0,1323941888.0,87.085,0.527,12.330,0.0,0.0,0.059,26.0,0.0,0.0,1356.800
11-06 14:46:41,786755584.0,2138112.0,1860714496.0,1324019712.0,87.084,0.501,12.364,0.0,0.0,0.050,26.0,0.0,0.0,102.400
11-06 14:47:41,805310464.0,2138112.0,1886740480.0,1279438848.0,69.812,0.367,29.770,0.008,0.0,0.042,28.200,2.200,0.0,430080.0
11-06 14:48:41,806559744.0,2138112.0,1886740480.0,1278189568.0,88.795,0.493,10.695,0.0,0.0,0.017,26.0,0.0,0.0,441352.533
11-06 14:49:41,805838848.0,2138112.0,1886740480.0,1278910464.0,88.912,0.493,10.554,0.008,0.0,0.033,32.400,7.800,0.0,1382.400
11-06 14:50:41,805965824.0,2138112.0,1886740480.0,1278783488.0,89.204,0.426,10.312,0.008,0.0,0.050,27.400,0.0,0.0,1075.200
11-06 14:51:41,817520640.0,2138112.0,1912766464.0,1241202688.0,62.414,0.242,37.302,0.0,0.0,0.042,26.0,0.0,0.0,430370.133
11-06 14:52:41,818638848.0,2138112.0,1912766464.0,1240084480.0,89.619,0.451,9.822,0.0,0.0,0.108,26.0,0.0,0.0,441070.933
11-06 14:53:41,818765824.0,2138112.0,1912766464.0,1239957504.0,89.592,0.467,9.791,0.0,0.0,0.150,26.0,0.0,0.0,1211.733
11-06 14:54:41,820424704.0,2138112.0,1938542592.0,1212522496.0,84.537,0.392,14.937,0.0,0.0,0.133,26.0,0.0,0.0,429909.333
11-06 14:55:41,835149824.0,2138112.0,1938792448.0,1197547520.0,59.351,0.192,40.399,0.008,0.0,0.050,26.0,0.0,0.0,1365.333
11-06 14:56:41,835756032.0,2138112.0,1938792448.0,1196941312.0,89.598,0.459,9.835,0.0,0.0,0.109,28.900,0.700,0.0,441053.867
11-06 14:57:41,835887104.0,2138112.0,1938792448.0,1196810240.0,89.657,0.450,9.776,0.0,0.0,0.117,28.900,3.700,0.0,1681.067
11-06 14:58:41,835252224.0,2138112.0,1938792448.0,1197445120.0,86.113,0.442,13.319,0.0,0.0,0.125,26.0,0.0,0.0,520.533
11-06 14:59:41,851300352.0,2138112.0,1939046400.0,1181143040.0,50.613,0.117,49.246,0.0,0.0,0.025,26.0,0.0,0.0,431880.533
11-06 15:00:41,851349504.0,2138112.0,1939046400.0,1181093888.0,88.085,0.484,11.289,0.0,0.0,0.142,26.0,0.0,0.0,440362.667
11-06 15:01:41,852750336.0,2138112.0,1939050496.0,1179688960.0,86.505,0.526,12.885,0.017,0.0,0.067,28.200,2.200,0.0,2321.067
11-06 15:02:41,852733952.0,2138112.0,1939050496.0,1179705344.0,88.472,0.460,11.010,0.017,0.0,0.042,26.0,0.0,0.0,2978.133
11-06 15:03:41,852164608.0,2138112.0,1939054592.0,1180270592.0,62.208,0.184,37.575,0.008,0.0,0.025,26.0,0.0,0.0,430054.400
11-06 15:04:41,861609984.0,2138112.0,1939304448.0,1170575360.0,65.309,0.284,34.332,0.0,0.0,0.075,28.200,2.200,0.0,2167.467
11-06 15:05:41,861548544.0,2138112.0,1939304448.0,1170636800.0,89.615,0.434,9.842,0.0,0.0,0.108,27.400,0.0,0.0,440985.600
11-06 15:06:41,861548544.0,2138112.0,1939304448.0,1170636800.0,89.549,0.484,9.833,0.0,0.0,0.134,26.0,0.0,0.0,102.400
11-06 15:07:41,860643328.0,2138112.0,1939304448.0,1171542016.0,80.218,0.358,19.331,0.0,0.0,0.092,27.400,0.0,0.0,102.400
11-06 15:08:41,860803072.0,2138112.0,1939304448.0,1171382272.0,50.0,0.017,49.983,0.0,0.0,0.0,26.0,0.0,0.0,431300.267
11-06 15:09:41,874713088.0,2138112.0,1939562496.0,1157214208.0,79.354,0.400,20.128,0.0,0.0,0.117,26.0,0.0,0.0,441344.0
11-06 15:10:41,877391872.0,2138112.0,1939562496.0,1154535424.0,89.644,0.451,9.789,0.0,0.0,0.117,26.0,0.0,0.0,1203.200
11-06 15:11:41,877264896.0,2138112.0,1939562496.0,1154662400.0,89.600,0.467,9.800,0.008,0.0,0.125,26.0,0.0,0.0,102.400
11-06 15:12:41,877559808.0,2138112.0,1939566592.0,1154363392.0,66.091,0.217,33.642,0.0,0.0,0.050,26.0,0.0,0.0,430054.400
11-06 15:13:41,877559808.0,2138112.0,1939566592.0,1154363392.0,50.038,0.033,49.921,0.0,0.0,0.008,32.400,7.800,0.0,1954.133
11-06 15:14:41,891650048.0,2138112.0,1939820544.0,1140019200.0,85.211,0.467,14.196,0.0,0.0,0.125,30.400,4.400,0.0,441676.800
11-06 15:15:41,891650048.0,2138112.0,1939820544.0,1140019200.0,89.663,0.425,9.820,0.0,0.0,0.092,26.0,0.0,0.0,1902.933
11-06 15:16:41,891584512.0,2138112.0,1939820544.0,1140084736.0,89.531,0.467,9.860,0.008,0.0,0.133,27.400,0.0,0.0,102.400
11-06 15:17:41,891686912.0,2138112.0,1939820544.0,1139982336.0,60.298,0.150,39.502,0.0,0.0,0.050,27.400,0.0,0.0,431658.667
11-06 15:18:41,891863040.0,2138112.0,1939820544.0,1139806208.0,50.008,0.008,49.975,0.0,0.0,0.008,27.500,0.700,0.0,1262.933
11-06 15:19:41,906383360.0,2138112.0,1940074496.0,1125031936.0,82.201,0.475,17.207,0.008,0.0,0.108,26.700,1.500,0.0,441130.667
11-06 15:20:41,907489280.0,2138112.0,1940074496.0,1123926016.0,89.523,0.484,9.860,0.0,0.0,0.133,26.0,0.0,0.0,1629.867
11-06 15:21:41,908029952.0,2138112.0,1940074496.0,1123385344.0,89.571,0.467,9.853,0.0,0.0,0.108,28.200,2.200,0.0,102.400
11-06 15:22:41,908316672.0,2138112.0,1940078592.0,1123094528.0,63.391,0.192,36.351,0.0,0.0,0.067,26.0,0.0,0.0,430028.800
11-06 15:23:41,908189696.0,2138112.0,1940078592.0,1123221504.0,50.004,0.008,49.979,0.0,0.0,0.008,26.0,0.0,0.0,1749.333
