"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","localhost.localdomain",,,,"User:","rafaelbraga25"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-14_10:51:51.csv 60",,,,"Date:","14 Jun 2019 10:51:52 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
14-06 10:51:52,1132187648.0,2203648.0,1797505024.0,5250125824.0,96.909,2.235,0.790,0.050,0.0,0.017,0.0,0.0,350631.224,317344.381
14-06 10:52:52,1679339520.0,2203648.0,1826177024.0,4674301952.0,98.581,1.368,0.017,0.0,0.0,0.033,29.0,0.0,327543.467,923494.400
14-06 10:53:52,1709768704.0,2203648.0,1829928960.0,4640120832.0,99.249,0.701,0.0,0.0,0.0,0.050,11.050,0.0,309589.333,45380.267
14-06 10:54:52,1773346816.0,2203648.0,1859715072.0,4546756608.0,98.097,1.853,0.0,0.0,0.0,0.050,17.0,0.0,466534.400,62941.867
14-06 10:55:52,1780068352.0,2203648.0,1837895680.0,4561854464.0,99.550,0.450,0.0,0.0,0.0,0.0,15.300,0.0,72567.467,452701.867
14-06 10:56:52,1780568064.0,2203648.0,1837899776.0,4561350656.0,99.867,0.117,0.0,0.0,0.0,0.017,18.0,0.0,0.0,2500.267
14-06 10:57:52,1805234176.0,2203648.0,1863921664.0,4510662656.0,99.216,0.784,0.0,0.0,0.0,0.0,10.0,0.0,0.0,431146.667
14-06 10:58:52,1805230080.0,2203648.0,1863925760.0,4510662656.0,99.883,0.117,0.0,0.0,0.0,0.0,18.0,0.0,0.0,441548.800
14-06 10:59:52,1806913536.0,2203648.0,1889701888.0,4483203072.0,99.783,0.217,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1740.800
14-06 11:00:52,1816498176.0,2203648.0,1889959936.0,4473360384.0,99.117,0.883,0.0,0.0,0.0,0.0,19.0,0.0,0.0,431377.067
14-06 11:01:52,1817288704.0,2203648.0,1889964032.0,4472565760.0,99.533,0.450,0.0,0.0,0.0,0.017,9.0,0.0,0.0,441565.867
