"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","localhost.localdomain",,,,"User:","barreira"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-13_21:28:56.csv 60",,,,"Date:","13 Jun 2019 21:28:56 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
13-06 21:28:56,528539648.0,167936.0,2730192896.0,695283712.0,34.367,1.346,64.248,0.012,0.0,0.027,0.0,0.0,21954.580,221781.203
13-06 21:29:56,1058951168.0,167936.0,2756698112.0,138366976.0,73.254,5.247,21.449,0.0,0.0,0.050,37.400,186.200,0.0,447189.333
13-06 21:30:56,1068113920.0,167936.0,2745544704.0,140357632.0,75.496,4.805,19.648,0.0,0.0,0.050,11.0,131.933,0.0,1945.600
13-06 21:31:56,1086468096.0,167936.0,2709708800.0,157839360.0,67.082,4.971,27.864,0.008,0.0,0.075,30.433,107.300,0.0,442419.200
13-06 21:32:56,1086468096.0,167936.0,2709708800.0,157839360.0,73.245,4.547,22.140,0.0,0.0,0.067,6.500,18.567,0.0,1356.800
13-06 21:33:56,1103110144.0,167936.0,2696159232.0,154746880.0,59.358,3.479,37.113,0.0,0.0,0.050,30.433,97.700,0.0,430830.933
13-06 21:34:56,1103622144.0,167936.0,2696159232.0,154234880.0,75.649,4.777,19.524,0.008,0.0,0.042,5.500,17.567,0.0,441770.667
13-06 21:35:56,1104420864.0,167936.0,2721947648.0,127647744.0,70.352,3.582,26.033,0.0,0.0,0.033,14.400,34.733,0.0,1058.133
13-06 21:36:56,1121443840.0,167936.0,2678403072.0,154169344.0,62.362,3.569,34.019,0.0,0.0,0.050,26.400,86.133,0.0,871697.067
13-06 21:37:56,1121771520.0,167936.0,2678403072.0,153841664.0,76.055,4.664,19.239,0.0,0.0,0.042,13.200,25.267,0.0,2884.267
13-06 21:38:56,1121185792.0,167936.0,2704175104.0,128655360.0,59.171,1.661,39.152,0.008,0.0,0.008,5.500,21.967,0.0,432256.0
13-06 21:39:56,1133821952.0,167936.0,2666754048.0,153440256.0,67.074,4.366,28.527,0.0,0.0,0.033,27.500,158.400,0.0,441002.667
13-06 21:40:56,1135792128.0,167936.0,2666754048.0,151470080.0,76.147,4.565,19.254,0.0,0.0,0.033,7.700,23.633,0.0,1442.133
13-06 21:41:56,1136791552.0,167936.0,2666754048.0,150470656.0,54.413,1.010,44.560,0.0,0.0,0.017,4.400,23.733,0.0,431291.733
