"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","g02-05.lsd.di.uminho.pt",,,,"User:","admin"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-17_16:20:00.csv 60",,,,"Date:","17 Jun 2019 16:20:01 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
17-06 16:20:01,456171520.0,0.0,2307796992.0,1209659392.0,1.889,0.156,97.922,0.031,0.0,0.002,0.0,0.0,2006.989,13956.672
17-06 16:21:01,879284224.0,0.0,2307801088.0,786542592.0,72.422,4.906,22.664,0.0,0.0,0.008,26.0,0.0,0.0,1911.467
17-06 16:22:01,879284224.0,0.0,2307801088.0,786542592.0,92.537,6.629,0.834,0.0,0.0,0.0,26.0,0.0,0.0,1083.733
17-06 16:23:01,879267840.0,0.0,2307801088.0,786558976.0,91.905,6.886,1.209,0.0,0.0,0.0,28.200,2.200,0.0,221.867
17-06 16:24:01,880791552.0,0.0,2307801088.0,785035264.0,92.155,6.803,1.042,0.0,0.0,0.0,26.0,0.0,0.0,1177.600
17-06 16:25:01,882188288.0,0.0,2307801088.0,783638528.0,92.072,6.769,1.159,0.0,0.0,0.0,27.400,0.0,0.0,102.400
17-06 16:26:01,886648832.0,0.0,2307801088.0,779177984.0,75.498,21.241,3.261,0.0,0.0,0.0,26.0,0.0,0.0,102.400
17-06 16:27:01,888848384.0,0.0,2307801088.0,776978432.0,85.160,12.155,2.684,0.0,0.0,0.0,27.400,0.0,0.0,102.400
17-06 16:28:01,894140416.0,0.0,2307801088.0,771686400.0,74.064,22.259,3.677,0.0,0.0,0.0,26.0,0.0,0.0,196.267
17-06 16:29:01,899219456.0,0.0,2307801088.0,766607360.0,74.487,22.377,3.128,0.0,0.0,0.008,26.0,0.0,0.0,2833.067
17-06 16:30:01,903917568.0,0.0,2307801088.0,761909248.0,78.888,17.852,3.260,0.0,0.0,0.0,28.200,2.200,0.0,102.400
17-06 16:31:01,907329536.0,0.0,2307801088.0,758497280.0,80.547,16.376,3.077,0.0,0.0,0.0,27.400,0.0,0.0,102.400
17-06 16:32:01,911646720.0,0.0,2307801088.0,754180096.0,74.996,21.994,3.010,0.0,0.0,0.0,28.200,2.200,0.0,102.400
17-06 16:33:01,916598784.0,0.0,2307801088.0,749228032.0,74.985,22.063,2.952,0.0,0.0,0.0,28.200,2.200,0.0,102.400
17-06 16:34:01,920297472.0,0.0,2307801088.0,745529344.0,84.917,11.956,3.127,0.0,0.0,0.0,32.400,7.800,0.0,145.067
17-06 16:35:01,924487680.0,0.0,2307801088.0,741339136.0,74.404,22.553,3.043,0.0,0.0,0.0,26.0,0.0,0.0,1484.800
17-06 16:36:01,929312768.0,0.0,2307801088.0,736514048.0,74.218,22.430,3.344,0.0,0.0,0.008,26.0,0.0,0.0,102.400
17-06 16:37:01,932614144.0,0.0,2307801088.0,733212672.0,84.502,12.305,3.193,0.0,0.0,0.0,26.0,0.0,0.0,102.400
17-06 16:38:01,937312256.0,0.0,2307801088.0,728514560.0,74.962,22.094,2.943,0.0,0.0,0.0,26.0,0.0,0.0,102.400
17-06 16:39:01,942120960.0,0.0,2307801088.0,723705856.0,74.789,21.858,3.353,0.0,0.0,0.0,26.0,0.0,0.0,102.400
17-06 16:40:01,946184192.0,0.0,2307801088.0,719642624.0,79.573,16.983,3.443,0.0,0.0,0.0,28.200,2.200,0.0,102.400
17-06 16:41:01,949231616.0,0.0,2307801088.0,716595200.0,79.605,17.160,3.235,0.0,0.0,0.0,27.400,0.0,0.0,102.400
17-06 16:42:01,954073088.0,0.0,2307801088.0,711753728.0,74.177,22.405,3.419,0.0,0.0,0.0,26.0,0.0,0.0,102.400
17-06 16:43:01,959025152.0,0.0,2307801088.0,706801664.0,74.204,22.370,3.427,0.0,0.0,0.0,26.0,0.0,0.0,102.400
17-06 16:44:01,962326528.0,0.0,2307801088.0,703500288.0,84.458,12.282,3.260,0.0,0.0,0.0,26.0,0.0,0.0,102.400
17-06 16:45:01,966770688.0,0.0,2307801088.0,699056128.0,74.794,22.130,3.077,0.0,0.0,0.0,26.0,0.0,0.0,102.400
17-06 16:46:01,971595776.0,0.0,2307801088.0,694231040.0,74.135,22.239,3.618,0.0,0.0,0.008,26.0,0.0,0.0,102.400
17-06 16:47:01,975007744.0,0.0,2307801088.0,690819072.0,84.673,12.258,3.069,0.0,0.0,0.0,27.400,0.0,0.0,102.400
17-06 16:48:01,979578880.0,0.0,2307801088.0,686247936.0,74.402,22.296,3.302,0.0,0.0,0.0,28.200,2.200,0.0,102.400
17-06 16:49:01,984276992.0,0.0,2307801088.0,681549824.0,74.339,22.233,3.428,0.0,0.0,0.0,27.500,0.700,0.0,102.400
17-06 16:50:01,988102656.0,0.0,2307801088.0,677724160.0,79.863,16.651,3.485,0.0,0.0,0.0,30.300,3.700,0.0,102.400
17-06 16:51:01,992292864.0,0.0,2307801088.0,673533952.0,78.829,17.827,3.344,0.0,0.0,0.0,26.0,0.0,0.0,102.400
17-06 16:52:01,996610048.0,0.0,2307801088.0,669216768.0,74.270,21.828,3.894,0.0,0.0,0.008,26.0,0.0,0.0,102.400
17-06 16:53:01,1001431040.0,0.0,2307805184.0,664391680.0,74.174,22.206,3.619,0.0,0.0,0.0,26.0,0.0,0.0,187.733
17-06 16:54:01,1008922624.0,0.0,2307805184.0,656900096.0,84.810,12.022,3.168,0.0,0.0,0.0,26.0,0.0,0.0,247.467
17-06 16:55:01,1013350400.0,0.0,2307805184.0,652472320.0,74.102,22.363,3.535,0.0,0.0,0.0,26.0,0.0,0.0,102.400
17-06 16:56:01,1018048512.0,0.0,2307805184.0,647774208.0,74.566,21.815,3.619,0.0,0.0,0.0,26.0,0.0,0.0,102.400
