"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","g02-01.lsd.di.uminho.pt",,,,"User:","admin"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-11_11:46:44.csv 60",,,,"Date:","11 Jun 2019 11:46:45 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
11-06 11:46:45,209530880.0,2138112.0,1151643648.0,2610315264.0,0.085,0.005,99.904,0.007,0.0,0.000,0.0,0.0,275.396,382.079
11-06 11:47:45,712155136.0,2138112.0,1178202112.0,2081132544.0,77.619,1.362,20.827,0.0,0.0,0.192,28.900,3.700,0.0,446003.200
11-06 11:48:45,714637312.0,2138112.0,1178202112.0,2078650368.0,85.585,0.787,13.528,0.0,0.0,0.100,26.0,0.0,0.0,1681.067
11-06 11:49:45,721379328.0,2138112.0,1178202112.0,2071908352.0,86.039,0.822,13.046,0.008,0.0,0.084,26.0,0.0,0.0,102.400
11-06 11:50:45,730578944.0,2138112.0,1203978240.0,2036932608.0,79.930,0.770,19.267,0.008,0.0,0.025,26.0,0.0,0.0,429994.667
11-06 11:51:45,748765184.0,2138112.0,1204326400.0,2018398208.0,78.718,0.810,20.329,0.017,0.0,0.125,28.200,2.200,0.0,443170.133
11-06 11:52:45,752017408.0,2138112.0,1204326400.0,2015145984.0,85.584,0.911,13.463,0.0,0.0,0.042,26.0,0.0,0.0,1305.600
11-06 11:53:45,751890432.0,2138112.0,1204326400.0,2015272960.0,86.737,0.854,12.375,0.0,0.0,0.033,26.0,0.0,0.0,520.533
11-06 11:54:45,753197056.0,2138112.0,1230102528.0,1988190208.0,80.172,0.920,18.858,0.0,0.0,0.050,34.600,10.0,0.0,430242.133
11-06 11:55:45,762064896.0,2138112.0,1230352384.0,1979072512.0,70.150,0.610,29.198,0.0,0.0,0.042,26.0,0.0,0.0,1160.533
11-06 11:56:45,763117568.0,2138112.0,1230352384.0,1978019840.0,86.268,0.933,12.766,0.008,0.0,0.025,26.0,0.0,0.0,441130.667
11-06 11:57:45,763117568.0,2138112.0,1230352384.0,1978019840.0,85.366,1.063,13.529,0.008,0.0,0.034,26.0,0.0,0.0,102.400
11-06 11:58:45,763252736.0,2138112.0,1256124416.0,1952112640.0,86.040,0.883,13.061,0.0,0.0,0.017,28.800,0.0,0.0,110.933
11-06 11:59:45,772853760.0,2138112.0,1256378368.0,1942257664.0,54.966,0.242,44.758,0.0,0.0,0.033,26.0,0.0,0.0,430728.533
11-06 12:00:45,773369856.0,2138112.0,1256378368.0,1941741568.0,85.811,0.864,13.191,0.017,0.0,0.117,26.0,0.0,0.0,440925.867
11-06 12:01:45,776433664.0,2138112.0,1256378368.0,1938677760.0,85.708,0.939,13.261,0.008,0.0,0.084,26.0,0.0,0.0,1681.067
11-06 12:02:45,776433664.0,2138112.0,1256378368.0,1938677760.0,86.018,0.853,13.045,0.0,0.0,0.084,26.0,0.0,0.0,1996.800
11-06 12:03:45,776945664.0,2138112.0,1282154496.0,1912389632.0,72.544,0.570,26.802,0.0,0.0,0.084,26.0,0.0,0.0,409.600
11-06 12:04:45,791588864.0,2138112.0,1282404352.0,1897496576.0,57.441,0.292,42.250,0.0,0.0,0.017,28.200,2.200,0.0,870929.067
11-06 12:05:45,791588864.0,2138112.0,1282404352.0,1897496576.0,87.574,0.861,11.531,0.008,0.0,0.025,29.600,2.200,0.0,1885.867
11-06 12:06:45,791527424.0,2138112.0,1282404352.0,1897558016.0,87.598,0.845,11.531,0.008,0.0,0.017,26.0,0.0,0.0,375.467
11-06 12:07:45,791527424.0,2138112.0,1282404352.0,1897558016.0,87.536,0.870,11.578,0.0,0.0,0.017,26.0,0.0,0.0,110.933
11-06 12:08:45,792449024.0,2138112.0,1282404352.0,1896636416.0,54.897,0.158,44.937,0.0,0.0,0.008,29.600,2.200,0.0,431573.333
