"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","g02-05.lsd.di.uminho.pt",,,,"User:","admin"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-15_14:17:56.csv 60",,,,"Date:","15 Jun 2019 14:17:57 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
15-06 14:17:57,610992128.0,0.0,2624536576.0,738099200.0,0.223,0.015,99.742,0.020,0.0,0.001,0.0,0.0,1389.462,7259.573
15-06 14:18:57,1120751616.0,0.0,2651099136.0,201777152.0,82.607,1.109,16.226,0.0,0.0,0.058,26.0,0.0,0.0,446284.800
15-06 14:19:57,1122910208.0,0.0,2651099136.0,199618560.0,89.583,0.476,9.900,0.0,0.0,0.042,26.0,0.0,0.0,1902.933
15-06 14:20:57,1123037184.0,0.0,2651099136.0,199491584.0,89.559,0.484,9.915,0.0,0.0,0.042,26.0,0.0,0.0,102.400
15-06 14:21:57,1123037184.0,0.0,2651099136.0,199491584.0,89.486,0.534,9.913,0.0,0.0,0.067,27.400,0.0,0.0,102.400
15-06 14:22:57,1123020800.0,0.0,2651099136.0,199507968.0,89.552,0.476,9.913,0.0,0.0,0.058,27.400,0.0,0.0,102.400
15-06 14:23:57,1123270656.0,0.0,2651103232.0,199254016.0,89.575,0.484,9.882,0.0,0.0,0.058,26.0,0.0,0.0,281.600
15-06 14:24:57,1154437120.0,0.0,2677223424.0,141967360.0,75.922,0.425,23.594,0.0,0.0,0.058,26.0,0.0,0.0,955.733
15-06 14:25:57,1156763648.0,0.0,2677223424.0,139640832.0,88.998,0.476,10.451,0.0,0.0,0.075,26.0,0.0,0.0,442956.800
15-06 14:26:57,1156763648.0,0.0,2677223424.0,139640832.0,89.528,0.459,9.937,0.0,0.0,0.075,26.0,0.0,0.0,793.600
15-06 14:27:57,1156763648.0,0.0,2677223424.0,139640832.0,89.556,0.459,9.927,0.0,0.0,0.058,26.0,0.0,0.0,102.400
15-06 14:28:57,1156763648.0,0.0,2677223424.0,139640832.0,89.527,0.468,9.930,0.0,0.0,0.075,28.200,2.200,0.0,128.0
15-06 14:29:57,1156763648.0,0.0,2677223424.0,139640832.0,89.541,0.467,9.925,0.0,0.0,0.067,26.0,0.0,0.0,520.533
15-06 14:30:57,1156743168.0,0.0,2677227520.0,139657216.0,89.536,0.434,9.955,0.0,0.0,0.075,26.0,0.0,0.0,110.933
15-06 14:31:57,1158778880.0,0.0,2702999552.0,111849472.0,68.659,0.267,31.024,0.0,0.0,0.050,29.600,2.200,0.0,392.533
15-06 14:32:57,1174147072.0,0.0,2643025920.0,156454912.0,84.967,0.517,14.424,0.0,0.0,0.092,27.500,0.700,0.0,870809.600
15-06 14:33:57,1174163456.0,0.0,2643025920.0,156438528.0,88.752,0.451,10.697,0.0,0.0,0.100,26.700,1.500,0.0,2833.067
15-06 14:34:57,1174163456.0,0.0,2643025920.0,156438528.0,88.651,0.452,10.797,0.0,0.0,0.100,28.200,2.200,0.0,102.400
15-06 14:35:57,1174163456.0,0.0,2643025920.0,156438528.0,89.046,0.485,10.418,0.0,0.0,0.050,26.0,0.0,0.0,102.400
15-06 14:36:57,1174163456.0,0.0,2643025920.0,156438528.0,89.194,0.502,10.238,0.0,0.0,0.067,27.400,0.0,0.0,537.600
15-06 14:37:57,1174163456.0,0.0,2643025920.0,156438528.0,89.520,0.443,9.954,0.0,0.0,0.084,26.0,0.0,0.0,102.400
15-06 14:38:57,1175801856.0,0.0,2668797952.0,129028096.0,82.096,0.409,17.436,0.0,0.0,0.058,32.400,7.800,0.0,426.667
15-06 14:39:57,1191960576.0,0.0,2639556608.0,142110720.0,60.940,0.208,38.801,0.0,0.0,0.050,26.0,0.0,0.0,431974.400
15-06 14:40:57,1191993344.0,0.0,2639556608.0,142077952.0,89.055,0.468,10.410,0.0,0.0,0.067,26.0,0.0,0.0,440635.733
15-06 14:41:57,1192009728.0,0.0,2639556608.0,142061568.0,87.028,0.520,12.277,0.0,0.0,0.176,26.0,0.0,0.0,1484.800
15-06 14:42:57,1192009728.0,0.0,2639556608.0,142061568.0,88.224,0.519,11.189,0.0,0.0,0.067,26.0,0.0,0.0,102.400
15-06 14:43:57,1192009728.0,0.0,2639556608.0,142061568.0,88.186,0.528,11.218,0.0,0.0,0.067,27.400,0.0,0.0,102.400
15-06 14:44:57,1192009728.0,0.0,2639556608.0,142061568.0,88.326,0.561,11.071,0.0,0.0,0.042,26.0,0.0,0.0,537.600
15-06 14:45:57,1192005632.0,0.0,2639560704.0,142061568.0,89.170,0.485,10.287,0.0,0.0,0.059,27.500,0.700,0.0,102.400
15-06 14:46:57,1191612416.0,0.0,2665332736.0,116682752.0,69.633,0.293,30.033,0.0,0.0,0.042,28.100,1.500,0.0,418.133
15-06 14:47:57,1202827264.0,0.0,2623893504.0,146907136.0,61.333,0.225,38.401,0.0,0.0,0.042,26.0,0.0,0.0,431667.200
15-06 14:48:57,1202827264.0,0.0,2623893504.0,146907136.0,89.520,0.476,9.929,0.0,0.0,0.075,26.0,0.0,0.0,440917.333
15-06 14:49:57,1202839552.0,0.0,2623897600.0,146890752.0,89.552,0.451,9.931,0.0,0.0,0.067,28.200,2.200,0.0,1399.467
15-06 14:50:57,1202839552.0,0.0,2623897600.0,146890752.0,89.567,0.434,9.941,0.0,0.0,0.058,28.200,2.200,0.0,1305.600
15-06 14:51:57,1202839552.0,0.0,2623897600.0,146890752.0,89.556,0.451,9.910,0.0,0.0,0.083,29.600,2.200,0.0,537.600
15-06 14:52:57,1202839552.0,0.0,2623897600.0,146890752.0,89.568,0.434,9.923,0.0,0.0,0.075,26.0,0.0,0.0,102.400
15-06 14:53:57,1202839552.0,0.0,2623897600.0,146890752.0,89.550,0.434,9.941,0.0,0.0,0.075,26.0,0.0,0.0,247.467
15-06 14:54:57,1202696192.0,0.0,2623897600.0,147034112.0,57.157,0.108,42.718,0.0,0.0,0.017,26.0,0.0,0.0,429994.667
