"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","localhost.localdomain",,,,"User:","rafaelbraga25"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-13_18:12:32.csv 60",,,,"Date:","13 Jun 2019 18:12:32 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
13-06 18:12:32,1054748672.0,2203648.0,2470354944.0,4654714880.0,68.956,1.706,29.296,0.031,0.0,0.011,0.0,0.0,189253.897,332680.571
13-06 18:13:32,1617608704.0,2203648.0,2523049984.0,4039159808.0,98.851,1.133,0.017,0.0,0.0,0.0,6.0,0.0,0.0,449348.267
13-06 18:14:32,1647902720.0,2203648.0,2549075968.0,3982839808.0,99.100,0.900,0.0,0.0,0.0,0.0,25.0,0.0,0.0,443238.400
13-06 18:15:32,1656696832.0,2203648.0,2575093760.0,3948027904.0,98.833,1.150,0.0,0.0,0.0,0.017,33.0,0.0,273.067,442504.533
13-06 18:16:32,1685090304.0,2203648.0,2601119744.0,3893608448.0,98.650,1.334,0.017,0.0,0.0,0.0,8.050,0.0,0.0,441796.267
13-06 18:17:32,1686360064.0,2203648.0,2601119744.0,3892338688.0,99.733,0.267,0.0,0.0,0.0,0.0,25.0,0.0,0.0,442009.600
13-06 18:18:32,1696116736.0,2203648.0,2601377792.0,3882323968.0,99.550,0.450,0.0,0.0,0.0,0.0,10.300,0.0,0.0,444979.200
13-06 18:19:32,1703268352.0,2203648.0,2601644032.0,3874906112.0,99.067,0.917,0.0,0.0,0.0,0.017,25.0,0.0,0.0,443477.333
13-06 18:20:32,1712545792.0,2203648.0,2601873408.0,3865399296.0,99.050,0.950,0.0,0.0,0.0,0.0,6.0,0.0,273.067,9463.467
13-06 18:21:32,1721131008.0,2203648.0,2602131456.0,3856556032.0,99.550,0.433,0.017,0.0,0.0,0.0,25.0,0.0,0.0,443750.400
13-06 18:22:32,1721966592.0,2203648.0,2602119168.0,3855732736.0,99.767,0.233,0.0,0.0,0.0,0.0,6.0,0.0,0.0,438869.333
13-06 18:23:32,1732091904.0,2203648.0,2602377216.0,3845349376.0,99.550,0.450,0.0,0.0,0.0,0.0,25.0,0.0,0.0,871705.600
