"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","localhost.localdomain",,,,"User:","rafaelbraga25"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-13_19:39:46.csv 60",,,,"Date:","13 Jun 2019 19:39:46 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
13-06 19:39:46,1089458176.0,2203648.0,3731386368.0,3358973952.0,82.084,1.283,16.601,0.018,0.0,0.015,0.0,0.0,106823.529,385907.954
13-06 19:40:46,1651007488.0,2203648.0,3784073216.0,2744737792.0,98.616,1.350,0.017,0.0,0.0,0.017,27.0,0.0,0.0,450790.400
13-06 19:41:46,1681989632.0,2203648.0,3810099200.0,2687729664.0,99.716,0.284,0.0,0.0,0.0,0.0,4.0,0.0,0.0,443170.133
13-06 19:42:46,1689423872.0,2203648.0,3836116992.0,2654277632.0,98.932,1.051,0.0,0.0,0.0,0.017,27.0,0.0,0.0,441796.267
13-06 19:43:46,1708810240.0,2203648.0,3862142976.0,2608865280.0,99.015,0.968,0.0,0.0,0.0,0.017,5.0,0.0,0.0,440746.667
13-06 19:44:46,1718501376.0,2203648.0,3862396928.0,2598920192.0,99.583,0.400,0.0,0.0,0.0,0.017,36.0,0.0,0.0,441241.600
13-06 19:45:46,1719320576.0,2203648.0,3862401024.0,2598096896.0,99.817,0.150,0.0,0.0,0.0,0.033,21.0,0.0,0.0,442069.333
13-06 19:46:46,1729277952.0,2203648.0,3862650880.0,2587889664.0,99.616,0.367,0.017,0.0,0.0,0.0,5.0,0.0,0.0,442103.467
13-06 19:47:46,1738866688.0,2203648.0,3862847488.0,2578104320.0,99.083,0.900,0.0,0.0,0.0,0.017,30.300,0.0,0.0,442641.067
13-06 19:48:46,1776734208.0,2203648.0,3863212032.0,2539872256.0,97.916,2.084,0.0,0.0,0.0,0.0,6.0,0.0,68.267,439270.400
13-06 19:49:46,1777721344.0,2203648.0,3863224320.0,2538872832.0,99.816,0.184,0.0,0.0,0.0,0.0,25.0,0.0,0.0,442726.400
13-06 19:50:46,1787502592.0,2203648.0,3863486464.0,2528829440.0,99.149,0.835,0.0,0.0,0.0,0.017,6.0,0.0,0.0,872260.267
