"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","localhost.localdomain",,,,"User:","rafaelbraga25"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-10_18:56:26.csv 60",,,,"Date:","10 Jun 2019 18:56:26 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
10-06 18:56:26,1156587520.0,2203648.0,2730201088.0,4293021696.0,50.693,1.652,47.637,0.011,0.0,0.006,0.0,0.0,90137.694,225192.032
10-06 18:57:26,1722490880.0,2203648.0,2782883840.0,3674435584.0,98.668,1.298,0.017,0.0,0.0,0.017,14.0,0.0,0.0,449331.200
10-06 18:58:26,1751121920.0,2203648.0,2808909824.0,3619778560.0,99.400,0.600,0.0,0.0,0.0,0.0,24.050,0.0,0.0,444160.0
10-06 18:59:26,1758715904.0,2203648.0,2834927616.0,3586166784.0,99.333,0.650,0.0,0.0,0.0,0.017,14.0,0.0,0.0,441873.067
10-06 19:00:26,1761103872.0,2203648.0,2860703744.0,3558002688.0,99.333,0.650,0.017,0.0,0.0,0.0,20.0,0.0,0.0,442368.0
10-06 19:01:26,1778982912.0,2203648.0,2860957696.0,3539869696.0,98.733,1.267,0.0,0.0,0.0,0.0,14.0,0.0,0.0,442419.200
10-06 19:02:26,1789247488.0,2203648.0,2861223936.0,3529338880.0,99.367,0.633,0.0,0.0,0.0,0.0,26.700,6.700,0.0,442862.933
10-06 19:03:26,1798250496.0,2203648.0,2861473792.0,3520086016.0,99.567,0.417,0.0,0.0,0.0,0.017,39.0,0.0,0.0,442939.733
10-06 19:04:26,1807806464.0,2203648.0,2861727744.0,3510276096.0,99.550,0.450,0.0,0.0,0.0,0.0,8.0,0.0,0.0,7304.533
10-06 19:05:26,1823166464.0,2203648.0,2861989888.0,3494653952.0,99.417,0.567,0.017,0.0,0.0,0.0,24.300,0.0,0.0,443136.0
10-06 19:06:26,1824038912.0,2203648.0,2861989888.0,3493781504.0,99.733,0.267,0.0,0.0,0.0,0.0,14.0,0.0,0.0,437836.800
10-06 19:07:26,1832181760.0,2203648.0,2862243840.0,3485384704.0,99.517,0.467,0.0,0.0,0.0,0.017,20.0,0.0,0.0,869725.867
