"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","g02-01.lsd.di.uminho.pt",,,,"User:","admin"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-12_00:38:06.csv 60",,,,"Date:","12 Jun 2019 00:38:06 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
12-06 00:38:06,276480000.0,2138112.0,2866765824.0,828243968.0,1.336,0.015,98.641,0.007,0.0,0.001,0.0,0.0,296.734,2352.191
12-06 00:39:06,798396416.0,2138112.0,2971746304.0,201347072.0,81.034,0.825,16.073,1.967,0.0,0.100,27.400,0.0,1306897.067,446660.267
12-06 00:40:06,800563200.0,2138112.0,2971746304.0,199180288.0,91.778,0.292,7.814,0.0,0.0,0.117,26.0,0.0,0.0,375.467
12-06 00:41:06,803241984.0,2138112.0,2971746304.0,196501504.0,91.831,0.275,7.802,0.0,0.0,0.092,26.0,0.0,0.0,537.600
12-06 00:42:06,804388864.0,2138112.0,2971746304.0,195354624.0,91.900,0.250,7.742,0.008,0.0,0.100,27.400,0.0,0.0,102.400
12-06 00:43:06,804610048.0,2138112.0,2971746304.0,195133440.0,91.866,0.242,7.784,0.0,0.0,0.108,26.0,0.0,0.0,102.400
12-06 00:44:06,806457344.0,2138112.0,2971746304.0,193286144.0,91.859,0.267,7.790,0.0,0.0,0.083,30.400,4.400,0.0,102.400
12-06 00:45:06,835055616.0,2138112.0,2997870592.0,138563584.0,80.012,0.309,19.580,0.008,0.0,0.092,26.0,0.0,0.0,871765.333
12-06 00:46:06,837472256.0,2138112.0,2997870592.0,136146944.0,89.393,0.242,10.290,0.0,0.0,0.075,26.0,0.0,0.0,3601.067
12-06 00:47:06,839704576.0,2138112.0,2997870592.0,133914624.0,90.033,0.259,9.591,0.0,0.0,0.117,26.0,0.0,0.0,102.400
12-06 00:48:06,841662464.0,2138112.0,2997870592.0,131956736.0,90.191,0.276,9.400,0.033,0.0,0.100,28.200,2.200,0.0,102.400
12-06 00:49:06,841551872.0,2138112.0,2997870592.0,132067328.0,90.998,0.251,8.684,0.0,0.0,0.067,26.0,0.0,0.0,102.400
12-06 00:50:06,841551872.0,2138112.0,2997870592.0,132067328.0,91.701,0.267,7.906,0.008,0.0,0.117,26.0,0.0,0.0,537.600
12-06 00:51:06,842002432.0,2138112.0,3023646720.0,105840640.0,81.550,0.250,18.124,0.0,0.0,0.075,28.200,2.200,0.0,196.267
12-06 00:52:06,863154176.0,2138112.0,2985836544.0,122499072.0,78.261,0.334,21.314,0.0,0.0,0.092,27.400,0.0,0.0,441369.600
12-06 00:53:06,864174080.0,2138112.0,2985836544.0,121479168.0,89.202,0.351,10.247,0.017,0.0,0.184,32.400,7.800,0.0,1527.467
12-06 00:54:06,866271232.0,2138112.0,2985836544.0,119382016.0,90.935,0.317,8.590,0.0,0.0,0.158,26.0,0.0,0.0,1211.733
12-06 00:55:06,868503552.0,2138112.0,2985836544.0,117149696.0,91.402,0.267,8.198,0.008,0.0,0.125,27.400,0.0,0.0,102.400
12-06 00:56:06,868380672.0,2138112.0,2985836544.0,117272576.0,89.725,0.309,9.833,0.008,0.0,0.125,26.0,0.0,0.0,119.467
12-06 00:57:06,868507648.0,2138112.0,2985836544.0,117145600.0,91.732,0.317,7.834,0.0,0.0,0.117,26.0,0.0,0.0,520.533
12-06 00:58:06,865767424.0,2138112.0,2974363648.0,131358720.0,70.679,0.200,29.062,0.0,0.0,0.058,26.0,0.0,0.0,179.200
12-06 00:59:06,877043712.0,2138112.0,2937397248.0,157048832.0,83.787,0.351,15.754,0.0,0.0,0.109,26.0,0.0,0.0,870434.133
12-06 01:00:06,877043712.0,2138112.0,2937397248.0,157048832.0,88.922,0.341,10.536,0.008,0.0,0.192,26.0,0.0,0.0,1902.933
12-06 01:01:06,880283648.0,2138112.0,2937401344.0,153804800.0,88.293,0.342,11.239,0.0,0.0,0.125,30.400,4.400,0.0,102.400
12-06 01:02:06,882475008.0,2138112.0,2937401344.0,151613440.0,90.558,0.284,9.033,0.008,0.0,0.117,26.0,0.0,0.0,1442.133
12-06 01:03:06,884609024.0,2138112.0,2937401344.0,149479424.0,91.063,0.258,8.537,0.0,0.0,0.142,27.400,0.0,0.0,1450.667
12-06 01:04:06,884596736.0,2138112.0,2937401344.0,149491712.0,91.553,0.267,8.054,0.008,0.0,0.117,26.0,0.0,0.0,1006.933
12-06 01:05:06,882843648.0,2138112.0,2963177472.0,125468672.0,68.374,0.158,31.418,0.0,0.0,0.050,28.200,2.200,0.0,187.733
12-06 01:06:06,893677568.0,2138112.0,2926485504.0,151326720.0,77.347,0.292,22.261,0.0,0.0,0.100,27.400,0.0,0.0,871202.133
12-06 01:07:06,893677568.0,2138112.0,2926485504.0,151326720.0,91.853,0.267,7.763,0.008,0.0,0.109,26.0,0.0,0.0,1484.800
12-06 01:08:06,893677568.0,2138112.0,2926485504.0,151326720.0,91.906,0.267,7.719,0.0,0.0,0.108,28.200,2.200,0.0,102.400
12-06 01:09:06,896217088.0,2138112.0,2926489600.0,148783104.0,91.848,0.292,7.751,0.0,0.0,0.108,26.0,0.0,0.0,179.200
12-06 01:10:06,896217088.0,2138112.0,2926489600.0,148783104.0,91.865,0.267,7.751,0.008,0.0,0.108,26.0,0.0,0.0,264.533
12-06 01:11:06,897032192.0,2138112.0,2926489600.0,147968000.0,91.862,0.275,7.746,0.0,0.0,0.117,26.0,0.0,0.0,520.533
12-06 01:12:06,904601600.0,2138112.0,2926489600.0,140398592.0,61.663,0.117,38.179,0.0,0.0,0.042,26.0,0.0,0.0,431573.333
12-06 01:13:06,919506944.0,2138112.0,2890186752.0,161796096.0,75.292,0.259,24.358,0.0,0.0,0.092,26.0,0.0,0.0,440721.067
12-06 01:14:06,919506944.0,2138112.0,2890186752.0,161796096.0,91.834,0.284,7.766,0.008,0.0,0.108,26.0,0.0,0.0,1902.933
12-06 01:15:06,919633920.0,2138112.0,2890186752.0,161669120.0,91.854,0.292,7.753,0.0,0.0,0.100,26.0,0.0,0.0,102.400
12-06 01:16:06,919633920.0,2138112.0,2890186752.0,161669120.0,91.880,0.259,7.753,0.0,0.0,0.108,27.400,0.0,0.0,102.400
12-06 01:17:06,919633920.0,2138112.0,2890186752.0,161669120.0,91.883,0.292,7.708,0.0,0.0,0.117,26.0,0.0,0.0,537.600
12-06 01:18:06,919920640.0,2138112.0,2890186752.0,161382400.0,91.838,0.317,7.745,0.0,0.0,0.100,34.600,10.0,0.0,145.067
12-06 01:19:06,926142464.0,2138112.0,2890190848.0,155156480.0,63.678,0.125,36.155,0.0,0.0,0.042,27.500,0.700,0.0,433706.667
12-06 01:20:06,934658048.0,2138112.0,2890440704.0,146391040.0,64.624,0.192,35.125,0.008,0.0,0.050,26.0,0.0,0.0,2363.733
12-06 01:21:06,935333888.0,2138112.0,2890440704.0,145715200.0,91.836,0.292,7.772,0.0,0.0,0.100,27.400,0.0,0.0,441804.800
12-06 01:22:06,935460864.0,2138112.0,2890440704.0,145588224.0,91.858,0.284,7.750,0.0,0.0,0.108,28.200,3.0,0.0,102.400
12-06 01:23:06,935587840.0,2138112.0,2890440704.0,145461248.0,91.868,0.267,7.774,0.0,0.0,0.092,26.0,0.0,0.0,102.400
12-06 01:24:06,935714816.0,2138112.0,2890440704.0,145334272.0,91.812,0.326,7.746,0.008,0.0,0.109,26.0,0.0,0.0,537.600
12-06 01:25:06,935714816.0,2138112.0,2890440704.0,145334272.0,91.860,0.292,7.740,0.0,0.0,0.108,28.200,2.200,0.0,102.400
12-06 01:26:06,935817216.0,2138112.0,2890440704.0,145231872.0,74.614,0.175,25.152,0.0,0.0,0.058,28.800,0.0,0.0,238.933
12-06 01:27:06,935817216.0,2138112.0,2890440704.0,145231872.0,50.0,0.017,49.983,0.0,0.0,0.0,26.0,0.0,0.0,432819.200
12-06 01:28:06,952143872.0,2138112.0,2890694656.0,128651264.0,86.666,0.350,12.876,0.0,0.0,0.108,26.0,0.0,0.0,441198.933
12-06 01:29:06,952270848.0,2138112.0,2890694656.0,128524288.0,91.784,0.300,7.799,0.0,0.0,0.117,26.0,0.0,0.0,1484.800
12-06 01:30:06,952270848.0,2138112.0,2890694656.0,128524288.0,91.806,0.309,7.768,0.008,0.0,0.108,26.0,0.0,0.0,102.400
12-06 01:31:06,952270848.0,2138112.0,2890694656.0,128524288.0,91.868,0.292,7.724,0.0,0.0,0.117,26.0,0.0,0.0,119.467
12-06 01:32:06,952270848.0,2138112.0,2890694656.0,128524288.0,91.821,0.275,7.787,0.0,0.0,0.117,26.0,0.0,0.0,520.533
12-06 01:33:06,952270848.0,2138112.0,2890694656.0,128524288.0,91.805,0.309,7.778,0.0,0.0,0.108,26.0,0.0,0.0,102.400
12-06 01:34:06,951369728.0,2138112.0,2854309888.0,165810176.0,52.338,0.067,47.586,0.0,0.0,0.008,26.0,0.0,0.0,431641.600
12-06 01:35:06,970584064.0,2138112.0,2854563840.0,146341888.0,57.741,0.150,42.068,0.0,0.0,0.042,28.200,2.200,0.0,1689.600
12-06 01:36:06,970584064.0,2138112.0,2854563840.0,146341888.0,91.811,0.284,7.780,0.008,0.0,0.117,28.200,2.200,0.0,442666.667
12-06 01:37:06,970584064.0,2138112.0,2854563840.0,146341888.0,91.813,0.309,7.770,0.0,0.0,0.108,26.0,0.0,0.0,102.400
12-06 01:38:06,970584064.0,2138112.0,2854563840.0,146341888.0,91.848,0.292,7.742,0.0,0.0,0.117,27.400,0.0,0.0,102.400
12-06 01:39:06,970584064.0,2138112.0,2854563840.0,146341888.0,91.865,0.300,7.710,0.008,0.0,0.117,28.200,2.200,0.0,409.600
12-06 01:40:06,970711040.0,2138112.0,2854563840.0,146214912.0,91.807,0.292,7.784,0.0,0.0,0.117,26.0,0.0,0.0,938.667
12-06 01:41:06,971075584.0,2138112.0,2854563840.0,145850368.0,81.038,0.234,18.645,0.0,0.0,0.083,26.0,0.0,0.0,429841.067
12-06 01:42:06,971075584.0,2138112.0,2854563840.0,145850368.0,50.017,0.008,49.975,0.0,0.0,0.0,28.200,2.200,0.0,2346.667
12-06 01:43:06,989188096.0,2138112.0,2854825984.0,127475712.0,62.799,0.175,36.992,0.0,0.0,0.033,26.0,0.0,0.0,247.467
12-06 01:44:06,989220864.0,2138112.0,2854825984.0,127442944.0,91.824,0.300,7.767,0.0,0.0,0.108,26.0,0.0,0.0,441625.600
12-06 01:45:06,989728768.0,2138112.0,2854825984.0,126935040.0,91.798,0.342,7.751,0.008,0.0,0.100,32.400,7.800,0.0,1902.933
12-06 01:46:06,989601792.0,2138112.0,2854825984.0,127062016.0,91.861,0.284,7.763,0.0,0.0,0.092,26.0,0.0,0.0,1996.800
12-06 01:47:06,989585408.0,2138112.0,2854825984.0,127078400.0,91.838,0.275,7.778,0.008,0.0,0.100,27.400,0.0,0.0,1228.800
12-06 01:48:06,989728768.0,2138112.0,2854825984.0,126935040.0,91.910,0.259,7.731,0.0,0.0,0.100,27.400,0.0,0.0,102.400
12-06 01:49:06,988491776.0,2138112.0,2818977792.0,164020224.0,76.439,0.234,23.252,0.0,0.0,0.075,26.0,0.0,0.0,429841.067
12-06 01:50:06,988823552.0,2138112.0,2818977792.0,163688448.0,50.008,0.025,49.967,0.0,0.0,0.0,26.0,0.0,0.0,1826.133
