"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","g02-05.lsd.di.uminho.pt",,,,"User:","admin"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-15_17:32:58.csv 60",,,,"Date:","15 Jun 2019 17:32:59 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
15-06 17:32:59,601726976.0,0.0,2598445056.0,773455872.0,0.512,0.017,99.450,0.020,0.0,0.001,0.0,0.0,1389.522,7561.567
15-06 17:33:59,1098928128.0,0.0,2635649024.0,239050752.0,79.733,1.394,18.581,0.242,0.0,0.050,26.0,0.0,177356.800,447573.333
15-06 17:34:59,1100197888.0,0.0,2635649024.0,237780992.0,86.627,0.812,12.536,0.0,0.0,0.025,26.0,0.0,0.0,102.400
15-06 17:35:59,1100324864.0,0.0,2635649024.0,237654016.0,86.611,0.826,12.513,0.0,0.0,0.050,26.0,0.0,0.0,102.400
15-06 17:36:59,1100337152.0,0.0,2635653120.0,237637632.0,86.574,0.844,12.540,0.0,0.0,0.042,27.400,0.0,0.0,324.267
15-06 17:37:59,1100464128.0,0.0,2635653120.0,237510656.0,86.612,0.827,12.527,0.0,0.0,0.033,26.0,0.0,0.0,648.533
15-06 17:38:59,1100464128.0,0.0,2635653120.0,237510656.0,86.603,0.828,12.519,0.0,0.0,0.050,28.200,2.200,0.0,546.133
15-06 17:39:59,1100464128.0,0.0,2635653120.0,237510656.0,86.522,0.868,12.568,0.0,0.0,0.042,26.0,0.0,0.0,256.0
15-06 17:40:59,1127337984.0,0.0,2661773312.0,184516608.0,68.375,0.551,31.032,0.0,0.0,0.042,26.0,0.0,0.0,5777.067
15-06 17:41:59,1127354368.0,0.0,2661773312.0,184500224.0,86.397,0.869,12.683,0.0,0.0,0.050,28.200,2.200,0.0,439313.067
15-06 17:42:59,1127354368.0,0.0,2661773312.0,184500224.0,86.536,0.820,12.602,0.0,0.0,0.042,26.0,0.0,0.0,102.400
15-06 17:43:59,1127350272.0,0.0,2661777408.0,184500224.0,86.538,0.794,12.635,0.0,0.0,0.033,30.400,4.400,0.0,110.933
15-06 17:44:59,1127215104.0,0.0,2661777408.0,184635392.0,86.414,0.920,12.608,0.0,0.0,0.059,32.400,7.800,0.0,896.0
15-06 17:45:59,1128230912.0,0.0,2663579648.0,181817344.0,86.437,0.861,12.660,0.0,0.0,0.042,26.0,0.0,30037.333,2201.600
