"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","g02-01.lsd.di.uminho.pt",,,,"User:","admin"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-11_15:24:07.csv 60",,,,"Date:","11 Jun 2019 15:24:08 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
11-06 15:24:08,233324544.0,2138112.0,1940074496.0,1798090752.0,0.449,0.008,99.536,0.007,0.0,0.000,0.0,0.0,274.073,1203.856
11-06 15:25:08,757727232.0,2138112.0,1966637056.0,1247125504.0,84.892,0.792,14.217,0.0,0.0,0.100,26.0,0.0,0.0,446506.667
11-06 15:26:08,760242176.0,2138112.0,1966637056.0,1244610560.0,91.817,0.300,7.766,0.008,0.0,0.108,26.0,0.0,0.0,1356.800
11-06 15:27:08,766672896.0,2138112.0,1966637056.0,1238179840.0,91.824,0.300,7.776,0.0,0.0,0.100,26.0,0.0,0.0,102.400
11-06 15:28:08,791191552.0,2138112.0,1992761344.0,1187536896.0,81.346,0.342,18.204,0.008,0.0,0.100,26.0,0.0,0.0,441949.867
11-06 15:29:08,791175168.0,2138112.0,1992761344.0,1187553280.0,91.902,0.292,7.689,0.0,0.0,0.117,27.400,0.0,0.0,3089.067
11-06 15:30:08,793677824.0,2138112.0,1992761344.0,1185050624.0,91.925,0.317,7.674,0.0,0.0,0.083,26.0,0.0,0.0,537.600
11-06 15:31:08,825094144.0,2138112.0,2018787328.0,1127608320.0,73.901,0.275,25.748,0.0,0.0,0.075,27.400,0.0,0.0,4667.733
11-06 15:32:08,830406656.0,2138112.0,2018787328.0,1122295808.0,91.241,0.275,8.409,0.0,0.0,0.075,30.400,4.400,0.0,437316.267
11-06 15:33:08,830423040.0,2138112.0,2018787328.0,1122279424.0,89.861,0.317,9.714,0.008,0.0,0.100,26.0,0.0,0.0,102.400
11-06 15:34:08,830304256.0,2138112.0,2044559360.0,1096626176.0,89.295,0.317,10.287,0.0,0.0,0.100,26.0,0.0,0.0,102.400
11-06 15:35:08,842657792.0,2138112.0,2044813312.0,1084018688.0,69.183,0.242,30.501,0.0,0.0,0.075,26.0,0.0,0.0,430506.667
11-06 15:36:08,843669504.0,2138112.0,2044817408.0,1083002880.0,91.814,0.367,7.719,0.0,0.0,0.100,33.900,9.300,0.0,441105.067
11-06 15:37:08,843739136.0,2138112.0,2044817408.0,1082933248.0,91.929,0.283,7.663,0.008,0.0,0.117,26.0,0.0,0.0,1732.267
11-06 15:38:08,843231232.0,2138112.0,2070593536.0,1057665024.0,72.175,0.183,27.574,0.0,0.0,0.067,27.400,0.0,0.0,614.400
11-06 15:39:08,864686080.0,2138112.0,2070843392.0,1035960320.0,78.652,0.292,20.972,0.0,0.0,0.083,28.200,2.200,0.0,870169.600
11-06 15:40:08,866656256.0,2138112.0,2070843392.0,1033990144.0,91.868,0.300,7.707,0.008,0.0,0.117,26.0,0.0,0.0,938.667
11-06 15:41:08,866725888.0,2138112.0,2070843392.0,1033920512.0,91.850,0.325,7.725,0.0,0.0,0.100,27.400,0.0,0.0,102.400
11-06 15:42:08,863907840.0,2138112.0,2070843392.0,1036738560.0,62.509,0.142,37.307,0.0,0.0,0.042,26.0,0.0,0.0,431291.733
11-06 15:43:08,882089984.0,2138112.0,2071097344.0,1018302464.0,81.220,0.317,18.363,0.0,0.0,0.100,26.0,0.0,0.0,440925.867
11-06 15:44:08,882089984.0,2138112.0,2071097344.0,1018302464.0,91.552,0.309,8.039,0.0,0.0,0.100,26.0,0.0,0.0,1211.733
11-06 15:45:08,882073600.0,2138112.0,2071097344.0,1018318848.0,91.852,0.300,7.731,0.0,0.0,0.117,26.0,0.0,0.0,102.400
11-06 15:46:08,882458624.0,2138112.0,2071101440.0,1017929728.0,60.252,0.125,39.581,0.0,0.0,0.042,26.0,0.0,0.0,431095.467
11-06 15:47:08,899780608.0,2138112.0,2071351296.0,1000357888.0,75.861,0.283,23.756,0.008,0.0,0.092,26.0,0.0,0.0,440857.600
11-06 15:48:08,902012928.0,2138112.0,2071351296.0,998125568.0,91.862,0.292,7.728,0.0,0.0,0.117,26.0,0.0,0.0,972.800
11-06 15:49:08,902012928.0,2138112.0,2071351296.0,998125568.0,91.890,0.283,7.726,0.0,0.0,0.100,30.400,4.400,0.0,520.533
11-06 15:50:08,902025216.0,2138112.0,2071351296.0,998113280.0,65.068,0.158,34.731,0.0,0.0,0.042,26.0,0.0,0.0,431658.667
11-06 15:51:08,918179840.0,2138112.0,2071605248.0,981704704.0,63.215,0.192,36.534,0.008,0.0,0.050,26.0,0.0,0.0,366.933
11-06 15:52:08,918179840.0,2138112.0,2071605248.0,981704704.0,91.945,0.267,7.671,0.0,0.0,0.117,26.0,0.0,0.0,441830.400
11-06 15:53:08,918179840.0,2138112.0,2071605248.0,981704704.0,91.895,0.284,7.730,0.0,0.0,0.092,27.500,0.700,0.0,102.400
11-06 15:54:08,918175744.0,2138112.0,2071609344.0,981704704.0,77.651,0.225,22.049,0.008,0.0,0.067,28.100,1.500,0.0,430062.933
11-06 15:55:08,918298624.0,2138112.0,2071613440.0,981577728.0,50.004,0.008,49.979,0.0,0.0,0.008,26.0,0.0,0.0,2158.933
11-06 15:56:08,937644032.0,2138112.0,2071867392.0,961978368.0,85.780,0.334,13.769,0.0,0.0,0.117,28.200,2.200,0.0,441634.133
11-06 15:57:08,939233280.0,2138112.0,2071867392.0,960389120.0,91.849,0.325,7.709,0.0,0.0,0.117,32.400,7.800,0.0,1390.933
11-06 15:58:08,939233280.0,2138112.0,2071867392.0,960389120.0,91.914,0.284,7.685,0.0,0.0,0.117,27.400,0.0,0.0,1211.733
11-06 15:59:08,940335104.0,2138112.0,2071867392.0,959287296.0,55.057,0.075,44.843,0.0,0.0,0.025,26.0,0.0,0.0,431300.267
11-06 16:00:08,952557568.0,2138112.0,2072121344.0,946810880.0,58.809,0.158,40.991,0.0,0.0,0.042,26.0,0.0,0.0,1416.533
11-06 16:01:08,952983552.0,2138112.0,2072125440.0,946380800.0,90.524,0.342,9.001,0.008,0.0,0.125,27.400,0.0,0.0,442009.600
11-06 16:02:08,952856576.0,2138112.0,2072125440.0,946507776.0,91.914,0.242,7.728,0.0,0.0,0.117,26.0,0.0,0.0,2346.667
11-06 16:03:08,952356864.0,2138112.0,2072129536.0,947003392.0,83.474,0.259,16.184,0.0,0.0,0.083,27.400,0.0,0.0,430301.867
11-06 16:04:08,952483840.0,2138112.0,2072129536.0,946876416.0,49.996,0.008,49.987,0.0,0.0,0.008,26.0,0.0,0.0,1433.600
