"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","localhost.localdomain",,,,"User:","barreira"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-11_13:49:32.csv 60",,,,"Date:","11 Jun 2019 13:49:32 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
11-06 13:49:32,1111977984.0,2154496.0,2003771392.0,836280320.0,21.550,2.031,76.273,0.046,0.0,0.100,0.0,0.0,131008.839,982260.418
11-06 13:50:32,1687408640.0,2154496.0,2061185024.0,203436032.0,75.610,3.068,21.222,0.017,0.0,0.084,0.0,0.0,78779.733,447965.867
11-06 13:51:32,1706639360.0,2154496.0,2087211008.0,158179328.0,75.397,2.519,22.025,0.0,0.0,0.059,0.0,0.0,0.0,441975.467
11-06 13:52:32,1719226368.0,2154496.0,2054979584.0,177823744.0,72.581,2.584,24.768,0.0,0.0,0.067,0.0,0.0,0.0,448443.733
11-06 13:53:32,1741053952.0,2154496.0,2081005568.0,129970176.0,70.050,2.072,27.811,0.008,0.0,0.058,0.0,0.0,0.0,436053.333
11-06 13:54:32,1752358912.0,2154496.0,2047922176.0,151748608.0,67.682,1.874,30.385,0.0,0.0,0.059,0.0,0.0,0.0,442222.933
11-06 13:55:32,1756463104.0,2154496.0,2047926272.0,147640320.0,72.509,2.217,25.215,0.0,0.0,0.059,0.0,0.0,0.0,441480.533
11-06 13:56:32,1766141952.0,2154496.0,2048180224.0,137707520.0,72.120,2.257,25.556,0.0,0.0,0.067,6.700,6.700,0.0,442564.267
11-06 13:57:32,1775017984.0,2154496.0,2017017856.0,159993856.0,64.310,1.551,34.064,0.008,0.0,0.067,0.0,0.0,0.0,433527.467
11-06 13:58:32,1788329984.0,2154496.0,2017284096.0,146415616.0,59.855,1.151,38.903,0.0,0.0,0.092,6.700,6.700,0.0,871782.400
11-06 13:59:32,1789280256.0,2154496.0,2017288192.0,145461248.0,70.583,2.077,27.299,0.0,0.0,0.042,0.0,0.0,0.0,443579.733
11-06 14:00:32,1800880128.0,2154496.0,2017542144.0,133607424.0,68.173,1.763,30.014,0.0,0.0,0.050,0.0,0.0,0.0,432273.067
