"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","g02-05.lsd.di.uminho.pt",,,,"User:","admin"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-17_19:03:20.csv 60",,,,"Date:","17 Jun 2019 19:03:21 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
17-06 19:03:21,467025920.0,0.0,2307936256.0,1198665728.0,2.139,0.182,97.646,0.031,0.0,0.002,0.0,0.0,2000.949,13916.348
17-06 19:04:21,876892160.0,0.0,2307940352.0,788795392.0,73.139,3.546,23.314,0.0,0.0,0.0,26.0,0.0,546.133,15078.400
17-06 19:05:21,909328384.0,0.0,2307940352.0,756359168.0,92.766,4.884,2.342,0.0,0.0,0.008,28.200,2.200,0.0,1211.733
17-06 19:06:21,904519680.0,0.0,2307940352.0,761167872.0,93.351,4.692,1.949,0.0,0.0,0.008,26.0,0.0,0.0,128.0
17-06 19:07:21,903884800.0,0.0,2307940352.0,761802752.0,92.791,4.864,2.344,0.0,0.0,0.0,28.200,2.200,0.0,588.800
17-06 19:08:21,895504384.0,0.0,2307940352.0,770183168.0,93.260,4.649,2.082,0.0,0.0,0.008,28.200,2.200,0.0,102.400
17-06 19:09:21,912519168.0,0.0,2307940352.0,753168384.0,91.203,5.656,3.141,0.0,0.0,0.0,27.400,0.0,0.0,102.400
17-06 19:10:21,914677760.0,0.0,2307940352.0,751009792.0,90.046,6.190,3.764,0.0,0.0,0.0,26.0,0.0,0.0,102.400
17-06 19:11:21,916692992.0,0.0,2307940352.0,748994560.0,90.260,6.259,3.473,0.0,0.0,0.008,27.400,0.0,0.0,102.400
