"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","g02-05.lsd.di.uminho.pt",,,,"User:","admin"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-16_23:35:17.csv 60",,,,"Date:","16 Jun 2019 23:35:18 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
16-06 23:35:18,437108736.0,0.0,2283085824.0,1253433344.0,1.430,0.097,98.440,0.032,0.0,0.002,0.0,0.0,2035.446,14214.984
16-06 23:36:18,870912000.0,0.0,2283089920.0,819625984.0,73.047,3.473,23.472,0.0,0.0,0.008,28.200,2.200,145.067,2269.867
16-06 23:37:18,886272000.0,0.0,2283089920.0,804265984.0,93.665,4.234,2.101,0.0,0.0,0.0,26.0,0.0,0.0,1083.733
16-06 23:38:18,878829568.0,0.0,2283089920.0,811708416.0,93.541,4.384,2.075,0.0,0.0,0.0,31.700,7.100,0.0,102.400
16-06 23:39:18,894652416.0,0.0,2283089920.0,795885568.0,93.489,4.460,2.051,0.0,0.0,0.0,26.700,0.700,0.0,1749.333
16-06 23:40:18,862130176.0,0.0,2283089920.0,828407808.0,93.498,4.284,2.217,0.0,0.0,0.0,28.800,0.0,0.0,1066.667
16-06 23:41:18,886255616.0,0.0,2283089920.0,804282368.0,91.414,5.519,3.068,0.0,0.0,0.0,26.0,0.0,0.0,102.400
16-06 23:42:18,888414208.0,0.0,2283089920.0,802123776.0,90.970,5.662,3.369,0.0,0.0,0.0,28.200,2.200,0.0,102.400
16-06 23:43:18,890462208.0,0.0,2283089920.0,800075776.0,91.159,5.725,3.116,0.0,0.0,0.0,26.0,0.0,0.0,844.800
16-06 23:44:18,892874752.0,0.0,2283089920.0,797663232.0,92.580,4.310,3.110,0.0,0.0,0.0,26.0,0.0,0.0,520.533
16-06 23:45:18,894779392.0,0.0,2283089920.0,795758592.0,90.922,5.635,3.443,0.0,0.0,0.0,26.0,0.0,0.0,102.400
16-06 23:46:18,895516672.0,0.0,2283089920.0,795021312.0,90.789,5.743,3.468,0.0,0.0,0.0,26.0,0.0,0.0,102.400
16-06 23:47:18,898969600.0,0.0,2283089920.0,791568384.0,90.997,5.702,3.293,0.0,0.0,0.008,27.400,0.0,0.0,102.400
