"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","localhost.localdomain",,,,"User:","barreira"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-11_15:14:40.csv 60",,,,"Date:","11 Jun 2019 15:14:40 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
11-06 15:14:40,1033023488.0,0.0,2114437120.0,806723584.0,37.798,2.062,60.020,0.032,0.0,0.088,0.0,0.0,84743.529,790465.598
11-06 15:15:40,1565384704.0,0.0,2141003776.0,247795712.0,69.520,4.667,25.713,0.0,0.0,0.101,6.700,6.700,0.0,875810.133
11-06 15:16:40,1567916032.0,0.0,2141003776.0,245264384.0,67.307,4.122,28.478,0.008,0.0,0.085,6.700,6.700,0.0,4753.067
11-06 15:17:40,1586147328.0,0.0,2167128064.0,200908800.0,67.558,3.461,28.905,0.0,0.0,0.075,0.0,0.0,0.0,431394.133
11-06 15:18:40,1130561536.0,0.0,2167128064.0,656494592.0,73.936,4.506,21.465,0.017,0.0,0.076,0.0,0.0,0.0,443374.933
11-06 15:19:40,1130434560.0,0.0,2192904192.0,630845440.0,69.391,3.351,27.208,0.0,0.0,0.050,0.0,0.0,0.0,281.600
11-06 15:20:40,1152098304.0,0.0,2193154048.0,608931840.0,68.461,3.757,27.681,0.008,0.0,0.092,0.0,0.0,0.0,441540.267
11-06 15:21:40,1151967232.0,0.0,2193158144.0,609058816.0,69.784,4.510,25.570,0.025,0.0,0.110,0.0,0.0,0.0,1774.933
11-06 15:22:40,1154572288.0,0.0,2218934272.0,580677632.0,61.513,2.757,35.646,0.0,0.0,0.084,0.0,0.0,0.0,430668.800
11-06 15:23:40,1168613376.0,0.0,2219184128.0,566386688.0,62.405,2.700,34.820,0.0,0.0,0.075,0.0,0.0,0.0,440840.533
11-06 15:24:40,1170587648.0,0.0,2219184128.0,564412416.0,73.169,4.361,22.386,0.008,0.0,0.076,0.0,0.0,0.0,2193.067
11-06 15:25:40,1173774336.0,0.0,2244956160.0,535453696.0,67.002,3.197,29.734,0.0,0.0,0.067,0.0,0.0,0.0,430370.133
11-06 15:26:40,1185767424.0,0.0,2245210112.0,523206656.0,57.069,1.897,40.951,0.0,0.0,0.084,0.0,0.0,0.0,1920.0
11-06 15:27:40,1186037760.0,0.0,2245210112.0,522936320.0,68.861,4.323,26.698,0.025,0.0,0.093,6.700,6.700,0.0,442914.133
11-06 15:28:40,1188261888.0,0.0,2245189632.0,520732672.0,75.161,4.401,20.396,0.0,0.0,0.042,6.700,6.700,0.0,1365.333
11-06 15:29:40,1187086336.0,0.0,2245218304.0,521879552.0,49.423,0.084,50.434,0.0,0.0,0.059,0.0,0.0,0.0,433962.667
11-06 15:30:40,1203593216.0,0.0,2245472256.0,505118720.0,67.729,3.103,29.109,0.0,0.0,0.059,0.0,0.0,0.0,440849.067
11-06 15:31:40,1203855360.0,0.0,2245472256.0,504856576.0,72.172,4.461,23.266,0.008,0.0,0.093,0.0,0.0,0.0,1152.0
11-06 15:32:40,1205030912.0,0.0,2245472256.0,503681024.0,63.588,2.855,33.507,0.0,0.0,0.050,0.0,0.0,0.0,298.667
11-06 15:33:40,1206067200.0,0.0,2245472256.0,502644736.0,49.084,0.127,50.738,0.0,0.0,0.051,0.0,0.0,0.0,431872.0
11-06 15:34:40,1634336768.0,0.0,2160619520.0,159227904.0,58.517,3.304,38.076,0.026,0.0,0.077,0.0,0.0,0.0,442478.933
11-06 15:35:40,1633955840.0,0.0,2160619520.0,159608832.0,75.603,4.311,20.035,0.017,0.0,0.034,0.0,0.0,0.0,1297.067
11-06 15:36:40,1633353728.0,0.0,2160619520.0,160210944.0,65.246,3.191,31.495,0.009,0.0,0.060,0.0,0.0,0.0,324.267
11-06 15:37:40,1633370112.0,0.0,2160619520.0,160194560.0,49.174,0.085,50.708,0.0,0.0,0.034,0.0,0.0,0.0,432281.600
11-06 15:38:40,1644826624.0,0.0,2160869376.0,148488192.0,54.032,1.246,44.646,0.008,0.0,0.067,0.0,0.0,0.0,307.200
11-06 15:39:40,1644445696.0,0.0,2160869376.0,148869120.0,74.809,4.408,20.715,0.008,0.0,0.059,0.0,0.0,0.0,440627.200
