"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","localhost.localdomain",,,,"User:","barreira"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-13_22:05:31.csv 60",,,,"Date:","13 Jun 2019 22:05:31 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
13-06 22:05:31,522625024.0,167936.0,2643787776.0,787603456.0,36.557,1.439,61.964,0.012,0.0,0.028,0.0,0.0,20782.370,228812.444
13-06 22:06:31,1054748672.0,167936.0,2729099264.0,170168320.0,73.605,4.762,21.430,0.126,0.0,0.076,37.400,287.133,979080.533,875724.800
13-06 22:07:31,1055215616.0,167936.0,2729099264.0,169701376.0,77.109,4.566,18.282,0.0,0.0,0.042,5.500,17.567,0.0,1766.400
13-06 22:08:31,1081094144.0,167936.0,2712027136.0,160894976.0,69.170,3.830,26.934,0.025,0.0,0.042,30.800,116.667,0.0,444774.400
13-06 22:09:31,1081094144.0,167936.0,2712027136.0,160894976.0,76.863,4.569,18.493,0.034,0.0,0.042,5.500,17.567,0.0,1297.067
13-06 22:10:31,1083252736.0,167936.0,2737803264.0,132960256.0,64.351,2.569,33.038,0.017,0.0,0.025,5.500,21.967,0.0,409.600
13-06 22:11:31,1098117120.0,167936.0,2699530240.0,156368896.0,74.621,5.517,19.795,0.008,0.0,0.059,28.600,92.067,0.0,440968.533
13-06 22:12:31,1097859072.0,167936.0,2699534336.0,156622848.0,77.189,4.487,18.282,0.0,0.0,0.042,7.200,18.667,0.0,1501.867
13-06 22:13:31,1110351872.0,167936.0,2682925056.0,160739328.0,55.816,2.649,41.494,0.0,0.0,0.042,26.400,90.533,0.0,430472.533
13-06 22:14:31,1110257664.0,167936.0,2682925056.0,160833536.0,77.013,4.499,18.447,0.008,0.0,0.034,5.500,17.567,0.0,441403.733
13-06 22:15:31,1109880832.0,167936.0,2708697088.0,135438336.0,76.100,4.368,19.490,0.0,0.0,0.042,8.800,100.700,0.0,878.933
13-06 22:16:31,1123127296.0,167936.0,2670895104.0,159993856.0,50.742,1.685,47.531,0.0,0.0,0.042,31.900,87.767,136.533,430720.0
13-06 22:17:31,1121456128.0,167936.0,2670895104.0,161665024.0,76.286,4.609,19.072,0.0,0.0,0.034,10.167,22.267,0.0,442496.0
13-06 22:18:31,1120641024.0,167936.0,2670891008.0,162484224.0,74.883,4.462,20.597,0.008,0.0,0.050,26.700,18.567,0.0,4539.733
13-06 22:19:31,1325424640.0,167936.0,2492469248.0,136122368.0,48.915,0.687,50.365,0.0,0.0,0.034,9.067,26.933,0.0,435012.267
