"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","localhost.localdomain",,,,"User:","barreira"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-11_14:35:59.csv 60",,,,"Date:","11 Jun 2019 14:35:59 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
11-06 14:35:59,583532544.0,2154496.0,2074865664.0,1293631488.0,30.703,1.942,67.225,0.037,0.0,0.093,0.0,0.0,100707.174,871619.967
11-06 14:36:59,1116155904.0,2154496.0,2101379072.0,734494720.0,71.923,4.694,23.283,0.0,0.0,0.101,6.700,6.700,0.0,447402.667
11-06 14:37:59,1119342592.0,2154496.0,2101379072.0,731308032.0,74.210,4.671,21.069,0.0,0.0,0.050,6.700,6.700,0.0,4002.133
11-06 14:38:59,1153327104.0,2154496.0,2132017152.0,666685440.0,67.342,3.527,29.030,0.008,0.0,0.092,0.0,0.0,75229.867,873233.067
11-06 14:39:59,1154727936.0,2154496.0,2132017152.0,665284608.0,74.299,4.584,21.058,0.0,0.0,0.059,0.0,0.0,0.0,3737.600
11-06 14:40:59,1154727936.0,2154496.0,2157793280.0,639508480.0,65.994,3.065,30.883,0.008,0.0,0.050,0.0,0.0,0.0,430267.733
11-06 14:41:59,1178337280.0,2154496.0,2158043136.0,615649280.0,70.782,4.302,24.824,0.0,0.0,0.092,0.0,0.0,0.0,439927.467
11-06 14:42:59,1178333184.0,2154496.0,2158047232.0,615649280.0,74.214,4.419,21.291,0.0,0.0,0.076,0.0,0.0,0.0,3507.200
11-06 14:43:59,1178873856.0,2154496.0,2183823360.0,589332480.0,57.741,1.362,40.856,0.0,0.0,0.042,0.0,0.0,0.0,430156.800
11-06 14:44:59,1195937792.0,2154496.0,2184073216.0,572018688.0,72.604,4.783,22.495,0.008,0.0,0.109,0.0,0.0,0.0,441036.800
11-06 14:45:59,1198104576.0,2154496.0,2184073216.0,569851904.0,75.533,4.664,19.737,0.0,0.0,0.067,0.0,0.0,0.0,2457.600
11-06 14:46:59,1197989888.0,2154496.0,2209845248.0,544194560.0,55.543,1.052,43.371,0.0,0.0,0.033,0.0,0.0,0.0,429952.0
11-06 14:47:59,1209077760.0,2154496.0,2210099200.0,532852736.0,73.181,4.193,22.551,0.0,0.0,0.075,0.0,0.0,0.0,440712.533
11-06 14:48:59,1210310656.0,2154496.0,2210107392.0,531611648.0,76.687,4.515,18.747,0.008,0.0,0.042,6.700,6.700,0.0,3515.733
11-06 14:49:59,1210806272.0,2154496.0,2210107392.0,531116032.0,52.168,0.459,47.348,0.0,0.0,0.025,0.0,0.0,0.0,431479.467
