"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","g02-01.lsd.di.uminho.pt",,,,"User:","admin"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-13_22:32:53.csv 60",,,,"Date:","13 Jun 2019 22:32:54 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
13-06 22:32:54,467738624.0,2138112.0,2789064704.0,714686464.0,2.020,0.022,97.948,0.008,0.0,0.002,0.0,0.0,418.647,3953.196
13-06 22:33:54,970928128.0,2138112.0,2815627264.0,184934400.0,81.382,1.268,17.308,0.0,0.0,0.042,26.0,0.0,0.0,445576.533
13-06 22:34:54,975249408.0,2138112.0,2815627264.0,180613120.0,87.577,0.778,11.636,0.0,0.0,0.008,27.400,0.0,0.0,1194.667
13-06 22:35:54,975761408.0,2138112.0,2815627264.0,180101120.0,87.666,0.743,11.574,0.008,0.0,0.008,26.0,0.0,0.0,358.400
13-06 22:36:54,998440960.0,2138112.0,2841751552.0,131297280.0,75.040,0.626,24.301,0.0,0.0,0.033,27.400,0.0,0.0,430899.200
13-06 22:37:54,998633472.0,2138112.0,2841751552.0,131104768.0,87.670,0.819,11.494,0.0,0.0,0.017,26.0,0.0,0.0,442598.400
13-06 22:38:54,998760448.0,2138112.0,2841751552.0,130977792.0,84.902,0.948,14.050,0.017,0.0,0.084,26.0,0.0,0.0,1373.867
13-06 22:39:54,999010304.0,2138112.0,2841755648.0,130723840.0,86.606,0.844,12.500,0.0,0.0,0.050,26.0,0.0,0.0,520.533
13-06 22:40:54,1009856512.0,2138112.0,2832883712.0,128749568.0,64.529,0.468,34.962,0.008,0.0,0.033,26.0,0.0,0.0,430071.467
13-06 22:41:54,1010397184.0,2138112.0,2832883712.0,128208896.0,85.857,0.876,13.166,0.0,0.0,0.100,26.0,0.0,0.0,441241.600
13-06 22:42:54,1010397184.0,2138112.0,2832883712.0,128208896.0,84.390,1.040,14.512,0.017,0.0,0.042,28.200,2.200,0.0,1339.733
13-06 22:43:54,1010397184.0,2138112.0,2832883712.0,128208896.0,86.255,0.829,12.891,0.0,0.0,0.025,28.200,2.200,0.0,384.0
13-06 22:44:54,1015574528.0,2138112.0,2823966720.0,131948544.0,65.015,0.418,34.549,0.008,0.0,0.008,26.0,0.0,0.0,429926.400
13-06 22:45:54,1024794624.0,2138112.0,2790359040.0,156336128.0,76.298,0.736,22.925,0.0,0.0,0.042,27.500,0.700,0.0,441770.667
13-06 22:46:54,1024794624.0,2138112.0,2790359040.0,156336128.0,86.168,0.796,12.960,0.0,0.0,0.075,26.700,1.500,0.0,1945.600
13-06 22:47:54,1024905216.0,2138112.0,2790359040.0,156225536.0,85.476,0.917,13.514,0.017,0.0,0.076,26.0,0.0,0.0,102.400
13-06 22:48:54,1024413696.0,2138112.0,2816135168.0,130940928.0,82.328,0.798,16.823,0.008,0.0,0.042,29.600,2.200,0.0,315.733
13-06 22:49:54,1026269184.0,2138112.0,2816135168.0,129085440.0,50.217,0.058,49.716,0.0,0.0,0.008,26.0,0.0,0.0,430873.600
13-06 22:50:54,1037791232.0,2138112.0,2782760960.0,150937600.0,84.685,0.886,14.387,0.0,0.0,0.042,32.400,7.800,546.133,444586.667
13-06 22:51:54,1037791232.0,2138112.0,2782760960.0,150937600.0,87.413,0.803,11.759,0.017,0.0,0.008,26.0,0.0,0.0,520.533
13-06 22:52:54,1037791232.0,2138112.0,2782760960.0,150937600.0,87.532,0.819,11.631,0.0,0.0,0.017,26.0,0.0,0.0,102.400
13-06 22:53:54,1037869056.0,2138112.0,2782760960.0,150859776.0,66.564,0.401,33.011,0.0,0.0,0.025,26.0,0.0,0.0,429977.600
