"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","g02-01.lsd.di.uminho.pt",,,,"User:","admin"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-13_15:11:45.csv 60",,,,"Date:","13 Jun 2019 15:11:46 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
13-06 15:11:46,491376640.0,2138112.0,2744229888.0,735883264.0,1.555,0.018,98.417,0.008,0.0,0.001,0.0,0.0,420.766,2873.145
13-06 15:12:46,994607104.0,2138112.0,2770792448.0,206090240.0,80.043,1.345,18.536,0.0,0.0,0.075,26.0,0.0,0.0,445824.0
13-06 15:13:46,995590144.0,2138112.0,2770792448.0,205107200.0,85.641,0.853,13.455,0.008,0.0,0.042,34.600,10.0,0.0,2244.267
13-06 15:14:46,995844096.0,2138112.0,2770792448.0,204853248.0,86.974,0.820,12.189,0.0,0.0,0.017,29.600,2.200,0.0,1211.733
13-06 15:15:46,1022914560.0,2138112.0,2796916736.0,151658496.0,74.103,0.676,25.179,0.0,0.0,0.042,26.0,0.0,0.0,430771.200
13-06 15:16:46,1023549440.0,2138112.0,2796916736.0,151023616.0,87.339,0.920,11.708,0.008,0.0,0.025,26.0,0.0,0.0,442734.933
13-06 15:17:46,1023676416.0,2138112.0,2796916736.0,150896640.0,87.311,0.953,11.711,0.0,0.0,0.025,28.200,2.200,0.0,1646.933
13-06 15:18:46,1023672320.0,2138112.0,2796920832.0,150896640.0,87.418,0.878,11.670,0.008,0.0,0.025,26.0,0.0,0.0,520.533
13-06 15:19:46,1040736256.0,2138112.0,2758774784.0,171978752.0,64.407,0.451,35.109,0.0,0.0,0.033,26.0,0.0,0.0,430472.533
13-06 15:20:46,1040723968.0,2138112.0,2758774784.0,171991040.0,87.479,0.887,11.618,0.0,0.0,0.017,26.0,0.0,0.0,440524.800
13-06 15:21:46,1040613376.0,2138112.0,2758774784.0,172101632.0,87.473,0.853,11.666,0.0,0.0,0.008,29.600,2.200,0.0,102.400
13-06 15:22:46,1040613376.0,2138112.0,2758774784.0,172101632.0,87.312,0.945,11.710,0.008,0.0,0.025,26.0,0.0,0.0,102.400
13-06 15:23:46,1040838656.0,2138112.0,2784546816.0,146104320.0,60.773,0.275,38.935,0.0,0.0,0.017,26.0,0.0,0.0,429926.400
13-06 15:24:46,1052229632.0,2138112.0,2784800768.0,134459392.0,80.870,0.844,18.236,0.0,0.0,0.050,26.0,0.0,0.0,440430.933
13-06 15:25:46,1052229632.0,2138112.0,2784800768.0,134459392.0,85.479,0.891,13.563,0.008,0.0,0.059,27.400,0.0,0.0,1629.867
13-06 15:26:46,1052229632.0,2138112.0,2784800768.0,134459392.0,87.240,0.874,11.853,0.008,0.0,0.025,26.0,0.0,0.0,102.400
13-06 15:27:46,1051975680.0,2138112.0,2810576896.0,108937216.0,73.663,0.636,25.684,0.0,0.0,0.017,26.0,0.0,0.0,401.067
13-06 15:28:46,1061785600.0,2138112.0,2778828800.0,130875392.0,57.322,0.351,42.302,0.0,0.0,0.025,26.0,0.0,0.0,870681.600
13-06 15:29:46,1062559744.0,2138112.0,2778828800.0,130101248.0,86.944,0.955,12.084,0.0,0.0,0.017,26.0,0.0,0.0,1885.867
13-06 15:30:46,1062559744.0,2138112.0,2778828800.0,130101248.0,86.836,0.971,12.177,0.0,0.0,0.017,28.200,2.200,0.0,375.467
13-06 15:31:46,1062559744.0,2138112.0,2778828800.0,130101248.0,87.408,0.863,11.696,0.008,0.0,0.025,27.500,0.700,0.0,110.933
13-06 15:32:46,1062625280.0,2138112.0,2763087872.0,145776640.0,56.382,0.276,43.326,0.0,0.0,0.017,28.100,1.500,0.0,432307.200
