"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","localhost.localdomain",,,,"User:","rafaelbraga25"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-13_22:13:56.csv 60",,,,"Date:","13 Jun 2019 22:13:57 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
13-06 22:13:57,1144184832.0,2203648.0,4992786432.0,2042847232.0,88.780,0.947,10.252,0.010,0.0,0.011,0.0,0.0,60361.899,356971.252
13-06 22:14:57,1693339648.0,2203648.0,5019353088.0,1467125760.0,98.835,1.132,0.017,0.0,0.0,0.017,35.050,0.0,0.0,448349.867
13-06 22:15:57,1719746560.0,2203648.0,5045477376.0,1414594560.0,99.650,0.350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435379.200
13-06 22:16:57,1717493760.0,2203648.0,5045469184.0,1416855552.0,99.883,0.117,0.0,0.0,0.0,0.0,35.300,0.0,0.0,441429.333
13-06 22:17:57,1739321344.0,2203648.0,5071495168.0,1369001984.0,99.667,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440064.0
13-06 22:18:57,1739247616.0,2203648.0,5097218048.0,1343352832.0,99.883,0.117,0.0,0.0,0.0,0.0,31.0,0.0,0.0,2858.667
13-06 22:19:57,1754353664.0,2203648.0,5097521152.0,1327943680.0,99.383,0.617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440294.400
13-06 22:20:57,1754902528.0,2203648.0,5123305472.0,1301610496.0,99.548,0.385,0.0,0.0,0.0,0.067,31.0,0.0,0.0,2551.467
13-06 22:21:57,1773674496.0,2203648.0,5123555328.0,1282588672.0,99.396,0.503,0.0,0.0,0.0,0.101,0.0,0.0,0.0,442299.733
13-06 22:22:57,1782644736.0,2203648.0,5123809280.0,1273364480.0,99.381,0.535,0.017,0.0,0.0,0.067,31.0,0.0,0.0,430574.933
13-06 22:23:57,1783246848.0,2203648.0,5123809280.0,1272762368.0,99.782,0.134,0.0,0.0,0.0,0.084,0.0,0.0,0.0,442094.933
13-06 22:24:57,1792487424.0,2203648.0,5124063232.0,1263267840.0,99.564,0.369,0.0,0.0,0.0,0.067,31.0,0.0,0.0,5785.600
13-06 22:25:57,1792802816.0,2203648.0,5124063232.0,1262952448.0,99.849,0.100,0.0,0.0,0.0,0.050,0.0,0.0,0.0,438536.533
13-06 22:26:57,1801723904.0,2203648.0,5124317184.0,1253777408.0,99.548,0.401,0.0,0.0,0.0,0.050,35.050,0.0,0.0,1450.667
13-06 22:27:57,1802248192.0,2203648.0,5124317184.0,1253253120.0,99.799,0.134,0.0,0.0,0.0,0.067,0.0,0.0,0.0,442009.600
13-06 22:28:57,1802752000.0,2203648.0,5124321280.0,1252745216.0,99.749,0.201,0.0,0.0,0.0,0.050,31.0,0.0,0.0,430037.333
13-06 22:29:57,1811595264.0,2203648.0,5124575232.0,1243648000.0,99.548,0.385,0.0,0.0,0.0,0.067,30.0,0.0,0.0,441992.533
13-06 22:30:57,1812500480.0,2203648.0,5124575232.0,1242742784.0,99.582,0.385,0.0,0.0,0.0,0.033,0.0,0.0,0.0,2534.400
13-06 22:31:57,1821634560.0,2203648.0,5124837376.0,1233346560.0,99.565,0.368,0.017,0.0,0.0,0.050,35.300,0.0,0.0,871705.600
13-06 22:32:57,1821630464.0,2203648.0,5124841472.0,1233346560.0,99.749,0.217,0.0,0.0,0.0,0.033,0.0,0.0,0.0,432469.333
